# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	6.4009415970e+01	3.2879213743e+02	1.8279607302e+02
1                	Top	1.1645812848e+02	3.2455484358e+02	2.1203039981e+02
1                	e423_0	1.0658940013e+02	7.0049461123e+02	4.1687623791e+02
2                	Bottom	1.8201755592e+01	2.9534076981e+02	1.6219236232e+02
2                	Top	7.4003729355e+01	4.0137521124e+02	2.2533687781e+02
2                	e423_0	1.0018147901e+02	7.0629972015e+02	4.1329135473e+02
3                	Bottom	1.4078241121e+01	3.2162078429e+02	1.5851721749e+02
3                	Top	5.8472926535e+01	4.5385432407e+02	2.2407656879e+02
3                	e423_0	8.4796008324e+01	7.0782967654e+02	4.0982175477e+02
4                	Bottom	1.1771216739e+01	3.4331353535e+02	1.5032248523e+02
4                	Top	7.4481411177e+01	4.8350037251e+02	2.2663542139e+02
4                	e423_0	8.1966151482e+01	7.1253137073e+02	4.0697270112e+02
5                	Bottom	1.7241945198e+01	3.5066868566e+02	1.6672904947e+02
5                	Top	7.6259478266e+01	5.0338476315e+02	2.2839851118e+02
5                	e423_0	8.6627958054e+01	7.1507185854e+02	4.0419497345e+02
6                	Bottom	1.5399398855e+01	3.6290635821e+02	1.7961537837e+02
6                	Top	6.6289394593e+01	5.2072237651e+02	2.2950262902e+02
6                	e423_0	9.3911588441e+01	7.1884023666e+02	4.0203759093e+02
7                	Bottom	9.3909748430e+00	3.7714341335e+02	1.9365557559e+02
7                	Top	4.7567387481e+01	5.3538618801e+02	2.3079222772e+02
7                	e423_0	9.9734774332e+01	7.2228753437e+02	4.0004563605e+02
8                	Bottom	5.4739465325e+00	3.8937968893e+02	2.0138054407e+02
8                	Top	2.0460190023e+01	5.4549871630e+02	2.3155879115e+02
8                	e423_0	1.0359233722e+02	7.2519141018e+02	3.9807556730e+02
9                	Bottom	9.6354358883e+00	4.0020031510e+02	2.0602902859e+02
9                	Top	2.6965415637e+01	5.5660496949e+02	2.3372049526e+02
9                	e423_0	1.0692151971e+02	7.2846977220e+02	3.9610477135e+02
10               	Bottom	1.4440254578e+01	4.0994888887e+02	2.0648384652e+02
10               	Top	3.6033200563e+01	5.6125166714e+02	2.3550890465e+02
