# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-5.1706721524e+00	-1.1189240327e+00	-4.0517481197e+00	4.1690590513e+00	0.0000000000e+00	-6.2713220280e+00	3.6660301088e+00	-5.0565015715e+00
2	-1.5542185074e+00	-4.1356426426e-01	-1.1406542432e+00	1.0762543777e+00	0.0000000000e+00	-1.8850556513e+00	9.0886247364e-01	-1.3053501726e+00
3	-8.2026859057e-01	-2.4829228805e-01	-5.7197630252e-01	4.8600924954e-01	0.0000000000e+00	-9.9487423091e-01	4.0460501809e-01	-5.8946311478e-01
4	-7.3121455602e-01	-2.3209634054e-01	-4.9911821548e-01	3.9978603638e-01	0.0000000000e+00	-8.8686379975e-01	3.3377734368e-01	-4.8488608493e-01
5	-7.7035791277e-01	-2.4947436195e-01	-5.2088355082e-01	4.0330767432e-01	0.0000000000e+00	-9.3433936738e-01	3.3926148608e-01	-4.8915735275e-01
6	-8.1289416773e-01	-2.6724549190e-01	-5.4564867584e-01	4.1005884629e-01	0.0000000000e+00	-9.8593005904e-01	3.4800397993e-01	-4.9734560609e-01
7	-8.5459056606e-01	-2.8447531320e-01	-5.7011525285e-01	4.1673090017e-01	0.0000000000e+00	-1.0365021188e+00	3.5704992456e-01	-5.0543789994e-01
8	-8.8922774370e-01	-2.9830687436e-01	-5.9092086934e-01	4.2289831454e-01	0.0000000000e+00	-1.0785123041e+00	3.6576749372e-01	-5.1291813471e-01
9	-9.1960294498e-01	-3.1072172006e-01	-6.0888122493e-01	4.2710311327e-01	0.0000000000e+00	-1.1153532918e+00	3.7269938109e-01	-5.1801798365e-01
10	-9.4402344097e-01	-3.2116887904e-01	-6.2285456193e-01	4.2833164163e-01	0.0000000000e+00	-1.1449720318e+00	3.7710710362e-01	-5.1950802144e-01
11	-9.6418752610e-01	-3.2991046735e-01	-6.3427705876e-01	4.2875044168e-01	0.0000000000e+00	-1.1694283245e+00	3.8045823926e-01	-5.2001596894e-01
12	-9.7862704650e-01	-3.3663303176e-01	-6.4199401473e-01	4.2708167595e-01	0.0000000000e+00	-1.1869414987e+00	3.8170122872e-01	-5.1799198309e-01
13	-9.8722849268e-01	-3.4126142538e-01	-6.4596706730e-01	4.2287485185e-01	0.0000000000e+00	-1.1973738830e+00	3.8088205239e-01	-5.1288967766e-01
14	-9.9173903893e-01	-3.4429057269e-01	-6.4744846625e-01	4.1749662680e-01	0.0000000000e+00	-1.2028445621e+00	3.7894736695e-01	-5.0636662219e-01
15	-9.9147734915e-01	-3.4558511554e-01	-6.4589223361e-01	4.1051448726e-01	0.0000000000e+00	-1.2025271680e+00	3.7538389759e-01	-4.9789823661e-01
16	-9.8693185379e-01	-3.4512090570e-01	-6.4181094809e-01	4.0279827587e-01	0.0000000000e+00	-1.1970141004e+00	3.7086255299e-01	-4.8853952172e-01
17	-9.7714784289e-01	-3.4241515766e-01	-6.3473268523e-01	3.9423713308e-01	0.0000000000e+00	-1.1851474259e+00	3.6539690946e-01	-4.7815601996e-01
18	-9.6053090565e-01	-3.3634258666e-01	-6.2418831899e-01	3.8595019972e-01	0.0000000000e+00	-1.1649933412e+00	3.5980716541e-01	-4.6810509695e-01
19	-9.3474578138e-01	-3.2566815524e-01	-6.0907762614e-01	3.7788670546e-01	0.0000000000e+00	-1.1337194927e+00	3.5426183863e-01	-4.5832517518e-01
20	-9.2213243783e-01	-3.1668515311e-01	-6.0544728472e-01	3.8629208601e-01	0.0000000000e+00	-1.1184212225e+00	3.6095266451e-01	-4.6851975852e-01
21	-9.1009500297e-01	-3.0693619306e-01	-6.0315880991e-01	4.0059949069e-01	0.0000000000e+00	-1.1038214513e+00	3.7027827107e-01	-4.8587269437e-01
22	-9.1406347075e-01	-3.0571627530e-01	-6.0834719545e-01	4.1486079282e-01	0.0000000000e+00	-1.1086346630e+00	3.7828865019e-01	-5.0316971408e-01
23	-9.1200824052e-01	-3.0127571175e-01	-6.1073252878e-01	4.2933120415e-01	0.0000000000e+00	-1.1061419483e+00	3.8682102129e-01	-5.2072035483e-01
24	-9.0818242618e-01	-2.9609461097e-01	-6.1208781521e-01	4.4349699721e-01	0.0000000000e+00	-1.1015017558e+00	3.9499150529e-01	-5.3790153503e-01
25	-9.0190086019e-01	-2.8942860039e-01	-6.1247225980e-01	4.5895659411e-01	0.0000000000e+00	-1.0938830707e+00	4.0380457426e-01	-5.5665192332e-01
26	-8.9272504080e-01	-2.8166670216e-01	-6.1105833864e-01	4.7377877086e-01	0.0000000000e+00	-1.0827540498e+00	4.1173954560e-01	-5.7462920768e-01
27	-8.8307534049e-01	-2.7420034113e-01	-6.0887499935e-01	4.8706050812e-01	0.0000000000e+00	-1.0710502759e+00	4.1834332277e-01	-5.9073814845e-01
28	-8.7293338527e-01	-2.6686804449e-01	-6.0606534078e-01	4.9828527809e-01	0.0000000000e+00	-1.0587494636e+00	4.2399662037e-01	-6.0435226767e-01
29	-8.6336336014e-01	-2.5949331159e-01	-6.0387004856e-01	5.1029158075e-01	0.0000000000e+00	-1.0471423248e+00	4.3047092122e-01	-6.1891427976e-01
30	-8.5032531603e-01	-2.5180744342e-01	-5.9851787260e-01	5.1750702983e-01	0.0000000000e+00	-1.0313289507e+00	4.3338803648e-01	-6.2766563807e-01
31	-8.3353972134e-01	-2.4312433487e-01	-5.9041538647e-01	5.2177052131e-01	0.0000000000e+00	-1.0109703074e+00	4.3411381451e-01	-6.3283667334e-01
32	-8.1228915708e-01	-2.3340584291e-01	-5.7888331417e-01	5.2190537840e-01	0.0000000000e+00	-9.8519626342e-01	4.3184683908e-01	-6.3300023664e-01
33	-7.8627614984e-01	-2.2250333862e-01	-5.6377281122e-01	5.1782682713e-01	0.0000000000e+00	-9.5364602381e-01	4.2658684074e-01	-6.2805350871e-01
34	-7.5615917981e-01	-2.1088549410e-01	-5.4527368572e-01	5.0933631791e-01	0.0000000000e+00	-9.1711823555e-01	4.1798523953e-01	-6.1775567586e-01
35	-7.2499233215e-01	-1.9944682965e-01	-5.2554550251e-01	4.9858235015e-01	0.0000000000e+00	-8.7931708852e-01	4.0762334108e-01	-6.0471257568e-01
36	-6.9391231990e-01	-1.8801122329e-01	-5.0590109661e-01	4.8773388640e-01	0.0000000000e+00	-8.4162126103e-01	3.9736234164e-01	-5.9155486471e-01
