# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	1.6983693474e+01	1.7842426114e+02	9.1996192570e+01
1                	Top	2.3426539544e+01	1.6816490007e+02	8.9847846634e+01
1                	e423_0	3.5715345158e+00	1.0796616996e+02	9.9377010047e+00
2                	Bottom	5.6373980945e+00	1.6077214382e+02	8.8692801542e+01
2                	Top	1.1111389287e+01	1.6651898826e+02	9.1279831978e+01
2                	e423_0	1.2476506277e+00	1.4537679071e+02	9.6717079947e+00
3                	Bottom	7.5251001584e+00	1.6705229567e+02	8.9797038678e+01
3                	Top	2.4280933921e+01	1.6757219767e+02	9.3674816886e+01
3                	e423_0	1.2109765841e+00	1.2039451962e+02	8.8438016952e+00
4                	Bottom	3.6107164307e+00	1.7044107056e+02	8.8679769859e+01
4                	Top	2.6528119236e+01	1.6981762801e+02	9.6321387443e+01
4                	e423_0	1.6346949051e+00	1.0350958236e+02	7.7648421131e+00
5                	Bottom	1.3493270364e+01	1.7249110565e+02	8.8640049803e+01
5                	Top	2.1213356458e+01	1.7798918669e+02	9.8687728767e+01
5                	e423_0	1.8858784343e+00	9.1417246241e+01	7.1413836350e+00
6                	Bottom	1.2439782418e+01	1.7170883975e+02	8.5592973369e+01
6                	Top	1.5457176203e+01	1.7881193756e+02	1.0012735590e+02
6                	e423_0	6.2562214105e-01	8.2269967902e+01	6.5286982460e+00
7                	Bottom	7.8219580973e+00	1.6820277614e+02	8.1961691285e+01
7                	Top	7.7550830880e+00	1.8141095767e+02	1.0064246169e+02
7                	e423_0	1.3364694096e+00	7.9435542254e+01	6.1605527243e+00
8                	Bottom	8.4723012738e+00	1.6253461875e+02	7.8206495169e+01
8                	Top	6.5576937232e+00	1.8124198744e+02	1.0052579130e+02
8                	e423_0	6.8248203155e-01	7.8551537885e+01	5.8219156264e+00
9                	Bottom	5.2225632604e+00	1.5585417377e+02	7.7017986686e+01
9                	Top	3.6389804807e+00	1.7627470292e+02	9.9779460637e+01
9                	e423_0	1.0484750823e+00	7.7595125213e+01	5.6157864762e+00
10               	Bottom	2.3948761711e+00	1.4802286349e+02	7.7458730243e+01
10               	Top	1.1232761964e+01	1.7095223166e+02	9.8892916008e+01
10               	e423_0	1.4430729942e+00	7.6854521397e+01	5.3888896761e+00
11               	Bottom	6.3462257997e+00	1.3965078912e+02	7.6664000114e+01
11               	Top	1.7948049143e+01	1.6953455975e+02	9.7703686252e+01
11               	e423_0	4.1556810264e-01	7.6392468677e+01	5.2329292555e+00
12               	Bottom	5.7066605868e+00	1.3160045332e+02	7.5563028057e+01
12               	Top	2.1641697954e+01	1.6484687513e+02	9.6279458651e+01
12               	e423_0	6.0034653961e-01	7.6117508898e+01	5.1234782903e+00
13               	Bottom	4.3679536203e+00	1.2339307332e+02	7.4260110594e+01
13               	Top	2.1686244932e+01	1.5814142854e+02	9.4677109301e+01
13               	e423_0	7.2674637587e-01	7.5951076982e+01	5.0620583375e+00
14               	Bottom	3.5929269606e+00	1.1680947566e+02	7.2834564079e+01
14               	Top	2.1763453140e+01	1.5111597449e+02	9.2867677958e+01
14               	e423_0	1.9053574024e-01	7.5782402170e+01	4.9789040076e+00
15               	Bottom	2.9644054266e+00	1.1821054547e+02	7.1078962192e+01
15               	Top	1.7621404764e+01	1.4471981639e+02	9.0804146835e+01
15               	e423_0	6.3115970809e-01	7.5588725491e+01	4.9183712742e+00
16               	Bottom	2.0451541593e+00	1.1866169933e+02	6.9633917320e+01
16               	Top	1.9001827556e+01	1.3770611899e+02	8.8968678764e+01
16               	e423_0	8.5087254628e-01	7.5387691011e+01	4.8528020151e+00
17               	Bottom	9.9428886954e-01	1.1801991751e+02	6.8238996748e+01
17               	Top	2.2090197978e+01	1.3095893195e+02	8.7229787626e+01
17               	e423_0	3.4519901317e-01	7.5205272440e+01	4.8064127791e+00
18               	Bottom	2.4235428916e+00	1.1727815001e+02	6.6881650993e+01
18               	Top	1.6073132196e+01	1.2443985387e+02	8.5097218597e+01
18               	e423_0	5.7560575506e-01	7.5056735577e+01	4.7517395592e+00
19               	Bottom	2.7547481150e+00	1.1570097829e+02	6.5325916828e+01
19               	Top	2.2362949238e+01	1.1805818141e+02	8.3344944580e+01
19               	e423_0	6.3182772464e-01	7.4945472312e+01	4.7261658782e+00
20               	Bottom	3.5852728394e+00	1.1390584501e+02	6.4280695549e+01
20               	Top	1.9926997365e+01	1.1201345759e+02	8.1402880403e+01
20               	e423_0	4.5342903979e-01	7.4866972342e+01	4.6791734728e+00
21               	Bottom	4.5263463386e+00	1.1187989105e+02	6.3278657150e+01
21               	Top	2.2238984732e+01	1.0647893593e+02	7.9602334560e+01
21               	e423_0	6.2336945585e-01	7.4812710607e+01	4.6555191191e+00
22               	Bottom	5.3205940974e+00	1.0942286822e+02	6.2507744538e+01
22               	Top	1.1942503239e+01	1.0380540544e+02	7.7636379463e+01
22               	e423_0	3.4703484604e-01	7.4773704099e+01	4.6138295888e+00
23               	Bottom	4.5819420208e+00	1.0698959328e+02	6.2109957281e+01
23               	Top	2.3094795996e+01	1.0184136045e+02	7.6149754186e+01
23               	e423_0	6.2557522084e-01	7.4741750634e+01	4.5988692338e+00
24               	Bottom	6.8878805022e+00	1.0452764714e+02	6.2465574290e+01
24               	Top	2.0574580498e+01	9.9619202971e+01	7.4535038896e+01
24               	e423_0	4.4502463427e-01	7.4712241785e+01	4.5739874698e+00
25               	Bottom	1.5416912056e+00	1.0207549560e+02	6.2472720242e+01
25               	Top	1.5692208403e+01	9.7182142548e+01	7.3054367557e+01
25               	e423_0	4.8625859529e-01	7.4681796937e+01	4.5499935172e+00
26               	Bottom	7.8393677586e+00	9.9773933694e+01	6.3151656429e+01
26               	Top	1.5072704586e+01	9.4642163149e+01	7.1858674174e+01
26               	e423_0	5.4068082359e-01	7.4648655427e+01	4.5226419095e+00
27               	Bottom	8.2210163018e+00	9.7691229661e+01	6.3681505047e+01
27               	Top	1.7287745955e+01	9.5561064510e+01	7.0980021893e+01
27               	e423_0	2.3418508457e-01	7.4611807671e+01	4.5097015600e+00
28               	Bottom	8.5892396350e+00	9.5919435806e+01	6.4218751341e+01
28               	Top	2.0684698737e+01	9.6837244769e+01	7.0378455438e+01
28               	e423_0	6.5614942646e-01	7.4571943177e+01	4.4780974461e+00
29               	Bottom	9.0370158464e+00	9.5019281975e+01	6.4773369369e+01
29               	Top	1.7346803544e+01	9.8177188686e+01	6.9954048813e+01
29               	e423_0	4.0406538860e-01	7.4529636533e+01	4.4653721489e+00
30               	Bottom	9.4396277121e+00	9.5288321606e+01	6.5366409022e+01
30               	Top	1.3394868047e+01	9.9566466138e+01	6.9693811568e+01
30               	e423_0	3.9949432439e-01	7.4484607225e+01	4.4429366339e+00
31               	Bottom	9.8557240499e+00	9.6257155797e+01	6.5990332479e+01
31               	Top	9.8991296225e+00	1.0098868837e+02	6.9572133109e+01
31               	e423_0	5.6243276309e-01	7.4436937708e+01	4.4293491704e+00
32               	Bottom	1.0219858412e+01	9.7361023707e+01	6.6539449876e+01
32               	Top	6.0368180164e+00	1.0242566332e+02	6.9536934250e+01
32               	e423_0	1.8726889363e-01	7.4388126591e+01	4.4021880792e+00
33               	Bottom	1.0626595057e+01	9.8538648297e+01	6.6905599290e+01
33               	Top	8.1101052142e-01	1.0386325572e+02	6.9542347905e+01
33               	e423_0	5.3152295961e-01	7.4339578469e+01	4.3911508269e+00
34               	Bottom	1.0981283641e+01	9.9755193469e+01	6.7269693152e+01
34               	Top	3.3252647602e+00	1.0528855135e+02	6.9784075199e+01
34               	e423_0	3.4628008731e-01	7.4291060850e+01	4.3718878662e+00
35               	Bottom	1.1321171774e+01	1.0097990957e+02	6.7657112130e+01
35               	Top	1.9589803741e+00	1.0669298843e+02	6.9954925588e+01
35               	e423_0	2.0294339346e-01	7.4241749441e+01	4.3550889353e+00
36               	Bottom	1.1629357682e+01	1.0220199124e+02	6.7761261950e+01
36               	Top	3.8574022072e+00	1.0807190702e+02	7.0230557081e+01
36               	e423_0	4.4591295971e-01	7.4191031132e+01	4.3339482198e+00
37               	Bottom	6.8499641777e+00	1.0341333655e+02	6.7582102315e+01
