# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	2.7873547019e+01	2.5802491082e+02	1.4386399622e+02
1                	Top	1.2118118944e+01	2.4167328734e+02	1.4143534151e+02
1                	e423_0	2.3193751544e+00	2.5028105982e+02	1.0495430202e+01
2                	Bottom	3.4979855576e+01	2.5281508617e+02	1.4017053332e+02
2                	Top	3.2246209282e+01	2.4934702826e+02	1.4547364350e+02
2                	e423_0	9.4131275930e-01	2.5222930324e+02	1.1383240478e+01
3                	Bottom	2.2726841828e+01	2.6202635003e+02	1.4066799375e+02
3                	Top	2.5932001705e+01	2.5766560970e+02	1.4864884105e+02
3                	e423_0	2.3506085804e+00	2.1335884502e+02	1.0312287173e+01
4                	Bottom	1.2165650940e+01	2.6749480290e+02	1.3993588485e+02
4                	Top	2.7525916032e+01	2.6781855508e+02	1.5299982450e+02
4                	e423_0	2.1165072079e+00	1.9752675711e+02	9.2637454439e+00
5                	Bottom	1.0928063132e+01	2.7018238842e+02	1.3675196374e+02
5                	Top	2.6020659647e+01	2.7860660145e+02	1.5687262507e+02
5                	e423_0	1.1943768418e+00	1.7965276023e+02	8.5997136898e+00
6                	Bottom	5.5730076273e+00	2.6937565775e+02	1.3281338403e+02
6                	Top	1.8701122153e+01	2.7978589860e+02	1.5905603224e+02
6                	e423_0	1.1561405043e+00	1.6981221432e+02	7.8212864888e+00
7                	Bottom	4.5411325336e+00	2.6475701828e+02	1.2740638801e+02
7                	Top	1.9996635152e+01	2.8428840647e+02	1.5980316220e+02
7                	e423_0	1.1835228643e+00	1.6466377178e+02	7.3003014092e+00
8                	Bottom	7.3147123580e+00	2.5676517503e+02	1.2737137072e+02
8                	Top	3.5541389643e+01	2.8236551366e+02	1.5952095340e+02
8                	e423_0	6.4244633332e-01	1.5874651037e+02	6.7601581091e+00
9                	Bottom	3.3777794986e+00	2.4625363385e+02	1.2779957804e+02
9                	Top	3.5393298146e+01	2.7455648132e+02	1.5800268220e+02
9                	e423_0	4.3971969029e-01	1.5335622121e+02	6.3922402675e+00
10               	Bottom	6.3210043114e+00	2.3463352511e+02	1.2604950797e+02
10               	Top	3.5265541191e+01	2.6621489903e+02	1.5560939248e+02
10               	e423_0	1.6692002113e+00	1.4946505188e+02	6.0790207426e+00
11               	Bottom	4.4956404306e+00	2.2258856295e+02	1.2470527944e+02
11               	Top	3.5294683034e+01	2.6286306457e+02	1.5259732766e+02
11               	e423_0	7.6209766794e-01	1.4619983426e+02	5.8332483807e+00
12               	Bottom	5.5754673217e+00	2.1002432425e+02	1.2181326047e+02
12               	Top	1.1622943550e+01	2.5570543074e+02	1.4895314524e+02
12               	e423_0	6.2511216706e-01	1.4397179023e+02	5.5925254099e+00
13               	Bottom	3.4042653434e+00	1.9840725053e+02	1.1970222186e+02
13               	Top	3.3515840085e+01	2.4429358944e+02	1.4625492660e+02
13               	e423_0	5.0641743834e-01	1.4244698758e+02	5.4770302422e+00
14               	Bottom	3.3402312183e+00	1.8877155546e+02	1.1701327844e+02
14               	Top	3.5370846538e+01	2.3390300888e+02	1.4310307209e+02
14               	e423_0	1.7043058173e+00	1.4148922597e+02	5.3794476810e+00
15               	Bottom	1.6851843976e+00	1.8968415803e+02	1.1429723297e+02
15               	Top	3.1263668638e+01	2.2266291885e+02	1.3956011894e+02
15               	e423_0	1.3957278512e+00	1.4116552527e+02	5.3050455792e+00
16               	Bottom	9.8834294844e-01	1.8889958105e+02	1.1179353179e+02
16               	Top	2.5120786331e+01	2.1131459897e+02	1.3615560552e+02
16               	e423_0	1.1020734603e+00	1.4132734673e+02	5.2288329376e+00
17               	Bottom	1.0232147338e+00	1.8747638263e+02	1.0899610813e+02
17               	Top	3.5751229469e+01	2.0060116866e+02	1.3315552727e+02
17               	e423_0	7.9692887970e-01	1.4180566134e+02	5.1743995214e+00
18               	Bottom	1.6713143319e+00	1.8481099026e+02	1.0610927956e+02
18               	Top	2.4413836483e+01	1.8960708129e+02	1.2954531314e+02
18               	e423_0	3.5934749432e-01	1.4240037132e+02	5.1139050611e+00
19               	Bottom	2.8377632133e+00	1.8156053244e+02	1.0333639731e+02
19               	Top	3.4458493417e+01	1.7959862752e+02	1.2649995545e+02
19               	e423_0	5.0457321709e-01	1.4304045016e+02	5.0734783485e+00
20               	Bottom	3.8503127061e+00	1.7778647916e+02	1.0077140249e+02
20               	Top	3.1688184759e+01	1.6972508464e+02	1.2323585076e+02
20               	e423_0	7.5929589426e-01	1.4369095044e+02	5.0275346233e+00
21               	Bottom	4.6913496155e+00	1.7324239097e+02	9.8420900263e+01
21               	Top	2.8364291423e+01	1.6033591990e+02	1.2004642692e+02
21               	e423_0	9.3337140517e-01	1.4431246034e+02	4.9955361909e+00
22               	Bottom	5.3987741835e+00	1.6899064446e+02	9.6262243464e+01
22               	Top	2.5798129141e+01	1.5346637938e+02	1.1695244817e+02
22               	e423_0	1.0692339831e+00	1.4490260696e+02	4.9563528944e+00
23               	Bottom	6.0773506340e+00	1.6429665904e+02	9.4213649159e+01
23               	Top	3.5046471188e+01	1.4952340378e+02	1.1412330394e+02
23               	e423_0	1.1799183064e+00	1.4544792694e+02	4.9293291861e+00
24               	Bottom	6.7480674406e+00	1.5947393090e+02	9.2892035454e+01
24               	Top	1.8821817047e+01	1.4532098147e+02	1.1107868341e+02
24               	e423_0	1.2854650835e+00	1.4595313798e+02	4.8953010418e+00
25               	Bottom	5.2237935889e+00	1.5510043798e+02	9.1733848672e+01
25               	Top	6.6096387543e+00	1.4108508698e+02	1.0821916426e+02
25               	e423_0	1.4116765718e+00	1.4646187275e+02	4.8724756576e+00
26               	Bottom	7.8549988061e+00	1.5096039422e+02	9.1791277878e+01
26               	Top	7.9173209378e+00	1.4222212770e+02	1.0595451035e+02
26               	e423_0	1.5423990763e+00	1.4699063174e+02	4.8425057063e+00
27               	Bottom	8.3032587288e+00	1.4703666317e+02	9.1709298590e+01
27               	Top	1.2829681421e+01	1.4362271349e+02	1.0416128331e+02
27               	e423_0	1.6441479106e+00	1.4754552404e+02	4.8216697169e+00
28               	Bottom	3.4543019147e+00	1.4347356683e+02	9.1601537057e+01
28               	Top	2.2380767380e+01	1.4526843267e+02	1.0290967616e+02
28               	e423_0	1.7021385324e+00	1.4812307156e+02	4.7924580934e+00
29               	Bottom	9.7746569048e+00	1.4044723007e+02	9.2206118103e+01
29               	Top	2.6198202872e+01	1.4700667374e+02	1.0198656026e+02
