# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	3.0714045602e+01	1.8504455748e+02	1.0179263580e+02
1                	Top	1.5348196905e+01	1.8711467149e+02	1.0203174793e+02
1                	e423_0	1.0556453908e+00	1.5594677208e+02	1.0492989875e+01
2                	Bottom	1.7859428052e+01	1.8409899764e+02	1.0124156201e+02
2                	Top	1.6550724511e+01	1.7424448625e+02	9.6959210238e+01
2                	e423_0	5.5715787329e-01	1.4171970843e+02	9.3541092922e+00
3                	Bottom	2.6530026125e+01	1.8268074946e+02	1.0128354544e+02
3                	Top	1.8282608400e+01	1.7678080587e+02	9.5415731077e+01
3                	e423_0	7.0332352246e-01	1.4250403901e+02	8.6297829705e+00
4                	Bottom	2.8404944134e+01	1.8225778662e+02	1.0183017378e+02
4                	Top	4.4534047306e+00	1.7865869457e+02	9.2609664665e+01
4                	e423_0	5.5787150566e-01	1.4100848349e+02	7.7201962164e+00
5                	Bottom	2.7955032005e+01	1.8784796100e+02	1.0211051941e+02
5                	Top	4.9116594016e+00	1.7848642969e+02	9.1386077540e+01
5                	e423_0	1.1764350551e+00	1.4047537862e+02	7.2266185101e+00
6                	Bottom	2.5030738651e+01	1.8685378826e+02	1.0201119085e+02
6                	Top	4.2779752311e+00	1.7514045247e+02	8.7492805645e+01
6                	e423_0	5.9033595394e-01	1.4000755754e+02	6.7215496753e+00
7                	Bottom	2.2301288545e+01	1.8451056163e+02	1.0046531514e+02
7                	Top	2.8440972824e+00	1.6896201749e+02	8.1725868436e+01
7                	e423_0	3.1203974083e-01	1.3964982154e+02	6.3603178751e+00
8                	Bottom	2.1237882984e+01	1.8141601288e+02	9.8023703548e+01
8                	Top	3.2766576185e+00	1.6061597770e+02	7.5394609446e+01
8                	e423_0	7.4887976960e-01	1.3934438757e+02	6.0695973020e+00
9                	Bottom	2.0936008711e+01	1.7206524830e+02	9.4995897449e+01
9                	Top	1.7903838632e+00	1.5095914380e+02	6.8864472429e+01
9                	e423_0	1.8043697821e-01	1.3902685511e+02	5.8896574798e+00
10               	Bottom	2.0588851274e+01	1.6260498535e+02	9.1639806126e+01
10               	Top	2.7439935973e+00	1.4077871354e+02	6.7493259985e+01
10               	e423_0	8.4378977158e-01	1.3866438923e+02	5.7357290938e+00
11               	Bottom	2.0405372045e+01	1.5682068968e+02	8.8057347758e+01
11               	Top	2.9128283895e+00	1.3063294598e+02	6.5913091926e+01
11               	e423_0	7.9596080658e-01	1.3822144657e+02	5.6218650919e+00
12               	Bottom	2.0172164205e+01	1.4881387504e+02	8.4483924500e+01
12               	Top	4.0114325938e+00	1.2088903348e+02	6.3604182287e+01
12               	e423_0	5.7139744588e-01	1.3774878576e+02	5.5575185979e+00
13               	Bottom	1.9001825625e+01	1.3861269515e+02	8.0987281922e+01
13               	Top	4.4098272828e+00	1.1176123676e+02	6.1012404119e+01
13               	e423_0	6.0580347232e-01	1.3722800469e+02	5.4879025839e+00
14               	Bottom	1.6815940087e+01	1.2900248325e+02	7.7639356480e+01
14               	Top	4.5371945884e+00	1.0333723080e+02	5.9033599692e+01
14               	e423_0	8.3004858021e-01	1.3672478255e+02	5.4390421926e+00
15               	Bottom	1.5278830793e+01	1.2017218915e+02	7.4449025848e+01
15               	Top	4.5594402641e+00	9.5590468730e+01	5.7203735772e+01
15               	e423_0	3.0188091347e-01	1.3625456967e+02	5.3915108665e+00
16               	Bottom	1.5021471104e+01	1.1187163686e+02	7.1433566946e+01
16               	Top	4.6540500830e+00	8.8476092604e+01	5.5830803298e+01
16               	e423_0	5.9137018111e-01	1.3581254991e+02	5.3420518717e+00
17               	Bottom	1.5714290365e+01	1.0416892036e+02	6.8573118617e+01
17               	Top	4.0343839395e+00	8.4349196237e+01	5.4497261415e+01
17               	e423_0	1.4098471625e-01	1.3537982923e+02	5.3252979742e+00
18               	Bottom	1.6699162750e+01	9.7116847188e+01	6.5851188942e+01
18               	Top	2.3515682078e+00	8.3315031654e+01	5.3574551028e+01
18               	e423_0	4.8557393538e-01	1.3495159797e+02	5.2977204280e+00
19               	Bottom	1.8052983577e+01	9.0760949478e+01	6.3278981652e+01
19               	Top	1.7477201276e+00	8.1804616860e+01	5.2417851603e+01
19               	e423_0	2.8119834471e-01	1.3452351829e+02	5.2830504913e+00
20               	Bottom	1.9085560708e+01	8.5111556784e+01	6.0849394516e+01
20               	Top	3.2028343694e+00	8.0204484154e+01	5.1134362658e+01
20               	e423_0	4.7930257046e-01	1.3409532351e+02	5.2639575824e+00
21               	Bottom	1.9004091205e+01	8.0123481634e+01	5.8473856213e+01
21               	Top	3.8358732609e+00	7.8718255559e+01	4.9765205213e+01
21               	e423_0	4.7211506719e-01	1.3366798684e+02	5.2414227842e+00
22               	Bottom	1.1553867603e+01	7.5573018688e+01	5.6049456210e+01
22               	Top	4.3705069371e+00	7.7061060652e+01	4.8439273870e+01
22               	e423_0	2.4400134241e-01	1.3323601643e+02	5.2049839428e+00
23               	Bottom	1.2308540083e+01	7.1317459222e+01	5.3791070783e+01
23               	Top	5.0559361645e+00	7.5172844295e+01	4.7206426847e+01
23               	e423_0	1.2361387955e-01	1.3279910650e+02	5.1720469798e+00
24               	Bottom	1.8586093897e+01	6.7627459295e+01	5.1588266922e+01
24               	Top	5.3487225033e+00	7.3392846808e+01	4.5997814089e+01
24               	e423_0	2.9510912252e-01	1.3235993018e+02	5.1385956663e+00
25               	Bottom	1.3969629406e+01	6.4136762377e+01	4.9236041953e+01
25               	Top	5.4312126387e+00	7.1212592614e+01	4.4796760982e+01
25               	e423_0	2.9600079979e-01	1.3192373834e+02	5.1427360678e+00
26               	Bottom	7.5121354858e+00	6.1654136650e+01	4.6952220506e+01
26               	Top	5.4011900635e+00	6.9212005748e+01	4.3738565223e+01
26               	e423_0	6.2748293911e-01	1.3148380112e+02	5.1297904374e+00
27               	Bottom	9.1491579337e+00	6.1680787488e+01	4.5015354114e+01
27               	Top	6.3061031471e+00	6.7026361559e+01	4.2739743415e+01
27               	e423_0	3.3052302411e-01	1.3104579422e+02	5.1214167696e+00
28               	Bottom	7.2658964287e+00	6.1756565385e+01	4.3173324595e+01
28               	Top	6.4025675730e+00	6.4728144722e+01	4.1769666632e+01
28               	e423_0	3.9160806553e-01	1.3060395086e+02	5.1003284998e+00
29               	Bottom	1.3257602901e+01	6.1876162344e+01	4.1783225342e+01
29               	Top	6.5534951567e+00	6.2663623239e+01	4.0808911865e+01
29               	e423_0	5.5860366526e-01	1.3015471599e+02	5.0852970749e+00
30               	Bottom	1.2185852819e+01	6.2033150364e+01	4.0336081060e+01
30               	Top	6.7730024884e+00	6.0675297303e+01	3.9848034398e+01
30               	e423_0	2.7467821534e-01	1.2969227645e+02	5.0568154201e+00
31               	Bottom	7.3795654457e+00	6.2226821717e+01	3.8969537096e+01
31               	Top	6.1144657746e+00	5.8839831622e+01	3.8867641623e+01
31               	e423_0	4.0503955592e-01	1.2921323046e+02	5.0353984617e+00
32               	Bottom	2.5169231658e+00	6.2452604834e+01	3.7746224670e+01
32               	Top	4.2728082611e+00	5.7352951758e+01	3.7849648099e+01
32               	e423_0	1.8700670248e-01	1.2871788780e+02	5.0054005433e+00
33               	Bottom	5.0695189474e-01	6.2704461254e+01	3.6552592250e+01
33               	Top	1.5030234574e+00	5.6646320894e+01	3.6764573587e+01
33               	e423_0	1.7462057451e-01	1.2820814660e+02	4.9862072278e+00
34               	Bottom	5.7069120070e+00	6.2974488182e+01	3.6238385905e+01
34               	Top	3.5178633185e+00	5.6732659254e+01	3.5760434963e+01
34               	e423_0	1.6732000577e-01	1.2768263525e+02	4.9596437085e+00
35               	Bottom	6.3345549571e+00	6.3258130585e+01	3.5881803017e+01
35               	Top	5.2068000211e+00	5.6951215286e+01	3.4700677853e+01
35               	e423_0	4.0937785574e-01	1.2713541316e+02	4.9399003667e+00
36               	Bottom	3.8171892662e+00	6.3549585016e+01	3.5425760924e+01
36               	Top	4.5252511912e+00	5.7226159122e+01	3.3457635950e+01
36               	e423_0	5.3311218462e-01	1.2656975273e+02	4.9179644947e+00
37               	Bottom	4.4655595192e+00	6.3846509873e+01	3.4941811354e+01
37               	Top	4.3632009996e+00	5.7495254467e+01	3.3119107577e+01
37               	e423_0	2.9799126497e-01	1.2597871275e+02	4.9096325394e+00
38               	Bottom	6.5087195214e+00	6.4147722023e+01	3.4454080124e+01
38               	Top	4.9918728736e+00	5.7778065116e+01	3.3589208284e+01
38               	e423_0	3.2128776924e-01	1.2536757208e+02	4.8934184397e+00
39               	Bottom	5.5174607847e+00	6.4449018614e+01	3.3929168751e+01
39               	Top	2.3741270199e+00	5.8057173772e+01	3.3817058962e+01
39               	e423_0	5.3343857198e-01	1.2474376388e+02	4.8850200763e+00
40               	Bottom	5.9002951210e+00	6.4748131723e+01	3.3509279234e+01
40               	Top	4.9581501191e+00	5.8308998249e+01	3.3961825881e+01
40               	e423_0	5.9656935261e-01	1.2410448812e+02	4.8663983460e+00
41               	Bottom	1.6679854841e+00	6.5039854458e+01	3.3379124932e+01
41               	Top	7.5519872200e+00	5.8524369280e+01	3.4009003901e+01
41               	e423_0	4.6587803256e-01	1.2345518700e+02	4.8517146552e+00
42               	Bottom	2.8720519602e+00	6.5319718733e+01	3.3859470753e+01
42               	Top	5.0970830217e+00	5.8702226617e+01	3.3945948941e+01
42               	e423_0	2.7202053439e-01	1.2279497072e+02	4.8244498834e+00
43               	Bottom	2.6985378519e+00	6.5582997229e+01	3.4433265142e+01
43               	Top	4.5236769514e+00	5.8837290952e+01	3.3872030570e+01
43               	e423_0	2.7108584837e-01	1.2212614790e+02	4.8077358928e+00
44               	Bottom	2.6884806452e+00	6.5824739669e+01	3.4838432714e+01
44               	Top	7.9341358011e+00	5.8926949447e+01	3.3828075246e+01
44               	e423_0	3.8331381620e-01	1.2145362094e+02	4.7730633047e+00
45               	Bottom	2.3140993572e+00	6.6049013353e+01	3.5112171529e+01
45               	Top	5.6732855391e+00	5.8990573232e+01	3.3747881429e+01
45               	e423_0	1.2515690444e-01	1.2076932011e+02	4.7546992901e+00
46               	Bottom	4.9594801039e+00	6.6258539487e+01	3.5360743976e+01
46               	Top	2.8857468761e+00	5.9040353627e+01	3.3655972643e+01
46               	e423_0	3.4148702285e-01	1.2008059056e+02	4.7404886297e+00
47               	Bottom	5.3762648096e+00	6.6458065815e+01	3.5508188031e+01
47               	Top	3.0968376499e+00	5.9093977470e+01	3.3635496698e+01
47               	e423_0	2.7181178190e-01	1.1939032329e+02	4.7277426993e+00
48               	Bottom	3.2614446868e+00	6.6649637187e+01	3.5555133783e+01
48               	Top	4.4197181407e+00	5.9162403526e+01	3.3644203065e+01
48               	e423_0	1.8163806601e-01	1.1869648193e+02	4.7153604569e+00
49               	Bottom	2.7929556886e+00	6.6837532650e+01	3.5576886745e+01
49               	Top	4.7639537996e+00	5.9254269143e+01	3.3646215839e+01
49               	e423_0	1.6523477480e-01	1.1799943858e+02	4.7007838576e+00
50               	Bottom	4.9514817276e+00	6.7027686892e+01	3.5624504450e+01
50               	Top	4.5586582622e+00	5.9377187590e+01	3.3667667695e+01
50               	e423_0	3.7103005697e-01	1.1730379464e+02	4.6854560910e+00
51               	Bottom	4.5705009953e+00	6.7230375294e+01	3.5618439525e+01
51               	Top	4.4206433107e+00	5.9531591530e+01	3.3700292926e+01
51               	e423_0	4.4555402607e-01	1.1661164592e+02	4.6653262496e+00
52               	Bottom	3.2018962062e+00	6.7442938080e+01	3.5592079134e+01
52               	Top	4.8381828669e+00	5.9708692911e+01	3.3752133203e+01
52               	e423_0	2.8093240735e-01	1.1593065282e+02	4.6513276972e+00
53               	Bottom	2.4382437874e+00	6.7665033676e+01	3.5563714157e+01
53               	Top	4.2510577001e+00	5.9908381532e+01	3.3819847380e+01
53               	e423_0	1.9802140626e-01	1.1524201890e+02	4.6340125123e+00
54               	Bottom	2.9795246432e+00	6.7899056467e+01	3.5564956744e+01
54               	Top	1.8891692830e+00	6.0128133106e+01	3.3868773060e+01
54               	e423_0	4.0155560360e-01	1.1455402073e+02	4.6181414357e+00
55               	Bottom	4.3585837688e+00	6.8145789159e+01	3.5597128291e+01
55               	Top	3.6110527691e+00	6.0357880155e+01	3.4001541101e+01
55               	e423_0	4.5580456582e-01	1.1387181168e+02	4.6057315141e+00
56               	Bottom	1.6798378299e+00	6.8402877247e+01	3.5636779580e+01
56               	Top	2.9785967041e-01	6.0582183909e+01	3.4052809248e+01
56               	e423_0	4.5914567149e-01	1.1320155051e+02	4.5868896236e+00
57               	Bottom	4.1619401815e+00	6.8669370776e+01	3.5857464464e+01
57               	Top	1.5607713853e+00	6.0803743929e+01	3.4291936273e+01
57               	e423_0	4.3479161461e-01	1.1252286722e+02	4.5815605958e+00
58               	Bottom	4.5199395277e+00	6.8944849608e+01	3.6105453406e+01
58               	Top	3.4545367777e+00	6.1017637460e+01	3.4634192440e+01
58               	e423_0	2.8691868479e-01	1.1185289228e+02	4.5649895638e+00
59               	Bottom	2.1067155705e+00	6.9227486191e+01	3.6342748858e+01
59               	Top	5.4784057174e+00	6.1224176862e+01	3.5016584983e+01
59               	e423_0	1.5198962264e-01	1.1118306954e+02	4.5502868881e+00
60               	Bottom	3.2796077935e+00	6.9514234513e+01	3.6664112432e+01
60               	Top	6.6489900292e+00	6.1423183677e+01	3.5367379096e+01
60               	e423_0	3.5662619665e-01	1.1051925786e+02	4.5289185894e+00
61               	Bottom	5.2009626829e+00	6.9804688574e+01	3.6999335303e+01
61               	Top	7.6579467159e+00	6.1622416910e+01	3.5703619893e+01
61               	e423_0	4.2408941148e-01	1.0985670786e+02	4.5147503290e+00
62               	Bottom	5.5996901045e+00	7.0097461125e+01	3.7320526764e+01
62               	Top	8.4365128534e+00	6.1824455030e+01	3.6020460105e+01
62               	e423_0	2.9474944441e-01	1.0919793664e+02	4.4997629630e+00
63               	Bottom	3.9450835639e+00	7.0391296415e+01	3.7632441343e+01
63               	Top	9.0319554684e+00	6.2025186477e+01	3.6313989725e+01
63               	e423_0	5.2104787254e-02	1.0854963419e+02	4.4865504531e+00
64               	Bottom	1.0904375693e+00	7.0683436025e+01	3.7918432488e+01
64               	Top	9.4781580685e+00	6.2222878815e+01	3.6583700005e+01
64               	e423_0	2.8153397750e-01	1.0790764540e+02	4.4649980380e+00
65               	Bottom	3.2537343762e+00	7.0971660322e+01	3.8337736442e+01
65               	Top	9.8035351368e+00	6.2415192657e+01	3.6830436986e+01
65               	e423_0	3.2609126713e-01	1.0727233578e+02	4.4545389495e+00
66               	Bottom	4.3228482723e+00	7.1254624308e+01	3.8738263226e+01
66               	Top	1.0108801826e+01	6.2606119343e+01	3.7061270363e+01
66               	e423_0	6.9942377555e-02	1.0663325485e+02	4.4390513594e+00
67               	Bottom	4.8338712974e+00	7.1530820943e+01	3.9126680019e+01
67               	Top	1.0447058963e+01	6.2791668180e+01	3.7259411977e+01
67               	e423_0	3.3138193124e-01	1.0600130391e+02	4.4301317066e+00
68               	Bottom	4.9548665956e+00	7.1797889046e+01	3.9494677900e+01
68               	Top	1.0534383168e+01	6.2967515448e+01	3.7425836666e+01
68               	e423_0	2.5363136353e-02	1.0537900325e+02	4.4100920260e+00
69               	Bottom	4.6956954929e+00	7.2054826965e+01	3.9839501872e+01
69               	Top	1.0595940070e+01	6.3141921485e+01	3.7567394580e+01
69               	e423_0	3.0172792179e-01	1.0474645730e+02	4.4022504543e+00
70               	Bottom	3.9540862721e+00	7.2302786960e+01	4.0150796149e+01
70               	Top	1.0603163112e+01	6.3314118056e+01	3.7691036731e+01
70               	e423_0	3.4366876331e-01	1.0412631869e+02	4.3907603941e+00
71               	Bottom	2.4126878286e+00	7.2543502564e+01	4.0413823727e+01
71               	Top	1.0617139792e+01	6.3482362474e+01	3.7800209243e+01
71               	e423_0	1.3520821050e-01	1.0350421996e+02	4.3788004406e+00
72               	Bottom	2.6215103216e+00	7.2777977373e+01	4.0692596260e+01
72               	Top	1.0690379692e+01	6.3643801367e+01	3.7891242878e+01
72               	e423_0	2.8726054724e-01	1.0287852390e+02	4.3596192562e+00
73               	Bottom	4.6807771375e+00	7.3007611259e+01	4.0988875509e+01
73               	Top	9.9994136386e+00	6.3798602063e+01	3.7958233531e+01
73               	e423_0	4.3229198692e-01	1.0223846137e+02	4.3510113750e+00
74               	Bottom	6.2782340413e+00	7.3233431128e+01	4.1242959541e+01
74               	Top	8.9658954787e+00	6.3942583027e+01	3.7998527511e+01
74               	e423_0	5.2484780236e-01	1.0159123677e+02	4.3371086663e+00
75               	Bottom	7.7215118870e+00	7.3455514691e+01	4.1458397683e+01
75               	Top	8.3180039995e+00	6.4071326049e+01	3.8018927552e+01
75               	e423_0	4.3111700026e-01	1.0093972941e+02	4.3235401274e+00
76               	Bottom	6.5020358853e+00	7.3673744899e+01	4.1635419690e+01
76               	Top	7.0492078820e+00	6.4192190127e+01	3.8014132386e+01
76               	e423_0	3.0243385254e-01	1.0026064041e+02	4.3042141569e+00
77               	Bottom	4.5541236444e+00	7.3888996105e+01	4.1766675583e+01
77               	Top	7.1103038181e+00	6.4307836250e+01	3.8031100464e+01
77               	e423_0	1.0039213876e-01	9.9558479816e+01	4.2940959928e+00
78               	Bottom	1.5264646444e+00	7.4100799423e+01	4.1842523741e+01
78               	Top	8.0947893397e+00	6.4419242946e+01	3.8078803279e+01
78               	e423_0	3.4534180599e-01	9.8829113381e+01	4.2851228939e+00
79               	Bottom	5.1784549371e+00	7.4308994573e+01	4.2057239772e+01
79               	Top	8.5775393555e+00	6.4525709268e+01	3.8127506461e+01
79               	e423_0	3.0784430701e-01	9.8074921150e+01	4.2748684590e+00
80               	Bottom	7.2439664738e+00	7.4513243072e+01	4.2204232015e+01
80               	Top	9.0643948435e+00	6.4631324336e+01	3.8185519305e+01
80               	e423_0	1.6224762052e-01	9.7285067878e+01	4.2575068755e+00
81               	Bottom	6.3667956072e+00	7.4714326341e+01	4.2312033568e+01
81               	Top	9.5471520339e+00	6.4748739595e+01	3.8252297493e+01
81               	e423_0	3.6676154360e-01	9.6460959806e+01	4.2409927379e+00
82               	Bottom	3.8617921316e+00	7.4912171843e+01	4.2372389566e+01
82               	Top	9.6244736501e+00	6.4882857258e+01	3.8312633200e+01
82               	e423_0	5.4501227264e-02	9.5612622377e+01	4.2265203082e+00
83               	Bottom	3.3948906992e+00	7.5105862145e+01	4.2459841719e+01
83               	Top	9.4496965539e+00	6.5022133229e+01	3.8362686574e+01
83               	e423_0	3.5236676586e-01	9.4734010928e+01	4.2184962608e+00
84               	Bottom	6.1635502447e+00	7.5294934254e+01	4.2605926200e+01
84               	Top	9.3843897266e+00	6.5170701849e+01	3.8415212833e+01
84               	e423_0	7.5508495687e-02	9.3825488399e+01	4.1995018210e+00
85               	Bottom	7.0121965590e+00	7.5480516663e+01	4.2706370395e+01
85               	Top	9.7460455379e+00	6.5333119168e+01	3.8486028296e+01
85               	e423_0	2.9579818860e-01	9.2888121557e+01	4.1967593697e+00
86               	Bottom	4.9788212172e+00	7.5663411844e+01	4.2768097936e+01
86               	Top	9.8452239278e+00	6.5504303232e+01	3.8558750776e+01
86               	e423_0	1.9692110687e-01	9.1952282176e+01	4.1842948101e+00
87               	Bottom	5.5501892870e-01	7.5843485654e+01	4.2746955427e+01
87               	Top	1.0151203604e+01	6.5683627261e+01	3.8647145388e+01
87               	e423_0	2.7490379644e-01	9.0985373226e+01	4.1726410514e+00
88               	Bottom	4.8143127023e+00	7.6022618523e+01	4.2924471446e+01
88               	Top	9.6425645683e+00	6.5865814234e+01	3.8729481270e+01
88               	e423_0	2.0696764550e-01	9.0003607570e+01	4.1590074005e+00
89               	Bottom	6.7359062288e+00	7.6202033652e+01	4.3027228788e+01
89               	Top	8.3079659157e+00	6.6045388369e+01	3.8793819779e+01
89               	e423_0	2.6982645437e-01	8.9006344167e+01	4.1529140895e+00
90               	Bottom	6.2761668774e+00	7.6382222035e+01	4.3100922854e+01
90               	Top	7.1103837809e+00	6.6218292143e+01	3.8857304363e+01
90               	e423_0	3.6653770449e-01	8.8000843299e+01	4.1401316440e+00
91               	Bottom	4.3946966328e+00	7.6563636696e+01	4.3145528753e+01
91               	Top	6.1622693817e+00	6.6386279285e+01	3.8934819279e+01
91               	e423_0	1.7796364106e-01	8.6982600263e+01	4.1266121269e+00
92               	Bottom	7.8345357573e-01	7.6747466811e+01	4.3133002436e+01
92               	Top	5.3575907934e+00	6.6547845276e+01	3.9026596933e+01
92               	e423_0	2.7435401260e-01	8.5964580530e+01	4.1110124247e+00
93               	Bottom	4.1008612186e+00	7.6934019621e+01	4.3282200170e+01
93               	Top	4.5070119914e+00	6.6700528724e+01	3.9129075246e+01
93               	e423_0	3.6399858931e-01	8.4946941664e+01	4.1012535445e+00
94               	Bottom	5.7710133422e+00	7.7123322932e+01	4.3380028714e+01
94               	Top	3.3780180911e+00	6.6843630837e+01	3.9240960228e+01
94               	e423_0	1.1945869689e-01	8.3924558938e+01	4.0838008430e+00
95               	Bottom	6.9590950156e+00	7.7315306983e+01	4.3457006213e+01
95               	Top	1.3040378091e+00	6.6972992247e+01	3.9342005324e+01
95               	e423_0	2.1436472861e-01	8.2907029278e+01	4.0692928024e+00
96               	Bottom	5.8871524588e+00	7.7509483017e+01	4.3519001316e+01
96               	Top	2.8638104440e+00	6.7085509626e+01	3.9541789484e+01
96               	e423_0	2.5785596285e-01	8.1917762096e+01	4.0476274435e+00
97               	Bottom	4.7240832424e+00	7.7704943511e+01	4.3573692319e+01
97               	Top	4.2233711960e+00	6.7188299260e+01	3.9750655644e+01
97               	e423_0	2.0738746198e-01	8.0923804596e+01	4.0353394439e+00
98               	Bottom	3.5171420030e+00	7.7902256405e+01	4.3625682826e+01
98               	Top	5.2073026096e+00	6.7282893225e+01	3.9961825994e+01
98               	e423_0	2.9462135764e-01	7.9938794377e+01	4.0200396549e+00
99               	Bottom	2.1431175217e+00	7.8100236685e+01	4.3675537885e+01
99               	Top	5.9912266502e+00	6.7370975590e+01	4.0174908140e+01
99               	e423_0	1.3525052789e-01	7.8958637648e+01	4.0038660243e+00
100              	Bottom	1.1546037139e+00	7.8298684291e+01	4.3741394036e+01
100              	Top	6.6387556549e+00	6.7459278645e+01	4.0393541341e+01
100              	e423_0	2.9634934740e-01	7.7978963326e+01	3.9949096996e+00
101              	Bottom	2.3221399823e+00	7.8498279905e+01	4.3870542130e+01
