# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-1.0869157180e+00	-2.0568543286e-01	-8.8123028517e-01	5.1310506675e-01	0.0000000000e+00	-1.3182806913e+00	8.4443106538e-01	-6.2232654369e-01
2	-5.1729204976e-01	-1.2262327821e-01	-3.9466877156e-01	1.7173258753e-01	0.0000000000e+00	-6.2740478368e-01	3.4005686669e-01	-2.0828823289e-01
3	-3.5540010334e-01	-9.3316336365e-02	-2.6208376698e-01	8.6984329583e-02	0.0000000000e+00	-4.3105190784e-01	2.1095928827e-01	-1.0550014157e-01
4	-3.3445809688e-01	-9.0584648931e-02	-2.4387344795e-01	7.2014803461e-02	0.0000000000e+00	-4.0565210701e-01	1.9161099878e-01	-8.7344145744e-02
5	-3.4757693646e-01	-9.5380839907e-02	-2.5219609655e-01	7.1390317501e-02	0.0000000000e+00	-4.2156347219e-01	1.9601907081e-01	-8.6586729352e-02
6	-3.6618026392e-01	-1.0161767970e-01	-2.6456258423e-01	7.2555151728e-02	0.0000000000e+00	-4.4412677400e-01	2.0368113066e-01	-8.7999514579e-02
7	-3.8234284709e-01	-1.0733302681e-01	-2.7500982028e-01	7.2914494063e-02	0.0000000000e+00	-4.6372978549e-01	2.0959599183e-01	-8.8435347877e-02
8	-3.9778272202e-01	-1.1270164219e-01	-2.8508107983e-01	7.3468618705e-02	0.0000000000e+00	-4.8245625034e-01	2.1547429705e-01	-8.9107425577e-02
9	-4.1141180992e-01	-1.1749710159e-01	-2.9391470833e-01	7.3905479068e-02	0.0000000000e+00	-4.9898647722e-01	2.2052200842e-01	-8.9637277682e-02
10	-4.2401098186e-01	-1.2197921725e-01	-3.0203176460e-01	7.4239986973e-02	0.0000000000e+00	-5.1426755635e-01	2.2506568419e-01	-9.0042990200e-02
11	-4.3620222008e-01	-1.2640903167e-01	-3.0979318841e-01	7.4450277223e-02	0.0000000000e+00	-5.2905386745e-01	2.2923019593e-01	-9.0298043624e-02
12	-4.4765680960e-01	-1.3067636474e-01	-3.1698044486e-01	7.4396410745e-02	0.0000000000e+00	-5.4294672403e-01	2.3288010015e-01	-9.0232710924e-02
13	-4.5844376705e-01	-1.3477339572e-01	-3.2367037132e-01	7.4210831770e-02	0.0000000000e+00	-5.5602983387e-01	2.3612121950e-01	-9.0007628910e-02
14	-4.6802650669e-01	-1.3854565163e-01	-3.2948085506e-01	7.3784588475e-02	0.0000000000e+00	-5.6765239156e-01	2.3866900428e-01	-8.9490653863e-02
15	-4.7744635542e-01	-1.4231960747e-01	-3.3512674795e-01	7.3146741332e-02	0.0000000000e+00	-5.7907738478e-01	2.4100892560e-01	-8.8717032174e-02
16	-4.8614881037e-01	-1.4585604233e-01	-3.4029276804e-01	7.2469422842e-02	0.0000000000e+00	-5.8963227706e-01	2.4304590714e-01	-8.7895537120e-02
17	-4.9456819350e-01	-1.4928191184e-01	-3.4528628165e-01	7.1737102039e-02	0.0000000000e+00	-5.9984384179e-01	2.4500546226e-01	-8.7007331753e-02
18	-5.0253931170e-01	-1.5254284157e-01	-3.4999647013e-01	7.0946130057e-02	0.0000000000e+00	-6.0951172223e-01	2.4681703570e-01	-8.6047990496e-02
19	-5.1001558785e-01	-1.5562190583e-01	-3.5439368203e-01	7.0177865318e-02	0.0000000000e+00	-6.1857942668e-01	2.4846472025e-01	-8.5116190031e-02
20	-5.1728344989e-01	-1.5859548017e-01	-3.5868796972e-01	6.9447084987e-02	0.0000000000e+00	-6.2739435320e-01	2.5011561194e-01	-8.4229853046e-02
21	-5.2461918332e-01	-1.6158343323e-01	-3.6303575009e-01	6.8763933151e-02	0.0000000000e+00	-6.3629159848e-01	2.5181539607e-01	-8.3401282938e-02
22	-5.3170275894e-01	-1.6446222243e-01	-3.6724053651e-01	6.8068806701e-02	0.0000000000e+00	-6.4488301069e-01	2.5347289260e-01	-8.2558189253e-02
