# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-3.1140361447e+01	-6.0996478293e+00	-2.5040713618e+01	1.7086884793e+01	3.5834601768e-17	-4.0393093265e+01	2.3676332236e+01	-2.2163908798e+01
2	-1.7498908138e+00	-4.4878158981e-01	-1.3011092240e+00	9.0605082212e-01	-8.3734387597e-19	-2.2698356589e+00	1.0654095427e+00	-1.1752655929e+00
3	-7.8421546750e-01	-2.1380458397e-01	-5.7041088353e-01	2.5040406447e-01	9.1040326821e-19	-1.0172293142e+00	4.4575787445e-01	-3.2480659376e-01
4	-7.0260757025e-01	-1.9249209194e-01	-5.1011547831e-01	1.4191420924e-01	-3.0097508992e-19	-9.1137327233e-01	3.9702923296e-01	-1.8408116101e-01
5	-6.0617588451e-01	-1.6518608635e-01	-4.4098979816e-01	1.1296278483e-01	1.2755186147e-19	-7.8628885150e-01	3.4475463976e-01	-1.4652740338e-01
6	-5.6175486285e-01	-1.5002908367e-01	-4.1172577918e-01	1.1608877928e-01	1.1035197651e-19	-7.2866901707e-01	3.2712086939e-01	-1.5058222417e-01
7	-5.8528790575e-01	-1.6318557816e-01	-4.2210232759e-01	1.1952560122e-01	-2.7757695571e-19	-7.5919443015e-01	3.2364593679e-01	-1.5504022861e-01
8	-5.9249775876e-01	-1.7022077462e-01	-4.2227698414e-01	1.1966511035e-01	-3.7943537245e-19	-7.6854654591e-01	3.1507026190e-01	-1.5522119007e-01
9	-5.9741616392e-01	-1.7578922905e-01	-4.2162693487e-01	1.1915348521e-01	-6.5747998882e-19	-7.7492635620e-01	3.0729713228e-01	-1.5455754580e-01
10	-5.8572431003e-01	-1.7379136984e-01	-4.1193294019e-01	1.1875660645e-01	-6.7576104401e-19	-7.5976050318e-01	2.9767696294e-01	-1.5404274252e-01
11	-5.7575603867e-01	-1.7126306539e-01	-4.0449297327e-01	1.1985165694e-01	-6.9975658337e-19	-7.4683036056e-01	2.9153738485e-01	-1.5546316522e-01
12	-5.7519911088e-01	-1.7214959829e-01	-4.0304951259e-01	1.1779284219e-01	-2.8851091741e-19	-7.4610795288e-01	2.8862489287e-01	-1.5279261509e-01
13	-5.7501600981e-01	-1.7252886732e-01	-4.0248714249e-01	1.1739933508e-01	-1.4268361175e-19	-7.4587044701e-01	2.8744784397e-01	-1.5228218527e-01
14	-5.8052861916e-01	-1.7483912774e-01	-4.0568949142e-01	1.1738775738e-01	-2.3546816942e-19	-7.5302101731e-01	2.8856295460e-01	-1.5226716749e-01
15	-5.8707061705e-01	-1.7746003298e-01	-4.0961058407e-01	1.1756320393e-01	-2.5327723633e-19	-7.6150683824e-01	2.9018818887e-01	-1.5249474445e-01
16	-5.9428411949e-01	-1.8017877167e-01	-4.1410534782e-01	1.1791666316e-01	-2.6316558865e-19	-7.7086368779e-01	2.9240822018e-01	-1.5295322698e-01
17	-6.0236627633e-01	-1.8319729802e-01	-4.1916897830e-01	1.1853323127e-01	-2.7528217311e-19	-7.8134729490e-01	2.9496460035e-01	-1.5375299589e-01
18	-6.1050645915e-01	-1.8608762187e-01	-4.2441883728e-01	1.1940548226e-01	-2.8445763190e-19	-7.9190616926e-01	2.9791401927e-01	-1.5488441871e-01
19	-6.1846339017e-01	-1.8882155170e-01	-4.2964183847e-01	1.2036047206e-01	-2.9740188542e-19	-8.0222734222e-01	3.0102535846e-01	-1.5612316451e-01
