# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	9.3323974123e+01	4.1988690983e+02	2.3578810239e+02
1                	Top	1.4743580879e+02	4.1886019555e+02	2.7636668931e+02
1                	e423_0	8.6099786258e+01	6.7006496108e+02	3.9527747973e+02
2                	Bottom	4.0122099185e+01	3.8147169418e+02	2.1294188953e+02
2                	Top	1.0524817357e+02	5.2644694727e+02	2.9367237649e+02
2                	e423_0	1.0567525514e+02	6.8517775802e+02	3.9917011616e+02
3                	Bottom	2.4117985648e+01	4.1822180612e+02	2.0457489716e+02
3                	Top	8.2582139614e+01	5.9224488993e+02	2.9093741170e+02
3                	e423_0	1.3037270515e+02	6.7714754742e+02	3.9666699775e+02
4                	Bottom	1.3580834054e+01	4.3902018809e+02	1.9185580918e+02
4                	Top	8.8841895707e+01	6.2430945598e+02	2.9156748985e+02
4                	e423_0	1.1583163153e+02	6.7925823362e+02	3.9455072655e+02
5                	Bottom	1.8700635238e+01	4.4010537042e+02	2.1033923667e+02
5                	Top	9.8808757307e+01	6.4518118759e+02	2.9454351313e+02
5                	e423_0	1.0391801896e+02	6.8061489590e+02	3.9192034227e+02
6                	Bottom	1.0747973228e+01	4.5526083439e+02	2.2749147353e+02
6                	Top	9.9931404808e+01	6.6239094604e+02	2.9641324741e+02
6                	e423_0	9.2381770160e+01	6.8527822026e+02	3.8911860780e+02
7                	Bottom	1.8845550244e+01	4.6546710568e+02	2.4481595960e+02
7                	Top	7.9983921030e+01	6.7670993688e+02	2.9861758937e+02
7                	e423_0	8.0456709761e+01	7.0317217160e+02	3.8660930094e+02
8                	Bottom	1.0619659382e+01	4.7325092654e+02	2.5535743738e+02
8                	Top	5.4873207705e+01	6.9048765132e+02	3.0043800609e+02
8                	e423_0	6.8065259560e+01	7.2036806733e+02	3.8383375824e+02
9                	Bottom	5.6932908861e+00	4.8028892122e+02	2.5770411623e+02
9                	Top	2.5540290154e+01	7.0193202256e+02	3.0132857699e+02
9                	e423_0	5.5715380674e+01	7.3608319587e+02	3.8100008387e+02
10               	Bottom	3.5355137234e+00	4.8771712154e+02	2.5990969384e+02
10               	Top	2.8654439380e+01	7.0632001094e+02	3.0300970887e+02
10               	e423_0	4.3641568652e+01	7.5079372727e+02	3.7799224837e+02
11               	Bottom	8.0408266169e+00	4.9464946975e+02	2.6321646692e+02
11               	Top	4.7694695763e+01	7.0355800456e+02	3.0488213209e+02
11               	e423_0	3.1725913957e+01	7.6442331285e+02	3.7470294982e+02
12               	Bottom	1.0930577193e+01	4.9972992629e+02	2.6237545846e+02
12               	Top	6.8702387617e+01	6.9466963439e+02	3.0579052415e+02
12               	e423_0	2.1747041010e+01	7.7409446490e+02	3.7122366511e+02
13               	Bottom	6.4370600342e+00	5.0133748474e+02	2.5865941496e+02
13               	Top	8.7926416634e+01	6.8143131112e+02	3.0540158407e+02
13               	e423_0	1.3814855613e+01	7.8148177656e+02	3.6738401792e+02
14               	Bottom	1.0091368561e+01	4.9814828211e+02	2.5387575362e+02
14               	Top	1.0510694358e+02	6.6524919020e+02	3.0376925633e+02
14               	e423_0	6.4339401205e+00	7.9076173580e+02	3.6321209784e+02
15               	Bottom	1.4508991723e+01	4.8913756874e+02	2.4788894534e+02
15               	Top	1.1998739678e+02	6.4656427321e+02	3.0109941628e+02
15               	e423_0	7.5158824728e+00	7.9943401453e+02	3.5889524472e+02
16               	Bottom	1.5970620415e+01	4.7362432314e+02	2.4148987318e+02
16               	Top	1.0114426402e+02	6.2569732811e+02	2.9749731792e+02
16               	e423_0	1.3930500612e+01	8.0763635596e+02	3.5444188012e+02
17               	Bottom	1.6024165065e+01	4.5176387475e+02	2.3777492540e+02
17               	Top	7.9856387959e+01	6.0308644358e+02	2.9325354694e+02
17               	e423_0	1.8584692372e+01	8.1532726651e+02	3.4978189170e+02
18               	Bottom	1.5362062824e+01	4.2450699858e+02	2.3270903905e+02
18               	Top	5.5135049687e+01	5.7894455744e+02	2.8846265905e+02
18               	e423_0	1.7500501020e+01	8.2231970234e+02	3.4486927152e+02
19               	Bottom	1.4067903278e+01	3.9272640190e+02	2.2687586779e+02
19               	Top	1.1631088052e+01	5.5341768103e+02	2.8231087950e+02
19               	e423_0	1.5173884147e+01	8.2844559930e+02	3.3978171659e+02
20               	Bottom	1.1542971300e+01	3.5669835968e+02	2.2035977739e+02
20               	Top	5.7814237458e+01	5.2565954816e+02	2.8074865888e+02
20               	e423_0	1.0813567349e+01	8.3394215781e+02	3.3450661460e+02
21               	Bottom	7.8561361672e+00	3.5641763252e+02	2.1292898244e+02
21               	Top	8.0113189678e+01	4.9512164327e+02	2.7757845449e+02
21               	e423_0	5.6247563227e+00	8.3876465195e+02	3.2910029531e+02
22               	Bottom	5.4809223622e+00	3.6113872928e+02	2.0243869860e+02
22               	Top	9.6277289947e+01	4.6242671399e+02	2.7403409380e+02
22               	e423_0	6.7713557176e+00	8.4292523498e+02	3.2358772090e+02
23               	Bottom	8.2231547927e+00	3.6567709311e+02	2.0309847264e+02
