# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-8.2672263712e+01	-1.8452829215e+01	-6.4219434497e+01	6.8473208636e+01	1.2545445405e-18	-1.0723683293e+02	5.7208256602e+01	-8.8818785227e+01
2	-4.2580153474e+00	-1.2155559141e+00	-3.0424594333e+00	3.0822563247e+00	-2.4213859738e-18	-5.5232076629e+00	2.2836293991e+00	-3.9980930932e+00
3	-1.6561711997e+00	-5.0147977754e-01	-1.1546914222e+00	1.0658682030e+00	-7.1058980171e-19	-2.1482725437e+00	8.1651455581e-01	-1.3825716786e+00
4	-1.0194154029e+00	-3.2597780945e-01	-6.9343759350e-01	5.4515561373e-01	5.5687333232e-19	-1.3223162685e+00	4.5932473007e-01	-7.0713875304e-01
5	-8.5997664899e-01	-2.7654416989e-01	-5.8343247910e-01	4.3864361854e-01	-5.1528644073e-19	-1.1155031699e+00	3.8361038652e-01	-5.6897864322e-01
6	-8.7151327997e-01	-2.7657732910e-01	-5.9493595087e-01	4.4658771152e-01	-4.7605128800e-19	-1.1304677023e+00	3.9794827722e-01	-5.7928317988e-01
7	-8.6966570905e-01	-2.7525338141e-01	-5.9441232764e-01	4.5454062074e-01	-1.8490697610e-18	-1.1280711591e+00	3.9894868279e-01	-5.8959915235e-01
8	-8.7814027894e-01	-2.7828934121e-01	-5.9985093773e-01	4.6360304398e-01	-1.2167039095e-18	-1.1390637943e+00	4.0195199566e-01	-6.0135431090e-01
9	-8.8564747926e-01	-2.8371871614e-01	-6.0192876313e-01	4.6314057812e-01	5.1805986054e-19	-1.1488016235e+00	3.9776255874e-01	-6.0075443167e-01
10	-8.9386664670e-01	-2.8979793902e-01	-6.0406870767e-01	4.6054827156e-01	3.8851717898e-19	-1.1594629680e+00	3.9283846081e-01	-5.9739186806e-01
11	-9.1960561377e-01	-3.0207532808e-01	-6.1753028568e-01	4.6172891399e-01	-7.6926145504e-19	-1.1928498040e+00	3.9431869700e-01	-5.9892331705e-01
12	-9.3681296781e-01	-3.1069314777e-01	-6.2611982004e-01	4.5902192113e-01	-4.7079076786e-19	-1.2151700124e+00	3.9428334034e-01	-5.9541199018e-01
13	-9.4748778395e-01	-3.1658332053e-01	-6.3090446342e-01	4.5494291764e-01	-5.1238523452e-19	-1.2290166572e+00	3.9290142862e-01	-5.9012098451e-01
14	-9.5722406343e-01	-3.2159491904e-01	-6.3562914438e-01	4.5217082866e-01	-5.5903865239e-19	-1.2416458962e+00	3.9254278168e-01	-5.8652521939e-01
15	-9.6739087426e-01	-3.2638512681e-01	-6.4100574745e-01	4.5071659717e-01	-5.6970204031e-19	-1.2548335912e+00	3.9327577580e-01	-5.8463888928e-01
16	-9.7812859725e-01	-3.3111759424e-01	-6.4701100301e-01	4.5020456229e-01	-5.7538360465e-19	-1.2687618345e+00	3.9486676096e-01	-5.8397471249e-01
17	-9.8971187913e-01	-3.3564033877e-01	-6.5407154036e-01	4.5142380314e-01	-5.6367121628e-19	-1.2837868793e+00	3.9803900199e-01	-5.8555622873e-01
18	-1.0010982642e+00	-3.3984067590e-01	-6.6125758827e-01	4.5297853843e-01	-5.6608529902e-19	-1.2985565229e+00	4.0177114046e-01	-5.8757292552e-01
19	-1.0135244647e+00	-3.4431902067e-01	-6.6920544401e-01	4.5500487063e-01	-5.5889664684e-19	-1.3146749443e+00	4.0610802917e-01	-5.9020134570e-01
20	-1.0265496234e+00	-3.4895200039e-01	-6.7759762306e-01	4.5719240017e-01	-5.3793027496e-19	-1.3315702936e+00	4.1080702834e-01	-5.9303886013e-01
21	-1.0404238958e+00	-3.5385990452e-01	-6.8656399125e-01	4.5962651194e-01	-5.0836271638e-19	-1.3495670553e+00	4.1588010841e-01	-5.9619622422e-01
22	-1.0545730118e+00	-3.5875367953e-01	-6.9581933229e-01	4.6223771392e-01	-5.6378672943e-19	-1.3679203255e+00	4.2133206596e-01	-5.9958329768e-01
23	-1.0702195086e+00	-3.6417611959e-01	-7.0604338899e-01	4.6561429214e-01	-6.7942527488e-19	-1.3882158960e+00	4.2733408675e-01	-6.0396316510e-01
24	-1.0867665914e+00	-3.6992017845e-01	-7.1684641291e-01	4.6920969479e-01	-7.5574020314e-19	-1.4096796454e+00	4.3365779308e-01	-6.0862687668e-01
25	-1.1043856651e+00	-3.7594325207e-01	-7.2844241304e-01	4.7365387132e-01	-8.2087887100e-19	-1.4325339085e+00	4.4062395121e-01	-6.1439155996e-01
26	-1.1233923054e+00	-3.8236011660e-01	-7.4103218875e-01	4.7895468523e-01	-8.8893895196e-19	-1.4571880285e+00	4.4834009019e-01	-6.2126741494e-01
27	-1.1433180492e+00	-3.8905401221e-01	-7.5426403699e-01	4.8483764804e-01	-9.3966558523e-19	-1.4830343470e+00	4.5651253096e-01	-6.2889839383e-01
28	-1.1632857774e+00	-3.9583847543e-01	-7.6744730200e-01	4.9030500130e-01	-9.5141997996e-19	-1.5089351249e+00	4.6451103322e-01	-6.3599027232e-01
29	-1.1843194349e+00	-4.0300543190e-01	-7.8131400298e-01	4.9592097427e-01	-9.5618010586e-19	-1.5362185535e+00	4.7288571385e-01	-6.4327493017e-01
30	-1.2047904592e+00	-4.0998416457e-01	-7.9480629459e-01	5.0133169881e-01	-9.3008201188e-19	-1.5627721728e+00	4.8102766253e-01	-6.5029335373e-01
31	-1.2234354905e+00	-4.1642102912e-01	-8.0701446138e-01	5.0580764376e-01	-8.6355231928e-19	-1.5869572382e+00	4.8824179033e-01	-6.5609924483e-01
32	-1.2412567535e+00	-4.2277925917e-01	-8.1847749434e-01	5.0938526915e-01	-7.8178745029e-19	-1.6100737675e+00	4.9462279396e-01	-6.6073989696e-01
33	-1.2580462812e+00	-4.2894597381e-01	-8.2910030734e-01	5.1205686570e-01	-6.5429584235e-19	-1.6318519999e+00	5.0019291691e-01	-6.6420531014e-01
34	-1.2737359444e+00	-4.3486486107e-01	-8.3887108335e-01	5.1387185904e-01	-5.0623698164e-19	-1.6522035631e+00	5.0500777786e-01	-6.6655959597e-01
35	-1.2871033967e+00	-4.4005960275e-01	-8.4704379397e-01	5.1472453817e-01	-3.5788234715e-19	-1.6695429123e+00	5.0873023902e-01	-6.6766563329e-01
36	-1.2978694876e+00	-4.4454518646e-01	-8.5332430115e-01	5.1413411303e-01	-2.5069394485e-19	-1.6835079525e+00	5.1097389335e-01	-6.6689977399e-01
37	-1.3071334373e+00	-4.4869810832e-01	-8.5843532901e-01	5.1236208306e-01	-2.1326625408e-19	-1.6955245175e+00	5.1217152587e-01	-6.6460121733e-01
38	-1.3162222658e+00	-4.5279628962e-01	-8.6342597622e-01	5.1054893601e-01	-2.4437699789e-19	-1.7073139272e+00	5.1328710824e-01	-6.6224932640e-01
39	-1.3235161799e+00	-4.5638271116e-01	-8.6713346869e-01	5.0783573181e-01	-3.0898018696e-19	-1.7167750959e+00	5.1343844692e-01	-6.5872994260e-01
40	-1.3295790271e+00	-4.5962740961e-01	-8.6995161747e-01	5.0453529436e-01	-4.1644368794e-19	-1.7246394086e+00	5.1290525983e-01	-6.5444883980e-01
41	-1.3343049496e+00	-4.6246735483e-01	-8.7183759478e-01	5.0070739885e-01	-5.2990690978e-19	-1.7307695536e+00	5.1171279993e-01	-6.4948355432e-01
42	-1.3389030082e+00	-4.6520463931e-01	-8.7369836889e-01	4.9713491240e-01	-6.3796228697e-19	-1.7367338423e+00	5.1061716197e-01	-6.4484956807e-01
43	-1.3430589405e+00	-4.6780158334e-01	-8.7525735719e-01	4.9351677126e-01	-7.3435348029e-19	-1.7421246348e+00	5.0931971731e-01	-6.4015636168e-01
44	-1.3470022032e+00	-4.7031517756e-01	-8.7668702563e-01	4.8990482636e-01	-8.0715205401e-19	-1.7472395667e+00	5.0796481009e-01	-6.3547119263e-01
45	-1.3511087013e+00	-4.7286127905e-01	-8.7824742229e-01	4.8657876530e-01	-8.4242092750e-19	-1.7525662365e+00	5.0673267905e-01	-6.3115685262e-01
