# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	2.1386443539e+01	3.4335955186e+02	1.8289909822e+02
1                	Top	4.6091819018e+01	3.4150262145e+02	1.8649967635e+02
1                	e423_0	1.5709191550e+00	1.2239493462e+02	9.3232551731e+00
2                	Bottom	3.0057940514e+01	3.1559345699e+02	1.7671632119e+02
2                	Top	3.8447885446e+01	3.4208076260e+02	1.9014981866e+02
2                	e423_0	5.1914433354e-01	2.4578059231e+02	1.3165333001e+01
3                	Bottom	1.2563397093e+01	3.2697258000e+02	1.7663720654e+02
3                	Top	5.2912551367e+01	3.4408319387e+02	1.9385088807e+02
3                	e423_0	1.6710205768e+00	2.7185635610e+02	1.1864797384e+01
4                	Bottom	1.7983024686e+01	3.3328344091e+02	1.7378309931e+02
4                	Top	4.7281906742e+01	3.4693277793e+02	1.9837033954e+02
4                	e423_0	1.7118596640e+00	2.4166317680e+02	1.0598011970e+01
5                	Bottom	2.5584255687e+01	3.3529754406e+02	1.7261280601e+02
5                	Top	5.5215418138e+01	3.6129620554e+02	2.0286120842e+02
5                	e423_0	1.1099115686e+00	2.2147966559e+02	9.6548894127e+00
6                	Bottom	2.6418518561e+01	3.3281090374e+02	1.6814211896e+02
6                	Top	5.1338232306e+01	3.6331177716e+02	2.0522417646e+02
6                	e423_0	1.5031341114e-01	2.1358993046e+02	8.7087850976e+00
7                	Bottom	2.3121103317e+01	3.2559994021e+02	1.6191086784e+02
7                	Top	4.8243342555e+01	3.6211017750e+02	2.0522227470e+02
7                	e423_0	6.5932472074e-01	1.9572616443e+02	7.9628696192e+00
8                	Bottom	2.1120545936e+01	3.1433926244e+02	1.5272474949e+02
8                	Top	4.6489900899e+01	3.6120675212e+02	2.0332094314e+02
8                	e423_0	3.5120532775e-01	1.7387725167e+02	7.1769084925e+00
9                	Bottom	1.9403343345e+01	3.0026937730e+02	1.4560294000e+02
9                	Top	3.0196405915e+01	3.4731723127e+02	1.9995290068e+02
9                	e423_0	1.0601178967e+00	1.5004226535e+02	6.6134231972e+00
10               	Bottom	7.9341341730e+00	2.8532178765e+02	1.4598406789e+02
10               	Top	1.6800935831e+01	3.3359250044e+02	1.9574715568e+02
10               	e423_0	5.7383255997e-01	1.2774644716e+02	6.0974207843e+00
