# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-2.8935991481e+00	-7.0503626414e-01	-2.1885628840e+00	1.2347550065e+00	0.0000000000e+00	-3.5095420427e+00	1.8544082748e+00	-1.4975898131e+00
2	-9.6740090675e-01	-2.7330886150e-01	-6.9409204525e-01	3.4267299827e-01	0.0000000000e+00	-1.1733256683e+00	5.2597897969e-01	-4.1561572034e-01
3	-5.5260319296e-01	-1.7160049313e-01	-3.8100269983e-01	1.5927710438e-01	0.0000000000e+00	-6.7023248188e-01	2.6175275839e-01	-1.9318145522e-01
4	-5.1347792523e-01	-1.6284212700e-01	-3.5063579823e-01	1.3817130978e-01	0.0000000000e+00	-6.2277885579e-01	2.3474208903e-01	-1.6758299817e-01
5	-5.3349733454e-01	-1.7058480600e-01	-3.6291252854e-01	1.3858167506e-01	0.0000000000e+00	-6.4705967530e-01	2.4040965318e-01	-1.6808071543e-01
6	-5.6339088420e-01	-1.8056607335e-01	-3.8282481085e-01	1.4396395239e-01	0.0000000000e+00	-6.8331648351e-01	2.5282342188e-01	-1.7460868548e-01
7	-5.9188096613e-01	-1.9033009769e-01	-4.0155086843e-01	1.4875958207e-01	0.0000000000e+00	-7.1787107632e-01	2.6402596342e-01	-1.8042513175e-01
8	-6.1782499025e-01	-1.9953413607e-01	-4.1829085418e-01	1.5225929457e-01	0.0000000000e+00	-7.4933764744e-01	2.7344589764e-01	-1.8466980681e-01
9	-6.4260945338e-01	-2.0853601837e-01	-4.3407343500e-01	1.5455744008e-01	0.0000000000e+00	-7.7939782886e-01	2.8192177079e-01	-1.8745714462e-01
10	-6.6677388678e-01	-2.1749299385e-01	-4.4928089293e-01	1.5602837619e-01	0.0000000000e+00	-8.0870599859e-01	2.8973487385e-01	-1.8924118998e-01
11	-6.8947106236e-01	-2.2601646292e-01	-4.6345459944e-01	1.5730265616e-01	0.0000000000e+00	-8.3623458423e-01	2.9679767064e-01	-1.9078671819e-01
12	-7.1450378372e-01	-2.3558362287e-01	-4.7892016085e-01	1.5862727494e-01	0.0000000000e+00	-8.6659586911e-01	3.0417067247e-01	-1.9239330053e-01
13	-7.3690664100e-01	-2.4433500214e-01	-4.9257163886e-01	1.5891822215e-01	0.0000000000e+00	-8.9376748670e-01	3.1029579591e-01	-1.9274617991e-01
14	-7.5588057301e-01	-2.5193989765e-01	-5.0394067536e-01	1.5855964258e-01	0.0000000000e+00	-9.1678028449e-01	3.1500097214e-01	-1.9231127168e-01
15	-7.7333029212e-01	-2.5900408712e-01	-5.1432620500e-01	1.5798386018e-01	0.0000000000e+00	-9.3794441944e-01	3.1915264734e-01	-1.9161292598e-01
16	-7.8958027547e-01	-2.6565931518e-01	-5.2392096029e-01	1.5714433970e-01	0.0000000000e+00	-9.5765343815e-01	3.2282705638e-01	-1.9059470186e-01
17	-8.0509753922e-01	-2.7207516251e-01	-5.3302237671e-01	1.5615787052e-01	0.0000000000e+00	-9.7647376769e-01	3.2618401775e-01	-1.8939824897e-01
18	-8.1930074329e-01	-2.7805484705e-01	-5.4124589625e-01	1.5497701316e-01	0.0000000000e+00	-9.9370032164e-01	3.2898881150e-01	-1.8796602967e-01
19	-8.3265272170e-01	-2.8374787214e-01	-5.4890484956e-01	1.5359248386e-01	0.0000000000e+00	-1.0098944547e+00	3.3144622178e-01	-1.8628678402e-01
20	-8.4461143348e-01	-2.8895743679e-01	-5.5565399669e-01	1.5197993587e-01	0.0000000000e+00	-1.0243987449e+00	3.3337069987e-01	-1.8433098272e-01
21	-8.5603271475e-01	-2.9386782729e-01	-5.6216488745e-01	1.5053166165e-01	0.0000000000e+00	-1.0382512050e+00	3.3537132520e-01	-1.8257442315e-01
22	-8.6660023045e-01	-2.9843271613e-01	-5.6816751432e-01	1.4905462176e-01	0.0000000000e+00	-1.0510681637e+00	3.3716849773e-01	-1.8078297475e-01
23	-8.7654543550e-01	-3.0276846495e-01	-5.7377697055e-01	1.4750362888e-01	0.0000000000e+00	-1.0631303442e+00	3.3876063199e-01	-1.7890183143e-01
24	-8.8534349508e-01	-3.0671147778e-01	-5.7863201730e-01	1.4576238029e-01	0.0000000000e+00	-1.0738011933e+00	3.3990067441e-01	-1.7678993381e-01
25	-8.9235265754e-01	-3.1003746979e-01	-5.8231518776e-01	1.4372422918e-01	0.0000000000e+00	-1.0823023537e+00	3.4034714746e-01	-1.7431793384e-01
26	-8.9787514759e-01	-3.1284925411e-01	-5.8502589349e-01	1.4145631108e-01	0.0000000000e+00	-1.0890003827e+00	3.4022079923e-01	-1.7156725778e-01
27	-9.0177808078e-01	-3.1510362020e-01	-5.8667446059e-01	1.3897547606e-01	0.0000000000e+00	-1.0937341096e+00	3.3946355049e-01	-1.6855834246e-01
28	-9.0425449800e-01	-3.1686419104e-01	-5.8739030696e-01	1.3630251373e-01	0.0000000000e+00	-1.0967376667e+00	3.3815764489e-01	-1.6531640285e-01
29	-9.0551460203e-01	-3.1819627714e-01	-5.8731832489e-01	1.3351273310e-01	0.0000000000e+00	-1.0982660014e+00	3.3640255969e-01	-1.6193277855e-01
