# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	9.1178297975e+01	4.4869804419e+02	2.5957083974e+02
1                	Top	1.5005628956e+02	4.7261840925e+02	3.0742824278e+02
1                	e423_0	2.6112192723e+01	7.1901497245e+02	3.5707786308e+02
2                	Bottom	4.8301617653e+01	4.0542364439e+02	2.3802978047e+02
2                	Top	1.1791262442e+02	5.7758221111e+02	3.2286206277e+02
2                	e423_0	1.0130890609e+02	7.7937283189e+02	3.7542898353e+02
3                	Bottom	4.0475458319e+01	4.3224506892e+02	2.2259555080e+02
3                	Top	1.1008419918e+02	6.3909511252e+02	3.2067349412e+02
3                	e423_0	7.1948312753e+01	7.1613491494e+02	3.7063475417e+02
4                	Bottom	3.7651635909e+01	4.5194968183e+02	2.0958353370e+02
4                	Top	5.0870700846e+01	6.7867679353e+02	3.1648713845e+02
4                	e423_0	6.1074300692e+01	7.1087756545e+02	3.6823463325e+02
5                	Bottom	4.0895061645e+01	4.5346035512e+02	2.2738382769e+02
5                	Top	1.1232550807e+02	7.0699307482e+02	3.2180872276e+02
5                	e423_0	5.0538234083e+01	7.4067790076e+02	3.6428591422e+02
6                	Bottom	5.1902532998e+01	4.7127367054e+02	2.4989351659e+02
6                	Top	1.1452968145e+02	7.2939597545e+02	3.2152250022e+02
6                	e423_0	3.7151113854e+01	7.6392893146e+02	3.6053278953e+02
7                	Bottom	4.5213858486e+01	4.8283168449e+02	2.6244496115e+02
7                	Top	1.1451622048e+02	7.4585436676e+02	3.2198567362e+02
7                	e423_0	2.2622492992e+01	7.8054349979e+02	3.5559577552e+02
8                	Bottom	3.7921503366e+01	4.9130650717e+02	2.6785262843e+02
8                	Top	1.0191134940e+02	7.5812194797e+02	3.2323958769e+02
8                	e423_0	8.3288823936e+00	7.9977588207e+02	3.5066045656e+02
9                	Bottom	1.5566863015e+01	4.9885400278e+02	2.6411241353e+02
9                	Top	9.3327704134e+01	7.7209621882e+02	3.2481511445e+02
9                	e423_0	4.1925348990e+00	8.1534989522e+02	3.4592003324e+02
10               	Bottom	3.3244372334e+01	5.0612325195e+02	2.7059076544e+02
10               	Top	8.1188404637e+01	7.7725079779e+02	3.2534319334e+02
10               	e423_0	2.2375406557e+01	8.2939064447e+02	3.4110337202e+02
11               	Bottom	3.1389697745e+01	5.1212842742e+02	2.7164535764e+02
11               	Top	6.3940606044e+01	7.7361858178e+02	3.2535657606e+02
11               	e423_0	7.9683220608e+01	8.3927240140e+02	3.3715847831e+02
12               	Bottom	1.7246993853e+01	5.1549905232e+02	2.6798069825e+02
12               	Top	2.1657124631e+01	7.6151433493e+02	3.2208227644e+02
12               	e423_0	1.0787730981e+02	8.5029188036e+02	3.3229323394e+02
13               	Bottom	8.2809434839e+00	5.1419488066e+02	2.6195301246e+02
13               	Top	5.9930508835e+01	7.4239141891e+02	3.2170405095e+02
13               	e423_0	1.0380375056e+02	8.5838785932e+02	3.2645367813e+02
14               	Bottom	4.4700992981e+00	5.0689791698e+02	2.5423195841e+02
14               	Top	8.7089160150e+01	7.1874949778e+02	3.1939222612e+02
14               	e423_0	1.0317892843e+02	8.6553824441e+02	3.2038973139e+02
15               	Bottom	2.9063108858e+00	4.9250579659e+02	2.4537374760e+02
15               	Top	1.0691542769e+02	6.9203104292e+02	3.1586420616e+02
15               	e423_0	9.4655136633e+01	8.7201536675e+02	3.1393450826e+02
16               	Bottom	2.2212382170e+00	4.7049383676e+02	2.4053617499e+02
16               	Top	1.1119984484e+02	6.6360016115e+02	3.1174519512e+02
16               	e423_0	8.4586735305e+01	8.7791495933e+02	3.0703989719e+02
17               	Bottom	1.9337090996e+00	4.4149373427e+02	2.3551554922e+02
17               	Top	9.0538824189e+01	6.3434055899e+02	3.0715859269e+02
17               	e423_0	7.2302451881e+01	8.8314672108e+02	2.9954786871e+02
18               	Bottom	1.8375362300e+00	4.0750676587e+02	2.2961501177e+02
18               	Top	6.7590808718e+01	6.0466211294e+02	3.0217616916e+02
18               	e423_0	5.6796712551e+01	8.8757219284e+02	2.9124027619e+02
19               	Bottom	1.8291623511e+00	3.6918641926e+02	2.2278921728e+02
19               	Top	3.4788301576e+01	5.7349032508e+02	2.9639916591e+02
19               	e423_0	3.6265900849e+01	8.9115814180e+02	2.8177894768e+02
20               	Bottom	1.8610423495e+00	3.6285407307e+02	2.1464147675e+02
20               	Top	4.8664194407e+01	5.4034980523e+02	2.9294314998e+02
20               	e423_0	4.6662113913e+00	8.9386488497e+02	2.7026436530e+02
21               	Bottom	1.9169317134e+00	3.6685548901e+02	2.0149448619e+02
21               	Top	7.6415232589e+01	5.0525518844e+02	2.8991832964e+02
21               	e423_0	2.5514183081e+01	8.9531562140e+02	2.7394219262e+02
22               	Bottom	1.9696109725e+00	3.7079184955e+02	2.0206765322e+02
22               	Top	9.6949257090e+01	4.6831628679e+02	2.8633322806e+02
22               	e423_0	4.8004444677e+00	8.9652016785e+02	2.7438865268e+02
23               	Bottom	1.8305466609e+01	3.7447951283e+02	2.0074526772e+02
23               	Top	8.3236939366e+01	4.5200531318e+02	2.8255939846e+02
23               	e423_0	5.6475426558e+00	8.9711726679e+02	2.7473893410e+02
24               	Bottom	1.8393233625e+01	3.7774365094e+02	1.9991189111e+02
24               	Top	6.1472238378e+01	4.5692050451e+02	2.7836089165e+02
24               	e423_0	1.5929283950e+01	8.9706704243e+02	2.7428765287e+02
25               	Bottom	1.6314392484e+01	3.8131350848e+02	2.0689403288e+02
25               	Top	2.3540126881e+01	4.6133297646e+02	2.7253235704e+02
25               	e423_0	2.1359712258e+01	8.9639101081e+02	2.7347736568e+02
26               	Bottom	3.5139236521e+01	3.8495417762e+02	2.1297548104e+02
26               	Top	5.5605802665e+01	4.6516824595e+02	2.6925449745e+02
26               	e423_0	7.6469912402e+00	8.9507664297e+02	2.7216353476e+02
27               	Bottom	3.5212352562e+01	3.8855768322e+02	2.1634737823e+02
27               	Top	7.3035165915e+01	4.6848044225e+02	2.6631000172e+02
27               	e423_0	1.7540496765e+01	8.9321878032e+02	2.7172760299e+02
28               	Bottom	1.8318199651e+01	3.9168914777e+02	2.2138814189e+02
28               	Top	6.9277326119e+01	4.7112806556e+02	2.6928490927e+02
28               	e423_0	1.7965260751e+01	8.9085404243e+02	2.7138568967e+02
29               	Bottom	5.3990837170e+01	3.9519840048e+02	2.2952111728e+02
29               	Top	3.5084112277e+01	4.7580280096e+02	2.6824983030e+02
29               	e423_0	4.3749647368e+00	8.8786818312e+02	2.7027900713e+02
30               	Bottom	7.4554274050e+01	3.9920076348e+02	2.3615395840e+02
30               	Top	2.9447551879e+01	4.7992170656e+02	2.6542199862e+02
30               	e423_0	1.4940525018e+01	8.8430989969e+02	2.6938382484e+02
31               	Bottom	7.2916699695e+01	4.0374712814e+02	2.4129616268e+02
31               	Top	6.8686679644e+01	4.8341682466e+02	2.7576278829e+02
31               	e423_0	1.3771996360e+01	8.8030545317e+02	2.6789570474e+02
32               	Bottom	4.0357305772e+01	4.0854033385e+02	2.4355478354e+02
32               	Top	3.6420240605e+01	4.8628847996e+02	2.8130041504e+02
32               	e423_0	8.9272959640e+00	8.7582707047e+02	2.6677740861e+02
33               	Bottom	1.4257904103e+01	4.1298714887e+02	2.4666829339e+02
33               	Top	4.7167301573e+01	4.8847313124e+02	2.8766543560e+02
33               	e423_0	5.4433108467e+00	8.7082957232e+02	2.6547038735e+02
34               	Bottom	5.4571979621e+01	4.1781205916e+02	2.5110096082e+02
34               	Top	6.6754997218e+01	4.9010178475e+02	2.9401694393e+02
34               	e423_0	1.9779674360e+00	8.6557464183e+02	2.6361888242e+02
35               	Bottom	6.5852034646e+01	4.2605791620e+02	2.5501015205e+02
35               	Top	3.2342052767e+01	4.9129408772e+02	2.9855905781e+02
35               	e423_0	6.7526693287e+00	8.6005581243e+02	2.6347798950e+02
36               	Bottom	2.8782037041e+01	4.3766962696e+02	2.6071276623e+02
36               	Top	3.8975041284e+01	4.9183006913e+02	3.0449041965e+02
36               	e423_0	6.8594521282e+00	8.5431595847e+02	2.6222812635e+02
37               	Bottom	5.6755624195e+01	4.5359476644e+02	2.7089622878e+02
37               	Top	4.7482053148e+01	4.9168452092e+02	3.1278317966e+02
37               	e423_0	5.5075811614e+00	8.4838707339e+02	2.6029656593e+02
38               	Bottom	8.5963922170e+01	4.7142766355e+02	2.7895263803e+02
38               	Top	7.6684821168e+01	4.9353839779e+02	3.2153194095e+02
38               	e423_0	1.4299600453e+00	8.4244016200e+02	2.5819458092e+02
39               	Bottom	7.5474992096e+01	4.8969936670e+02	2.8453277311e+02
39               	Top	9.7126929325e+01	4.9488649593e+02	3.2934664096e+02
39               	e423_0	6.3441046503e+00	8.3627619864e+02	2.5573992968e+02
40               	Bottom	3.6549405549e+01	5.0890563181e+02	2.8944179981e+02
40               	Top	1.1214631590e+02	4.9524580470e+02	3.3681433887e+02
40               	e423_0	8.4569093233e+00	8.3007262963e+02	2.5436399447e+02
41               	Bottom	8.3689119016e+01	5.2846480769e+02	2.9861609960e+02
41               	Top	1.0852317243e+02	4.9467657550e+02	3.4374372052e+02
41               	e423_0	1.0237082904e+01	8.2396317231e+02	2.5401612276e+02
42               	Bottom	1.0746866255e+02	5.4822047401e+02	3.0511231157e+02
