# Time           	flap1            	mainPlane        
1	6.7797469698e-01	7.7227298450e-01	
2	5.8291960884e-02	6.5586128963e-02	
3	1.6454726575e-02	2.0155208497e-02	
4	1.7876906282e-02	1.8326541987e-02	
5	2.0536680952e-02	1.8827242540e-02	
6	2.1821754401e-02	1.9142572673e-02	
7	2.2958336853e-02	1.9580623214e-02	
8	2.3880599107e-02	1.9891431583e-02	
9	2.4606264231e-02	2.0080469732e-02	
10	2.5102083357e-02	2.0148869140e-02	
11	2.5377474676e-02	2.0122356812e-02	
12	2.5427014015e-02	2.0009897637e-02	
13	2.5329651703e-02	1.9837086181e-02	
14	2.5124523808e-02	1.9648349153e-02	
15	2.4861997707e-02	1.9452513987e-02	
16	2.4571905277e-02	1.9249833970e-02	
17	2.4268705114e-02	1.9043820814e-02	
18	2.3934612306e-02	1.8833730971e-02	
19	2.3599857105e-02	1.8635682819e-02	
20	2.3255920375e-02	1.8441766308e-02	
21	2.2910606936e-02	1.8259222444e-02	
22	2.2566541842e-02	1.8081750636e-02	
23	2.2235418467e-02	1.7913645232e-02	
24	2.1918479531e-02	1.7752420560e-02	
25	2.1624296343e-02	1.7605144163e-02	
26	2.1346015553e-02	1.7464425387e-02	
27	2.1085818636e-02	1.7331283173e-02	
28	2.0841372771e-02	1.7208098385e-02	
29	2.0605610915e-02	1.7088474348e-02	
30	2.0380697084e-02	1.6974975114e-02	
31	2.0165768710e-02	1.6864270310e-02	
32	1.9955977091e-02	1.6759838160e-02	
33	1.9752034569e-02	1.6659652577e-02	
34	1.9553374792e-02	1.6560386166e-02	
35	1.9356241460e-02	1.6466493265e-02	
36	1.9164102486e-02	1.6373563964e-02	
37	1.8972557611e-02	1.6283921791e-02	
38	1.8781518047e-02	1.6196112844e-02	
39	1.8593443345e-02	1.6110778158e-02	
40	1.8405439285e-02	1.6027847261e-02	
41	1.8221920820e-02	1.5946821143e-02	
42	1.8040705144e-02	1.5867321943e-02	
43	1.7860014889e-02	1.5790691487e-02	
44	1.7680734899e-02	1.5716195037e-02	
45	1.7506581990e-02	1.5643915232e-02	
46	1.7337125269e-02	1.5573279430e-02	
47	1.7170369342e-02	1.5506364350e-02	
48	1.7009743491e-02	1.5440820509e-02	
49	1.6854552298e-02	1.5378305618e-02	
50	1.6706338652e-02	1.5318207109e-02	
51	1.6566777531e-02	1.5261702758e-02	
52	1.6435236826e-02	1.5207688358e-02	
53	1.6312124932e-02	1.5157539876e-02	
54	1.6196960033e-02	1.5109960625e-02	
55	1.6092426957e-02	1.5065647120e-02	
56	1.5997028610e-02	1.5023971446e-02	
57	1.5911427413e-02	1.4985417883e-02	
58	1.5835252269e-02	1.4948929774e-02	
59	1.5769263875e-02	1.4916449857e-02	
60	1.5712616839e-02	1.4885869326e-02	
61	1.5666160509e-02	1.4858281267e-02	
62	1.5627329154e-02	1.4832311289e-02	
63	1.5597352620e-02	1.4809269443e-02	
64	1.5574371553e-02	1.4787837874e-02	
65	1.5558134002e-02	1.4768770354e-02	
66	1.5547583685e-02	1.4750888983e-02	
67	1.5542657945e-02	1.4735313552e-02	
68	1.5540904313e-02	1.4720094548e-02	
69	1.5542746538e-02	1.4706484863e-02	
70	1.5546662132e-02	1.4692910632e-02	
71	1.5553293299e-02	1.4680744749e-02	
72	1.5561213344e-02	1.4668331612e-02	
73	1.5571284887e-02	1.4657177349e-02	
74	1.5581820777e-02	1.4645797691e-02	
75	1.5593924846e-02	1.4635590167e-02	
76	1.5606204082e-02	1.4625116530e-02	
77	1.5619583559e-02	1.4615540174e-02	
78	1.5632787598e-02	1.4605697549e-02	
79	1.5646684618e-02	1.4596836108e-02	
80	1.5660437338e-02	1.4587567783e-02	
81	1.5674523397e-02	1.4579227918e-02	
82	1.5687859287e-02	1.4570214687e-02	
83	1.5701572368e-02	1.4562093395e-02	
84	1.5715037712e-02	1.4553548091e-02	
85	1.5729075686e-02	1.4545949762e-02	
86	1.5742144973e-02	1.4537744132e-02	
87	1.5755286829e-02	1.4530345097e-02	
88	1.5767501848e-02	1.4522332379e-02	
89	1.5779439589e-02	1.4515115652e-02	
90	1.5790245094e-02	1.4507227220e-02	
91	1.5800696067e-02	1.4500118360e-02	
92	1.5810265442e-02	1.4492458941e-02	
93	1.5820057004e-02	1.4485778442e-02	
94	1.5828906659e-02	1.4478574955e-02	
95	1.5837542094e-02	1.4472095559e-02	
96	1.5845003412e-02	1.4464911547e-02	
97	1.5852283956e-02	1.4458558991e-02	
98	1.5858291520e-02	1.4451618798e-02	
