# Time           	flap1            	mainPlane        
51	( 2.7056727958e-03 1.8637625463e-03 -1.6503009036e-02 )	( 1.0703511651e-02 1.7169416285e-03 -2.1974475622e-02 )	
52	( 2.6855529956e-03 1.8489642164e-03 -1.6375585988e-02 )	( 1.0716201045e-02 1.7108650083e-03 -2.1967253562e-02 )	
53	( 2.6667783777e-03 1.8351141278e-03 -1.6256482934e-02 )	( 1.0729702561e-02 1.7052233038e-03 -2.1962678174e-02 )	
54	( 2.6494977497e-03 1.8221580761e-03 -1.6146377885e-02 )	( 1.0744096318e-02 1.6998706379e-03 -2.1960995364e-02 )	
55	( 2.6337608609e-03 1.8103981047e-03 -1.6046149810e-02 )	( 1.0759175678e-02 1.6948853683e-03 -2.1961545747e-02 )	
56	( 2.6197029915e-03 1.7996657902e-03 -1.5956054976e-02 )	( 1.0775190635e-02 1.6901968548e-03 -2.1965111043e-02 )	
57	( 2.6070533732e-03 1.7900356551e-03 -1.5874990613e-02 )	( 1.0791912561e-02 1.6858595788e-03 -2.1970899673e-02 )	
58	( 2.5959623693e-03 1.7814659510e-03 -1.5803681825e-02 )	( 1.0809448208e-02 1.6817546664e-03 -2.1979259058e-02 )	
59	( 2.5864695228e-03 1.7740422564e-03 -1.5742313978e-02 )	( 1.0827987652e-02 1.6781006756e-03 -2.1990622741e-02 )	
60	( 2.5785434895e-03 1.7676694646e-03 -1.5690687204e-02 )	( 1.0847285088e-02 1.6746603657e-03 -2.2004400560e-02 )	
61	( 2.5720913880e-03 1.7624431273e-03 -1.5648478619e-02 )	( 1.0867300853e-02 1.6715567090e-03 -2.2020320719e-02 )	
62	( 2.5668968161e-03 1.7580745997e-03 -1.5614163757e-02 )	( 1.0888055761e-02 1.6686350863e-03 -2.2038518504e-02 )	
63	( 2.5629375105e-03 1.7547022394e-03 -1.5587817286e-02 )	( 1.0909484715e-02 1.6660428785e-03 -2.2058733782e-02 )	
64	( 2.5601939593e-03 1.7521168694e-03 -1.5568957892e-02 )	( 1.0931624132e-02 1.6636318269e-03 -2.2081185463e-02 )	
65	( 2.5583569636e-03 1.7502901448e-03 -1.5555976484e-02 )	( 1.0954315859e-02 1.6614867308e-03 -2.2105277027e-02 )	
66	( 2.5574781368e-03 1.7491032340e-03 -1.5548960544e-02 )	( 1.0977567767e-02 1.6594750765e-03 -2.2131131644e-02 )	
67	( 2.5573794195e-03 1.7485490883e-03 -1.5546928217e-02 )	( 1.1001345767e-02 1.6577228405e-03 -2.2158532519e-02 )	
68	( 2.5578240962e-03 1.7483518047e-03 -1.5548301270e-02 )	( 1.1025429155e-02 1.6560107025e-03 -2.2186996748e-02 )	
69	( 2.5586764874e-03 1.7485590550e-03 -1.5552429692e-02 )	( 1.1049799989e-02 1.6544796129e-03 -2.2216340608e-02 )	
70	( 2.5598780320e-03 1.7489995593e-03 -1.5558788119e-02 )	( 1.1074412690e-02 1.6529525118e-03 -2.2246500141e-02 )	
71	( 2.5613719133e-03 1.7497455656e-03 -1.5567125037e-02 )	( 1.1099259828e-02 1.6515838498e-03 -2.2277370327e-02 )	
72	( 2.5631060948e-03 1.7506365707e-03 -1.5576973010e-02 )	( 1.1124230197e-02 1.6501873719e-03 -2.2308745046e-02 )	
73	( 2.5650487936e-03 1.7517696194e-03 -1.5588272526e-02 )	( 1.1149371774e-02 1.6489325173e-03 -2.2340633333e-02 )	
74	( 2.5671294604e-03 1.7529549071e-03 -1.5600393317e-02 )	( 1.1174658856e-02 1.6476523057e-03 -2.2373073931e-02 )	
75	( 2.5693331390e-03 1.7543166148e-03 -1.5613413615e-02 )	( 1.1200131711e-02 1.6465039593e-03 -2.2406014472e-02 )	
76	( 2.5716205284e-03 1.7556980290e-03 -1.5626933291e-02 )	( 1.1225757454e-02 1.6453256750e-03 -2.2439441166e-02 )	
77	( 2.5739380787e-03 1.7572032202e-03 -1.5640807999e-02 )	( 1.1251466136e-02 1.6442483349e-03 -2.2473135474e-02 )	
78	( 2.5762744249e-03 1.7586886747e-03 -1.5654789904e-02 )	( 1.1277296482e-02 1.6431410395e-03 -2.2507321091e-02 )	
79	( 2.5785834861e-03 1.7602520894e-03 -1.5668759171e-02 )	( 1.1303236745e-02 1.6421441274e-03 -2.2541837237e-02 )	
80	( 2.5809387745e-03 1.7617992705e-03 -1.5682965314e-02 )	( 1.1329298756e-02 1.6411014408e-03 -2.2576775964e-02 )	
81	( 2.5832197977e-03 1.7633839522e-03 -1.5696848170e-02 )	( 1.1355398808e-02 1.6401632059e-03 -2.2611849475e-02 )	
82	( 2.5854448804e-03 1.7648842399e-03 -1.5710349280e-02 )	( 1.1381537551e-02 1.6391492174e-03 -2.2647128641e-02 )	
83	( 2.5876167738e-03 1.7664269616e-03 -1.5723637165e-02 )	( 1.1407743448e-02 1.6382355721e-03 -2.2682606508e-02 )	
84	( 2.5898126420e-03 1.7679418129e-03 -1.5737047305e-02 )	( 1.1434074363e-02 1.6372742253e-03 -2.2718508187e-02 )	
85	( 2.5919707667e-03 1.7695210850e-03 -1.5750371701e-02 )	( 1.1460495195e-02 1.6364194133e-03 -2.2754661576e-02 )	
