# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-4.9030118632e+00	-1.1356341718e+00	-3.7673776914e+00	3.3567474367e+00	0.0000000000e+00	-5.9466877782e+00	3.2896793994e+00	-4.0712789431e+00
2	-1.4481121253e+00	-3.9144085798e-01	-1.0566712673e+00	8.9439772466e-01	0.0000000000e+00	-1.7563634185e+00	8.3153801165e-01	-1.0847830204e+00
3	-8.6966095384e-01	-2.2983862574e-01	-6.3982232809e-01	5.4329608293e-01	0.0000000000e+00	-1.0547806756e+00	5.1247962794e-01	-6.5894439305e-01
4	-7.9421245887e-01	-2.1849973055e-01	-5.7571272831e-01	4.6918820459e-01	0.0000000000e+00	-9.6327189373e-01	4.4651624720e-01	-5.6906159719e-01
5	-8.1721731776e-01	-2.4024735891e-01	-5.7696995885e-01	4.3485387039e-01	0.0000000000e+00	-9.9117366454e-01	4.2090324992e-01	-5.2741871089e-01
6	-8.6237302050e-01	-2.6449780842e-01	-5.9787521208e-01	4.2497680442e-01	0.0000000000e+00	-1.0459414018e+00	4.1672175459e-01	-5.1543917073e-01
7	-8.9918616709e-01	-2.8310650623e-01	-6.1607966086e-01	4.1843196405e-01	0.0000000000e+00	-1.0905907510e+00	4.1621644329e-01	-5.0750116787e-01
8	-9.2526796256e-01	-2.9814646814e-01	-6.2712149443e-01	4.0890882761e-01	0.0000000000e+00	-1.1222244282e+00	4.1121878286e-01	-4.9595089619e-01
9	-9.3802862266e-01	-3.0808817800e-01	-6.2994044466e-01	3.9586877215e-01	0.0000000000e+00	-1.1377013766e+00	4.0231533333e-01	-4.8013507917e-01
10	-9.5346644764e-01	-3.1797029242e-01	-6.3549615523e-01	3.8670148397e-01	0.0000000000e+00	-1.1564253625e+00	3.9690732852e-01	-4.6901640312e-01
11	-9.6361802837e-01	-3.2484592423e-01	-6.3877210413e-01	3.7819845094e-01	0.0000000000e+00	-1.1687378518e+00	3.9240772488e-01	-4.5870337839e-01
12	-9.7291601054e-01	-3.3074187164e-01	-6.4217413889e-01	3.7119045412e-01	0.0000000000e+00	-1.1800150419e+00	3.8929033406e-01	-4.5020362963e-01
13	-9.8055126374e-01	-3.3566062062e-01	-6.4489064312e-01	3.6461844456e-01	0.0000000000e+00	-1.1892755675e+00	3.8653752812e-01	-4.4223267421e-01
14	-9.8447268967e-01	-3.3928106276e-01	-6.4519162691e-01	3.5673609815e-01	0.0000000000e+00	-1.1940317248e+00	3.8238820518e-01	-4.3267245810e-01
15	-9.8438789647e-01	-3.4134330510e-01	-6.4304459137e-01	3.4811329383e-01	0.0000000000e+00	-1.1939288822e+00	3.7712660784e-01	-4.2221416705e-01
16	-9.8028475502e-01	-3.4166108028e-01	-6.3862367474e-01	3.3893572599e-01	0.0000000000e+00	-1.1889523286e+00	3.7120324308e-01	-4.1108302317e-01
17	-9.7299888117e-01	-3.4046678728e-01	-6.3253209389e-01	3.2963505332e-01	0.0000000000e+00	-1.1801155527e+00	3.6508163325e-01	-3.9980256984e-01
18	-9.6029811260e-01	-3.3715502948e-01	-6.2314308312e-01	3.1907388965e-01	0.0000000000e+00	-1.1647112446e+00	3.5748506704e-01	-3.8699331205e-01
