# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-2.7251915089e-01	2.9623911241e+00	-3.2349102750e+00	1.1725937614e+01	-5.7919930000e-16	-3.5349161762e-01	7.7466267488e+00	-1.5210016037e+01
2	-5.6884210870e-01	-2.6481270496e-02	-5.4236083821e-01	7.2307038349e-01	-3.5250174138e-17	-7.3785976698e-01	6.4484945964e-01	-9.3791323904e-01
3	-4.0795815470e-01	-8.8968051882e-02	-3.1899010282e-01	8.9445672034e-02	-1.3586168386e-17	-5.2917304180e-01	2.8752756367e-01	-1.1602228758e-01
4	-3.8072142842e-01	-8.6312802218e-02	-2.9440862620e-01	-4.7991875068e-03	-9.1552559359e-18	-4.9384358183e-01	2.6011977997e-01	6.2251498638e-03
5	-3.0964551917e-01	-6.3286146387e-02	-2.4635937278e-01	-3.7727287618e-03	-3.4776184941e-18	-4.0164918722e-01	2.2884153299e-01	4.8937037580e-03
6	-3.1690465815e-01	-6.9223853612e-02	-2.4768080454e-01	1.2938640337e-02	-4.9223515147e-19	-4.1106520358e-01	2.2307118866e-01	-1.6783044009e-02
7	-3.4127420755e-01	-8.0821635396e-02	-2.6045257215e-01	1.8701591651e-02	9.8442225933e-19	-4.4267557448e-01	2.2453867094e-01	-2.4258316757e-02
8	-3.4628444230e-01	-8.3352094382e-02	-2.6293234791e-01	2.6220767859e-02	1.7951378765e-18	-4.4917447916e-01	2.2447531691e-01	-3.4011634102e-02
9	-3.2990464106e-01	-7.6654326724e-02	-2.5325031433e-01	3.4967586119e-02	2.7652175720e-18	-4.2792781662e-01	2.2074498451e-01	-4.5357357605e-02
10	-3.2099063853e-01	-7.3191180755e-02	-2.4779945778e-01	4.1921550470e-02	2.3548441846e-18	-4.1636523409e-01	2.1826034628e-01	-5.4377524076e-02
11	-3.1445154957e-01	-7.0607089131e-02	-2.4384446044e-01	4.7937850678e-02	2.9970628494e-18	-4.0788321319e-01	2.1654671414e-01	-6.2181422209e-02
12	-3.1045738200e-01	-6.9040783818e-02	-2.4141659818e-01	5.1667794143e-02	3.0877779108e-18	-4.0270227544e-01	2.1546976796e-01	-6.7019628055e-02
13	-3.0768153781e-01	-6.7877863534e-02	-2.3980367428e-01	5.2999669490e-02	3.3255246260e-18	-3.9910165637e-01	2.1490726343e-01	-6.8747237910e-02
14	-3.0425814513e-01	-6.6367122616e-02	-2.3789102251e-01	5.3928049391e-02	3.4371222272e-18	-3.9466108545e-01	2.1440487487e-01	-6.9951463418e-02
15	-3.0398501708e-01	-6.6113123052e-02	-2.3787189403e-01	5.4306941825e-02	3.4918891043e-18	-3.9430680401e-01	2.1469846372e-01	-7.0442934564e-02
16	-3.0418881808e-01	-6.6091162072e-02	-2.3809765601e-01	5.4762927211e-02	3.4776416486e-18	-3.9457115955e-01	2.1500811743e-01	-7.1034404966e-02
17	-3.0445493790e-01	-6.6016874472e-02	-2.3843806343e-01	5.5429251156e-02	3.4332367616e-18	-3.9491635042e-01	2.1552648619e-01	-7.1898710936e-02
18	-3.0676351733e-01	-6.6765610450e-02	-2.3999790688e-01	5.5721002628e-02	3.3497807042e-18	-3.9791086833e-01	2.1654037054e-01	-7.2277149293e-02
19	-3.1035358878e-01	-6.8047059482e-02	-2.4230652930e-01	5.6011654823e-02	3.2475606918e-18	-4.0256764258e-01	2.1782433727e-01	-7.2654161750e-02
20	-3.1305450823e-01	-6.8844046267e-02	-2.4421046196e-01	5.6428569572e-02	3.1188879022e-18	-4.0607107484e-01	2.1920801962e-01	-7.3194952622e-02
21	-3.1776081788e-01	-7.0489051582e-02	-2.4727176630e-01	5.6584148137e-02	2.9934168438e-18	-4.1217575044e-01	2.2097839339e-01	-7.3396757590e-02
22	-3.2183528148e-01	-7.1852086613e-02	-2.4998319486e-01	5.6696263234e-02	2.8828353536e-18	-4.1746084224e-01	2.2266388531e-01	-7.3542184973e-02
23	-3.2401473660e-01	-7.2468987661e-02	-2.5154574893e-01	5.7321657991e-02	2.7577209357e-18	-4.2028786967e-01	2.2384595159e-01	-7.4353400638e-02
24	-3.2629204419e-01	-7.3035033621e-02	-2.5325701057e-01	5.7780300617e-02	2.6400418936e-18	-4.2324182408e-01	2.2527747119e-01	-7.4948317814e-02
25	-3.2996074977e-01	-7.4286946695e-02	-2.5567380307e-01	5.8041285415e-02	2.5083997315e-18	-4.2800059667e-01	2.2673357047e-01	-7.5286847926e-02
26	-3.3288995084e-01	-7.5218739897e-02	-2.5767121094e-01	5.8212416906e-02	2.3863439665e-18	-4.3180013891e-01	2.2806558880e-01	-7.5508826995e-02
27	-3.3556647601e-01	-7.6119135703e-02	-2.5944734031e-01	5.8494286609e-02	2.2621387162e-18	-4.3527192873e-01	2.2916025576e-01	-7.5874447456e-02
28	-3.3706480600e-01	-7.6515088698e-02	-2.6054971730e-01	5.8783907020e-02	2.1247458509e-18	-4.3721545119e-01	2.3004328575e-01	-7.6250121559e-02
29	-3.3920568258e-01	-7.7291232354e-02	-2.6191445023e-01	5.9024934314e-02	1.9834933753e-18	-4.3999243741e-01	2.3077902234e-01	-7.6562764276e-02
30	-3.4133833761e-01	-7.8066315118e-02	-2.6327202249e-01	5.9152807281e-02	1.8478464406e-18	-4.4275875923e-01	2.3150713421e-01	-7.6728631600e-02
31	-3.4276149702e-01	-7.8569749949e-02	-2.6419174707e-01	5.9380170582e-02	1.7289986643e-18	-4.4460477601e-01	2.3202749641e-01	-7.7023550400e-02
32	-3.4406335807e-01	-7.9033962270e-02	-2.6502939580e-01	5.9546389293e-02	1.6152917701e-18	-4.4629345355e-01	2.3249429192e-01	-7.7239156975e-02
33	-3.4567103292e-01	-7.9649092678e-02	-2.6602194024e-01	5.9664153289e-02	1.5117512456e-18	-4.4837881005e-01	2.3296605946e-01	-7.7391911691e-02
34	-3.4748440364e-01	-8.0397866340e-02	-2.6708653730e-01	5.9687372571e-02	1.4149129578e-18	-4.5073097996e-01	2.3336083870e-01	-7.7422030021e-02
35	-3.4859602707e-01	-8.0924255829e-02	-2.6767177124e-01	5.9919843589e-02	1.3193400601e-18	-4.5217289538e-01	2.3343439426e-01	-7.7723574172e-02
36	-3.4995700609e-01	-8.1529807817e-02	-2.6842719827e-01	5.9948780261e-02	1.2317815774e-18	-4.5393825636e-01	2.3362173807e-01	-7.7761108676e-02
37	-3.5146057954e-01	-8.2172649497e-02	-2.6928793005e-01	5.9895373946e-02	1.1509845391e-18	-4.5588858025e-01	2.3389410069e-01	-7.7691833968e-02
38	-3.5292265631e-01	-8.2821386726e-02	-2.7010126958e-01	5.9836739499e-02	1.0727679051e-18	-4.5778507772e-01	2.3409985357e-01	-7.7615777715e-02
39	-3.5426251717e-01	-8.3454681616e-02	-2.7080783556e-01	5.9940639826e-02	9.7639848464e-19	-4.5952304580e-01	2.3419144242e-01	-7.7750549507e-02
40	-3.5575992198e-01	-8.4168910105e-02	-2.7159101187e-01	5.9960758404e-02	8.8391660884e-19	-4.6146536819e-01	2.3427762721e-01	-7.7776645834e-02
41	-3.5675032148e-01	-8.4652456720e-02	-2.7209786476e-01	6.0008043552e-02	8.0428484577e-19	-4.6275004092e-01	2.3430676005e-01	-7.7837980619e-02
42	-3.5892463614e-01	-8.5621377737e-02	-2.7330325840e-01	5.9772461341e-02	6.9661896642e-19	-4.6557040052e-01	2.3460235083e-01	-7.7532400859e-02
43	-3.6085767039e-01	-8.6521640895e-02	-2.7433602950e-01	5.9636642318e-02	5.9658552186e-19	-4.6807778910e-01	2.3476798575e-01	-7.7356226502e-02
44	-3.6278682670e-01	-8.7429585977e-02	-2.7535724072e-01	5.9463480944e-02	4.9983391928e-19	-4.7058014749e-01	2.3490956843e-01	-7.7131614418e-02
45	-3.6458329069e-01	-8.8289728296e-02	-2.7629356239e-01	5.9389252986e-02	4.0915744825e-19	-4.7291038725e-01	2.3500479262e-01	-7.7035331420e-02
46	-3.6656641366e-01	-8.9222856032e-02	-2.7734355763e-01	5.9269013824e-02	3.2852468685e-19	-4.7548274720e-01	2.3515087700e-01	-7.6879366103e-02
47	-3.6877681855e-01	-9.0241550623e-02	-2.7853526793e-01	5.9068856828e-02	2.0776139062e-19	-4.7834992038e-01	2.3536714663e-01	-7.6619737301e-02
48	-3.7054204334e-01	-9.1087879074e-02	-2.7945416427e-01	5.8892597550e-02	6.5347639697e-20	-4.8063963897e-01	2.3545785649e-01	-7.6391106847e-02
49	-3.7180280087e-01	-9.1715876824e-02	-2.8008692405e-01	5.8750735723e-02	-2.5537646653e-20	-4.8227500007e-01	2.3546380903e-01	-7.6207094214e-02
50	-3.7323507933e-01	-9.2426747300e-02	-2.8080833203e-01	5.8605026128e-02	-1.1341061297e-19	-4.8413284539e-01	2.3547698091e-01	-7.6018090541e-02
51	-3.7513409430e-01	-9.3322852511e-02	-2.8181124179e-01	5.8388842159e-02	-2.0938290411e-19	-4.8659610668e-01	2.3561048660e-01	-7.5737672741e-02
52	-3.7668783027e-01	-9.4073159955e-02	-2.8261467031e-01	5.8186942683e-02	-3.0605341007e-19	-4.8861149766e-01	2.3567688795e-01	-7.5475783724e-02
53	-3.7808148361e-01	-9.4735020337e-02	-2.8334646327e-01	5.8005353526e-02	-4.1137582940e-19	-4.9041924135e-01	2.3576430367e-01	-7.5240239746e-02
54	-3.7981985395e-01	-9.5508702614e-02	-2.8431115133e-01	5.7714853375e-02	-5.1976622206e-19	-4.9267412634e-01	2.3600306090e-01	-7.4863424510e-02
55	-3.8245415870e-01	-9.6659327396e-02	-2.8579483131e-01	5.7353965181e-02	-5.5318508498e-19	-4.9609115096e-01	2.3641937989e-01	-7.4395307128e-02
56	-3.8457775181e-01	-9.7635045392e-02	-2.8694270642e-01	5.7117419475e-02	-5.9158388053e-19	-4.9884571834e-01	2.3663457629e-01	-7.4088477593e-02
57	-3.8603438324e-01	-9.8317521254e-02	-2.8771686199e-01	5.6904355277e-02	-6.3719552566e-19	-5.0073515253e-01	2.3674917592e-01	-7.3812106528e-02
58	-3.8739038684e-01	-9.8935459851e-02	-2.8845492699e-01	5.6664534937e-02	-7.6124237374e-19	-5.0249405976e-01	2.3689933392e-01	-7.3501029380e-02
59	-3.8810222628e-01	-9.9295622718e-02	-2.8880660356e-01	5.6559132088e-02	-8.6825774337e-19	-5.0341740505e-01	2.3688872605e-01	-7.3364308627e-02
60	-3.8883767333e-01	-9.9650538996e-02	-2.8918713434e-01	5.6416801901e-02	-9.6804585803e-19	-5.0437137239e-01	2.3692074417e-01	-7.3179688472e-02
61	-3.9034445201e-01	-1.0034880627e-01	-2.8999564575e-01	5.6226806051e-02	-1.0546269393e-18	-5.0632585387e-01	2.3705854936e-01	-7.2933239956e-02
62	-3.9236297786e-01	-1.0125166369e-01	-2.9111131417e-01	5.5928224100e-02	-1.0926003251e-18	-5.0894413580e-01	2.3732456310e-01	-7.2545941609e-02
63	-3.9428002855e-01	-1.0210270837e-01	-2.9217732018e-01	5.5628104868e-02	-1.0577630650e-18	-5.1143079168e-01	2.3759326476e-01	-7.2156649214e-02
64	-3.9642968761e-01	-1.0300864404e-01	-2.9342104356e-01	5.5202603583e-02	-1.0586498825e-18	-5.1421916987e-01	2.3801549940e-01	-7.1604720525e-02
65	-3.9827079853e-01	-1.0380709208e-01	-2.9446370645e-01	5.4899857077e-02	-1.1586739732e-18	-5.1660732231e-01	2.3832076797e-01	-7.1212020226e-02
66	-4.0035836363e-01	-1.0470216455e-01	-2.9565619908e-01	5.4556898362e-02	-1.2221532229e-18	-5.1931515684e-01	2.3869254316e-01	-7.0767159633e-02
