# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	4.0213242892e+01	2.4803257509e+02	1.4179902251e+02
1                	Top	7.2529195886e+01	2.4346097012e+02	1.4532739872e+02
1                	e423_0	1.2428452880e+02	7.0989155789e+02	4.3259265081e+02
2                	Bottom	3.4209451037e+01	1.8943055586e+02	1.1756635056e+02
2                	Top	3.9022757848e+01	2.1740445062e+02	1.4235921642e+02
2                	e423_0	2.8921469048e+01	7.0259952761e+02	4.2107391623e+02
3                	Bottom	2.8995740621e+01	1.4896243880e+02	8.3377506134e+01
3                	Top	4.5648381138e+01	2.4590708003e+02	1.3392009300e+02
3                	e423_0	9.5420094188e+00	7.1005445497e+02	4.1717477191e+02
4                	Bottom	1.5123535020e+01	1.4284310643e+02	7.8171985281e+01
4                	Top	3.0982801038e+01	2.7621292403e+02	1.2881638910e+02
4                	e423_0	1.5638605201e+01	7.0455824195e+02	4.1156454544e+02
5                	Bottom	3.8021182383e+01	1.5859062215e+02	9.3605141006e+01
5                	Top	2.9731535018e+01	3.0437689558e+02	1.2788176923e+02
5                	e423_0	1.1149789285e+01	7.0606840128e+02	4.0613434968e+02
6                	Bottom	2.3472297599e+01	1.7088199074e+02	1.0571302102e+02
6                	Top	8.0834501930e+00	3.2762780299e+02	1.2821143483e+02
6                	e423_0	7.9438760664e+00	7.0746171751e+02	4.0120722991e+02
7                	Bottom	2.5056288191e+01	1.8812554432e+02	1.1736067796e+02
7                	Top	3.5824268729e+01	3.4483101597e+02	1.3365299990e+02
7                	e423_0	3.9743351492e+00	7.0811895655e+02	3.9669854876e+02
8                	Bottom	1.0654317159e+01	2.1224834800e+02	1.2510975381e+02
8                	Top	4.9862185698e+01	3.5637752414e+02	1.3964060283e+02
8                	e423_0	3.9911541024e+00	7.0907659436e+02	3.9260117491e+02
9                	Bottom	1.8379342335e+01	2.3528805796e+02	1.2918315778e+02
9                	Top	4.9809682720e+01	3.6377677317e+02	1.4529127895e+02
9                	e423_0	6.8063934430e+00	7.1089744147e+02	3.8887352324e+02
10               	Bottom	2.2852909783e+01	2.5654051583e+02	1.3390762650e+02
10               	Top	4.1155345513e+01	3.7104409655e+02	1.4947406353e+02
