# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-5.8053091211e+01	-1.3503036407e+01	-4.4550054804e+01	3.2612912531e+01	1.9854629542e-17	-7.5302741034e+01	3.8808772996e+01	-4.2303375332e+01
2	-2.9197735332e+00	-8.3936103332e-01	-2.0804124999e+00	1.5104768404e+00	-3.4362670679e-18	-3.7873426835e+00	1.5513143332e+00	-1.9592935359e+00
3	-1.1710854571e+00	-3.4707914007e-01	-8.2400631699e-01	4.4018029491e-01	8.4205889939e-19	-1.5190568334e+00	5.9615897115e-01	-5.7097360476e-01
4	-9.9739697681e-01	-2.9650013431e-01	-7.0089684250e-01	3.1103493629e-01	-2.9469459749e-19	-1.2937592932e+00	5.0549588523e-01	-4.0345454086e-01
5	-8.3428582287e-01	-2.5276778175e-01	-5.8151804112e-01	2.6075544380e-01	1.8338597888e-19	-1.0821819813e+00	4.1093782422e-01	-3.3823521277e-01
6	-7.6216759315e-01	-2.3154253582e-01	-5.3062505733e-01	2.4760944961e-01	-3.9896533710e-20	-9.8863484604e-01	3.7385315190e-01	-3.2118307351e-01
7	-7.4915771080e-01	-2.3221613792e-01	-5.1694157288e-01	2.3724595677e-01	-4.8701546604e-19	-9.7175926231e-01	3.5590679371e-01	-3.0774021626e-01
8	-7.4897971845e-01	-2.3499697538e-01	-5.1398274307e-01	2.3371920500e-01	-6.2706091292e-19	-9.7152838207e-01	3.4873220961e-01	-3.0316554040e-01
9	-7.4860244841e-01	-2.3676920810e-01	-5.1183324031e-01	2.3379926129e-01	-6.7267223372e-19	-9.7103901161e-01	3.4383004027e-01	-3.0326938428e-01
10	-7.5349818254e-01	-2.4083655116e-01	-5.1266163138e-01	2.3364410842e-01	-6.8974904578e-19	-9.7738944345e-01	3.3978135028e-01	-3.0306812994e-01
11	-7.5749498451e-01	-2.4452067286e-01	-5.1297431165e-01	2.3161894160e-01	-7.2398207183e-19	-9.8257383824e-01	3.3556704848e-01	-3.0044121362e-01
12	-7.6410982798e-01	-2.4869592638e-01	-5.1541390161e-01	2.2839626463e-01	-7.4651742628e-19	-9.9115418832e-01	3.3339746903e-01	-2.9626096406e-01
13	-7.6843819917e-01	-2.5111985648e-01	-5.1731834270e-01	2.2837382172e-01	-7.6189712844e-19	-9.9676867340e-01	3.3274810777e-01	-2.9623185256e-01
14	-7.8058385598e-01	-2.5610143589e-01	-5.2448242009e-01	2.2877408143e-01	-7.5748239332e-19	-1.0125232393e+00	3.3547623025e-01	-2.9675104374e-01
15	-7.9199585629e-01	-2.6053910028e-01	-5.3145675601e-01	2.2949753787e-01	-6.1627202482e-19	-1.0273261531e+00	3.3864706966e-01	-2.9768946497e-01
16	-8.0337146022e-01	-2.6482479544e-01	-5.3854666478e-01	2.3064349247e-01	-1.1396354727e-19	-1.0420818558e+00	3.4215233667e-01	-2.9917592367e-01
17	-8.1441769136e-01	-2.6891379593e-01	-5.4550389544e-01	2.3204423060e-01	1.0589723493e-20	-1.0564103173e+00	3.4573762438e-01	-3.0099287120e-01
18	-8.2556932209e-01	-2.7290246868e-01	-5.5266685341e-01	2.3369693121e-01	-8.6572797169e-20	-1.0708754964e+00	3.4970548092e-01	-3.0313664827e-01
19	-8.3735897719e-01	-2.7700946342e-01	-5.6034951377e-01	2.3565440055e-01	-1.0862055329e-18	-1.0861682797e+00	3.5417506293e-01	-3.0567575176e-01
20	-8.4962264010e-01	-2.8126178612e-01	-5.6836085398e-01	2.3761592275e-01	-9.0795505294e-19	-1.1020759155e+00	3.5887383482e-01	-3.0822011238e-01
21	-8.6247181903e-01	-2.8566187774e-01	-5.7680994129e-01	2.3979657539e-01	-1.0712444631e-18	-1.1187430451e+00	3.6393507944e-01	-3.1104871490e-01
22	-8.7586832132e-01	-2.9023822703e-01	-5.8563009429e-01	2.4193510147e-01	-1.2386138942e-18	-1.1361201274e+00	3.6923983407e-01	-3.1382267357e-01
23	-8.8939631100e-01	-2.9482921021e-01	-5.9456710079e-01	2.4405414598e-01	-1.4175874349e-18	-1.1536677666e+00	3.7467236322e-01	-3.1657136200e-01
