# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	1.3225998725e+01	1.9756649738e+02	1.0968768179e+02
1                	Top	3.0507430054e+01	2.0110916282e+02	1.0812224520e+02
1                	e423_0	3.5771689055e+00	2.2007869443e+02	1.0229001459e+01
2                	Bottom	2.5962232607e+01	1.9649324967e+02	1.0690965661e+02
2                	Top	1.9932767241e+01	1.9829451548e+02	1.1172665494e+02
2                	e423_0	1.5692806273e+00	5.7324899556e+02	1.2295749980e+01
3                	Bottom	1.8194732467e+01	2.0490408914e+02	1.0751012320e+02
3                	Top	2.2574226720e+01	2.0152022424e+02	1.1443029114e+02
3                	e423_0	3.9707700980e-01	2.4950988365e+02	1.0032254229e+01
4                	Bottom	8.5737674182e+00	2.0770965306e+02	1.0721536870e+02
4                	Top	2.7487299020e+01	2.0721908549e+02	1.1794854990e+02
4                	e423_0	2.5702434937e-01	1.8902130983e+02	8.7744998309e+00
5                	Bottom	9.2718715697e+00	2.0952717978e+02	1.0468814555e+02
5                	Top	3.0078226512e+01	2.1711176636e+02	1.2109376715e+02
5                	e423_0	4.2170042335e-01	1.5327563030e+02	7.9786517425e+00
6                	Bottom	7.9491065154e+00	2.0817705399e+02	1.0206633803e+02
6                	Top	2.8470738009e+01	2.1850995190e+02	1.2303119973e+02
6                	e423_0	5.8832159683e-01	1.4788668180e+02	7.2496220178e+00
7                	Bottom	4.9011075477e+00	2.0430221114e+02	9.7860507021e+01
7                	Top	2.6362689814e+01	2.2184152584e+02	1.2378645250e+02
7                	e423_0	1.6049117576e+00	1.4545808782e+02	6.8167783846e+00
8                	Bottom	4.0839311419e+00	1.9805722404e+02	9.8652110228e+01
8                	Top	1.5312691939e+01	2.2141144876e+02	1.2338794938e+02
8                	e423_0	1.1290887918e+00	1.4058491160e+02	6.3741636523e+00
9                	Bottom	4.5170400527e-01	1.8991696245e+02	9.8679911004e+01
9                	Top	1.8793650507e+01	2.1624967530e+02	1.2257592077e+02
9                	e423_0	1.8573181512e+00	1.3667777272e+02	6.0857875215e+00
10               	Bottom	1.0668900490e+00	1.8134313970e+02	9.8375112374e+01
10               	Top	2.6343698722e+01	2.1065302540e+02	1.2139037240e+02
10               	e423_0	1.2398339227e+00	1.3361406082e+02	5.8180687578e+00
11               	Bottom	2.8620790111e+00	1.7180461622e+02	9.7219887220e+01
11               	Top	2.6401492947e+01	2.0865303068e+02	1.1967867821e+02
11               	e423_0	1.6295665336e+00	1.3142544123e+02	5.6075248336e+00
12               	Bottom	3.7816480678e+00	1.6233259923e+02	9.5921351710e+01
12               	Top	2.6441345699e+01	2.0367024001e+02	1.1759177283e+02
12               	e423_0	1.3875777363e+00	1.3002429285e+02	5.4499062612e+00
