# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-2.0331923222e+00	-4.6882879560e-01	-1.5643635266e+00	8.0193998606e-01	0.0000000000e+00	-2.4659850883e+00	1.3694184138e+00	-9.7264386930e-01
2	-7.4869935593e-01	-1.9751358582e-01	-5.5118577011e-01	2.4429895166e-01	0.0000000000e+00	-9.0807024361e-01	4.4209023036e-01	-2.9630132147e-01
3	-4.6400478207e-01	-1.3334667799e-01	-3.3065810408e-01	1.1914758003e-01	0.0000000000e+00	-5.6277453981e-01	2.4663928261e-01	-1.4450977040e-01
4	-4.3138079455e-01	-1.2760880036e-01	-3.0377199419e-01	9.9577904234e-02	0.0000000000e+00	-5.2320609079e-01	2.2020399228e-01	-1.2077442172e-01
5	-4.4574312829e-01	-1.3419934823e-01	-3.1154378006e-01	9.7598624253e-02	0.0000000000e+00	-5.4062564351e-01	2.2168053978e-01	-1.1837382495e-01
6	-4.7017292208e-01	-1.4304538486e-01	-3.2712753722e-01	1.0017659144e-01	0.0000000000e+00	-5.7025565270e-01	2.3010269045e-01	-1.2150054768e-01
7	-4.8868513239e-01	-1.4970099154e-01	-3.3898414086e-01	1.0187559268e-01	0.0000000000e+00	-5.9270843992e-01	2.3660393665e-01	-1.2356120455e-01
8	-5.0324827404e-01	-1.5498396533e-01	-3.4826430870e-01	1.0298179005e-01	0.0000000000e+00	-6.1037154524e-01	2.4160042921e-01	-1.2490287114e-01
9	-5.1831946106e-01	-1.6051200936e-01	-3.5780745169e-01	1.0386365055e-01	0.0000000000e+00	-6.2865084034e-01	2.4661930291e-01	-1.2597244770e-01
10	-5.3233363103e-01	-1.6577408465e-01	-3.6655954638e-01	1.0443070563e-01	0.0000000000e+00	-6.4564811788e-01	2.5098182716e-01	-1.2666020820e-01
11	-5.4549142767e-01	-1.7078201138e-01	-3.7470941629e-01	1.0473928957e-01	0.0000000000e+00	-6.6160673131e-01	2.5490925613e-01	-1.2703447845e-01
12	-5.5897852186e-01	-1.7600990364e-01	-3.8296861823e-01	1.0458462005e-01	0.0000000000e+00	-6.7796473778e-01	2.5869839323e-01	-1.2684688541e-01
13	-5.7121746397e-01	-1.8086736152e-01	-3.9035010245e-01	1.0419208128e-01	0.0000000000e+00	-6.9280890594e-01	2.6185342616e-01	-1.2637078940e-01
14	-5.8193491054e-01	-1.8522922653e-01	-3.9670568400e-01	1.0366024390e-01	0.0000000000e+00	-7.0580770744e-01	2.6434557184e-01	-1.2572574316e-01
15	-5.9251118625e-01	-1.8959590983e-01	-4.0291527642e-01	1.0295109019e-01	0.0000000000e+00	-7.1863528795e-01	2.6664920824e-01	-1.2486563639e-01
16	-6.0170539137e-01	-1.9349323656e-01	-4.0821215481e-01	1.0197521408e-01	0.0000000000e+00	-7.2978660525e-01	2.6839864782e-01	-1.2368203173e-01
17	-6.0974547014e-01	-1.9699701808e-01	-4.1274845206e-01	1.0074753256e-01	0.0000000000e+00	-7.3953812464e-01	2.6968929247e-01	-1.2219302141e-01
18	-6.1804879920e-01	-2.0061210014e-01	-4.1743669905e-01	9.9479651077e-02	0.0000000000e+00	-7.4960893074e-01	2.7103074864e-01	-1.2065525404e-01
19	-6.2606048631e-01	-2.0413731182e-01	-4.2192317449e-01	9.8103705091e-02	0.0000000000e+00	-7.5932601492e-01	2.7223232834e-01	-1.1898641915e-01
20	-6.3352253255e-01	-2.0749102204e-01	-4.2603151052e-01	9.6498814345e-02	0.0000000000e+00	-7.6837645967e-01	2.7317561060e-01	-1.1703990548e-01
21	-6.4071652912e-01	-2.1075530747e-01	-4.2996122164e-01	9.4759576069e-02	0.0000000000e+00	-7.7710179669e-01	2.7400739271e-01	-1.1493044657e-01
22	-6.4793575275e-01	-2.1401916389e-01	-4.3391658885e-01	9.2974873180e-02	0.0000000000e+00	-7.8585773071e-01	2.7487178120e-01	-1.1276584529e-01
23	-6.5489117935e-01	-2.1717042167e-01	-4.3772075767e-01	9.1205258433e-02	0.0000000000e+00	-7.9429371490e-01	2.7568792000e-01	-1.1061954386e-01
24	-6.6141771174e-01	-2.2012837157e-01	-4.4128934017e-01	8.9574024287e-02	0.0000000000e+00	-8.0220950889e-01	2.7645121074e-01	-1.0864107924e-01
25	-6.6809598892e-01	-2.2313309017e-01	-4.4496289875e-01	8.8003744401e-02	0.0000000000e+00	-8.1030934862e-01	2.7728726072e-01	-1.0673654383e-01
26	-6.7481843482e-01	-2.2610256083e-01	-4.4871587399e-01	8.6563918475e-02	0.0000000000e+00	-8.1846275897e-01	2.7826664144e-01	-1.0499023128e-01
27	-6.8150050498e-01	-2.2901767221e-01	-4.5248283277e-01	8.5235979922e-02	0.0000000000e+00	-8.2656719907e-01	2.7933145069e-01	-1.0337962286e-01
28	-6.8816792704e-01	-2.3191791458e-01	-4.5625001247e-01	8.3978943609e-02	0.0000000000e+00	-8.3465387302e-01	2.8041512237e-01	-1.0185500919e-01
29	-6.9457106870e-01	-2.3469045422e-01	-4.5988061448e-01	8.2818777019e-02	0.0000000000e+00	-8.4242001086e-01	2.8148770032e-01	-1.0044788529e-01
30	-7.0028559382e-01	-2.3717656769e-01	-4.6310902613e-01	8.1750610417e-02	0.0000000000e+00	-8.4935095073e-01	2.8241557305e-01	-9.9152344835e-02
31	-7.0595629785e-01	-2.3962530709e-01	-4.6633099076e-01	8.0756245252e-02	0.0000000000e+00	-8.5622874160e-01	2.8338210460e-01	-9.7946315458e-02
32	-7.1115552493e-01	-2.4187305724e-01	-4.6928246768e-01	7.9816036923e-02	0.0000000000e+00	-8.6253469520e-01	2.8426176305e-01	-9.6805970940e-02
33	-7.1600597242e-01	-2.4395727064e-01	-4.7204870177e-01	7.8955441356e-02	0.0000000000e+00	-8.6841762671e-01	2.8511428891e-01	-9.5762185848e-02
34	-7.2037495335e-01	-2.4583556549e-01	-4.7453938786e-01	7.8138577603e-02	0.0000000000e+00	-8.7371660493e-01	2.8587977797e-01	-9.4771441483e-02
35	-7.2445755364e-01	-2.4758453757e-01	-4.7687301608e-01	7.7382875091e-02	0.0000000000e+00	-8.7866824248e-01	2.8661059814e-01	-9.3854877366e-02
36	-7.2840987517e-01	-2.4926551106e-01	-4.7914436411e-01	7.6692436269e-02	0.0000000000e+00	-8.8346186964e-01	2.8734856630e-01	-9.3017469207e-02
37	-7.3226448303e-01	-2.5089363799e-01	-4.8137084504e-01	7.6053037226e-02	0.0000000000e+00	-8.8813698345e-01	2.8809650881e-01	-9.2241965342e-02
38	-7.3600351002e-01	-2.5246542432e-01	-4.8353808570e-01	7.5452509696e-02	0.0000000000e+00	-8.9267191343e-01	2.8884082672e-01	-9.1513607321e-02
39	-7.3966978907e-01	-2.5399291063e-01	-4.8567687844e-01	7.4896957851e-02	0.0000000000e+00	-8.9711861007e-01	2.8960495976e-01	-9.0839798676e-02
40	-7.4323235682e-01	-2.5546455609e-01	-4.8776780074e-01	7.4383013060e-02	0.0000000000e+00	-9.0143951904e-01	2.9037905581e-01	-9.0216453714e-02
41	-7.4669641322e-01	-2.5688495859e-01	-4.8981145463e-01	7.3908045236e-02	0.0000000000e+00	-9.0564094717e-01	2.9115812004e-01	-8.9640382498e-02
42	-7.5011458603e-01	-2.5827291280e-01	-4.9184167323e-01	7.3475323016e-02	0.0000000000e+00	-9.0978672478e-01	2.9196095054e-01	-8.9115549442e-02
43	-7.5352545440e-01	-2.5964449794e-01	-4.9388095645e-01	7.3076617194e-02	0.0000000000e+00	-9.1392364307e-01	2.9279557314e-01	-8.8631973637e-02
44	-7.5693374970e-01	-2.6100322321e-01	-4.9593052648e-01	7.2710582845e-02	0.0000000000e+00	-9.1805744060e-01	2.9365912909e-01	-8.8188023877e-02
45	-7.6026523466e-01	-2.6232257232e-01	-4.9794266234e-01	7.2372224708e-02	0.0000000000e+00	-9.2209807766e-01	2.9452511253e-01	-8.7777641586e-02
46	-7.6354211036e-01	-2.6360952419e-01	-4.9993258617e-01	7.2066571993e-02	0.0000000000e+00	-9.2607248112e-01	2.9540382748e-01	-8.7406926515e-02
47	-7.6676390612e-01	-2.6486517330e-01	-5.0189873281e-01	7.1790605882e-02	0.0000000000e+00	-9.2998008012e-01	2.9629194939e-01	-8.7072217246e-02
48	-7.6991420002e-01	-2.6608417842e-01	-5.0383002160e-01	7.1550500430e-02	0.0000000000e+00	-9.3380095712e-01	2.9718230398e-01	-8.6781002068e-02
