# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-1.6117681003e+01	-1.6875966117e+00	-1.4430084391e+01	1.3146179576e+01	2.1488558697e-17	-2.0906675987e+01	1.5928109724e+01	-1.7052261850e+01
2	-1.1349794612e+00	-2.3906077832e-01	-8.9591868290e-01	7.4592145246e-01	-1.1388986874e-17	-1.4722122769e+00	8.2107238073e-01	-9.6755470690e-01
3	-6.4501054364e-01	-1.7315936481e-01	-4.7185117883e-01	1.3777186654e-01	-1.2126656164e-18	-8.3666046262e-01	3.7336476753e-01	-1.7870758041e-01
4	-5.2263182624e-01	-1.3446603417e-01	-3.8816579208e-01	5.3552292781e-02	6.0008675066e-19	-6.7791974850e-01	3.1712469739e-01	-6.9464114183e-02
5	-4.3700439842e-01	-1.0846146045e-01	-3.2854293797e-01	4.2839426828e-02	8.4062166000e-20	-5.6685011703e-01	2.7510184689e-01	-5.5568168648e-02
6	-4.2329181287e-01	-1.0708390589e-01	-3.1620790698e-01	5.4113891387e-02	4.4079208867e-19	-5.4906315482e-01	2.6140500135e-01	-7.0192578786e-02
7	-4.5874271743e-01	-1.2332710535e-01	-3.3541561208e-01	5.9855355812e-02	2.5069616989e-20	-5.9504747322e-01	2.6511063342e-01	-7.7639986165e-02
8	-4.5016327974e-01	-1.2130241332e-01	-3.2886086642e-01	6.6867563109e-02	-1.1686984206e-19	-5.8391885465e-01	2.5944806638e-01	-8.6735708179e-02
9	-4.4689350949e-01	-1.2073014751e-01	-3.2616336199e-01	6.9507550418e-02	-2.4016371222e-19	-5.7967754804e-01	2.5679151810e-01	-9.0160106469e-02
10	-4.5075057206e-01	-1.2332107072e-01	-3.2742950134e-01	7.1565064843e-02	-2.3904190013e-19	-5.8468064727e-01	2.5513553828e-01	-9.2828963572e-02
11	-4.4879680925e-01	-1.2296467720e-01	-3.2583213206e-01	7.4290546180e-02	-5.8074601362e-20	-5.8214636917e-01	2.5358431858e-01	-9.6364258458e-02
12	-4.4797386789e-01	-1.2281263461e-01	-3.2516123328e-01	7.5409711717e-02	2.1723280543e-19	-5.8107890987e-01	2.5293574834e-01	-9.7815958069e-02
13	-4.4994734422e-01	-1.2359682858e-01	-3.2635051565e-01	7.6441442337e-02	5.0486415694e-20	-5.8363875891e-01	2.5344210883e-01	-9.9154243508e-02
14	-4.5137662764e-01	-1.2414724671e-01	-3.2722938093e-01	7.7163298005e-02	7.5885324501e-20	-5.8549272073e-01	2.5385266778e-01	-1.0009058184e-01
15	-4.5319620680e-01	-1.2476259220e-01	-3.2843361460e-01	7.8096631717e-02	6.8110418580e-20	-5.8785294562e-01	2.5458877800e-01	-1.0130123401e-01
16	-4.5758313516e-01	-1.2638649257e-01	-3.3119664259e-01	7.8645256827e-02	6.3764595548e-20	-5.9354334797e-01	2.5601268752e-01	-1.0201287035e-01
17	-4.6208397821e-01	-1.2800412734e-01	-3.3407985087e-01	7.9080374373e-02	5.3388542708e-20	-5.9938151212e-01	2.5759465440e-01	-1.0257727298e-01
18	-4.6667406984e-01	-1.2952964424e-01	-3.3714442561e-01	7.9360708328e-02	4.9711727972e-20	-6.0533544299e-01	2.5951847671e-01	-1.0294090166e-01
19	-4.7345754086e-01	-1.3192004940e-01	-3.4153749146e-01	7.9745781485e-02	4.1656355558e-20	-6.1413446504e-01	2.6202180257e-01	-1.0344039037e-01
20	-4.8013658695e-01	-1.3418577239e-01	-3.4595081456e-01	8.0183963452e-02	3.9734201500e-20	-6.2279803473e-01	2.6470630271e-01	-1.0400876795e-01
21	-4.8708793421e-01	-1.3652958308e-01	-3.5055835112e-01	8.0632989475e-02	3.3730671564e-20	-6.3181481355e-01	2.6753596005e-01	-1.0459121164e-01
22	-4.9298935041e-01	-1.3846893236e-01	-3.5452041805e-01	8.1205806962e-02	3.3434365607e-20	-6.3946969867e-01	2.7006435712e-01	-1.0533422855e-01
23	-4.9946243343e-01	-1.4055108249e-01	-3.5891135093e-01	8.1765113577e-02	2.8149898450e-20	-6.4786610813e-01	2.7295033555e-01	-1.0605972015e-01
24	-5.0650309341e-01	-1.4294722840e-01	-3.6355586502e-01	8.2032127986e-02	2.7866433744e-20	-6.5699873689e-01	2.7576079578e-01	-1.0640607169e-01
25	-5.1247882233e-01	-1.4489453299e-01	-3.6758428934e-01	8.2522719965e-02	2.2864576917e-20	-6.6475001502e-01	2.7836219544e-01	-1.0704243170e-01
26	-5.1847445515e-01	-1.4690767038e-01	-3.7156678476e-01	8.2914927310e-02	2.2985822003e-20	-6.7252711103e-01	2.8082389297e-01	-1.0755117436e-01
27	-5.2515721374e-01	-1.4921441676e-01	-3.7594279698e-01	8.3155980020e-02	1.7933832058e-20	-6.8119549631e-01	2.8341047527e-01	-1.0786385029e-01
28	-5.3094025650e-01	-1.5115751813e-01	-3.7978273837e-01	8.3320368841e-02	1.8009112075e-20	-6.8869683605e-01	2.8578152529e-01	-1.0807708343e-01
29	-5.3609666200e-01	-1.5304005985e-01	-3.8305660215e-01	8.3347839928e-02	1.3294405497e-20	-6.9538534783e-01	2.8752067788e-01	-1.0811271692e-01
30	-5.4082467632e-01	-1.5480433226e-01	-3.8602034406e-01	8.3231685456e-02	1.3363164790e-20	-7.0151818191e-01	2.8902001474e-01	-1.0796204984e-01
31	-5.4474997905e-01	-1.5627662114e-01	-3.8847335791e-01	8.3165607235e-02	8.8978180107e-21	-7.0660979729e-01	2.9024592096e-01	-1.0787633801e-01
32	-5.4910891885e-01	-1.5798394656e-01	-3.9112497229e-01	8.2950697297e-02	8.9908129304e-21	-7.1226389491e-01	2.9142628216e-01	-1.0759757257e-01
33	-5.5243937867e-01	-1.5928638865e-01	-3.9315299002e-01	8.2742050305e-02	4.6636070442e-21	-7.1658392361e-01	2.9233325172e-01	-1.0732693096e-01
34	-5.5571497427e-01	-1.6064251424e-01	-3.9507246003e-01	8.2422246329e-02	4.8831465779e-21	-7.2083278645e-01	2.9303743224e-01	-1.0691210465e-01
35	-5.5889252202e-01	-1.6200653084e-01	-3.9688599118e-01	8.2100076405e-02	8.9548481558e-22	-7.2495446879e-01	2.9359932542e-01	-1.0649420941e-01
36	-5.6142051491e-01	-1.6306715804e-01	-3.9835335687e-01	8.1703523140e-02	1.1169231344e-21	-7.2823359612e-01	2.9410774853e-01	-1.0597982954e-01
37	-5.6458124984e-01	-1.6443650285e-01	-4.0014474699e-01	8.1291942826e-02	-2.7906836844e-21	-7.3233347011e-01	2.9463530518e-01	-1.0544595769e-01
38	-5.6688649323e-01	-1.6550008274e-01	-4.0138641048e-01	8.0893304374e-02	-2.4277157734e-21	-7.3532366308e-01	2.9485790968e-01	-1.0492887307e-01
39	-5.6940953546e-01	-1.6661182933e-01	-4.0279770613e-01	8.0442475231e-02	-6.2777391917e-21	-7.3859636879e-01	2.9523234600e-01	-1.0434409050e-01
40	-5.7202236009e-01	-1.6781274683e-01	-4.0420961326e-01	7.9957778713e-02	-6.1140220392e-21	-7.4198553363e-01	2.9549608304e-01	-1.0371537766e-01
41	-5.7450489381e-01	-1.6892858698e-01	-4.0557630683e-01	7.9510722793e-02	-9.7911479700e-21	-7.4520569466e-01	2.9580964982e-01	-1.0313548944e-01
42	-5.7673459740e-01	-1.6994418579e-01	-4.0679041161e-01	7.9022606857e-02	-9.8290066201e-21	-7.4809790295e-01	2.9605778228e-01	-1.0250234118e-01
43	-5.7911819411e-01	-1.7106850160e-01	-4.0804969251e-01	7.8578404157e-02	-1.3267173087e-20	-7.5118973012e-01	2.9622648865e-01	-1.0192615396e-01
44	-5.8149414589e-01	-1.7212071733e-01	-4.0937342855e-01	7.8094792149e-02	-1.3517796784e-20	-7.5427164084e-01	2.9656588902e-01	-1.0129884786e-01
45	-5.8403968493e-01	-1.7324831438e-01	-4.1079137055e-01	7.7638096107e-02	-1.6942518590e-20	-7.5757352776e-01	2.9692882021e-01	-1.0070645518e-01
46	-5.8666299190e-01	-1.7443706769e-01	-4.1222592421e-01	7.7164273507e-02	-1.7286642036e-20	-7.6097628953e-01	2.9723607065e-01	-1.0009184719e-01
47	-5.8886414511e-01	-1.7541150035e-01	-4.1345264476e-01	7.6749487540e-02	-2.0632565702e-20	-7.6383146435e-01	2.9755143052e-01	-9.9553817196e-02
48	-5.9132698998e-01	-1.7651595055e-01	-4.1481103942e-01	7.6278661563e-02	-2.1163244978e-20	-7.6702608643e-01	2.9786886109e-01	-9.8943096203e-02
49	-5.9402609025e-01	-1.7769028842e-01	-4.1633580183e-01	7.5828256205e-02	-2.4467825375e-20	-7.7052716174e-01	2.9830689176e-01	-9.8358863343e-02
50	-5.9629214273e-01	-1.7867739013e-01	-4.1761475260e-01	7.5402025330e-02	-2.5221158321e-20	-7.7346651913e-01	2.9867170308e-01	-9.7805987851e-02
51	-5.9884227550e-01	-1.7981406651e-01	-4.1902820899e-01	7.4974558330e-02	-2.8437040957e-20	-7.7677436469e-01	2.9901767809e-01	-9.7251508949e-02
52	-6.0131071347e-01	-1.8086851554e-01	-4.2044219793e-01	7.4533924528e-02	-2.9412422426e-20	-7.7997624174e-01	2.9946710299e-01	-9.6679951036e-02
53	-6.0380359806e-01	-1.8194584657e-01	-4.2185775149e-01	7.4120233420e-02	-3.2625380956e-20	-7.8320982915e-01	2.9988988115e-01	-9.6143341212e-02
54	-6.0659547991e-01	-1.8313541284e-01	-4.2346006707e-01	7.3662105224e-02	-3.3694238022e-20	-7.8683125392e-01	3.0040581779e-01	-9.5549090851e-02
55	-6.0890763307e-01	-1.8413296836e-01	-4.2477466471e-01	7.3287325340e-02	-3.6853214864e-20	-7.8983040975e-01	3.0080212044e-01	-9.5062953819e-02
56	-6.1146014809e-01	-1.8522178073e-01	-4.2623836736e-01	7.2879482839e-02	-3.8001247524e-20	-7.9314134540e-01	3.0127073329e-01	-9.4533930382e-02
57	-6.1410000000e-01	-1.8633776410e-01	-4.2776223590e-01	7.2497727358e-02	-4.1110702341e-20	-7.9656556805e-01	3.0178058974e-01	-9.4038745116e-02
58	-6.1628112834e-01	-1.8730918573e-01	-4.2897194261e-01	7.2118974102e-02	-4.2287514806e-20	-7.9939476808e-01	3.0207844610e-01	-9.3547454117e-02
59	-6.1881205416e-01	-1.8839813056e-01	-4.3041392360e-01	7.1756261389e-02	-4.5313141717e-20	-8.0267769980e-01	3.0251974129e-01	-9.3076969735e-02
60	-6.2156165862e-01	-1.8952616669e-01	-4.3203549193e-01	7.1418439249e-02	-4.6673591407e-20	-8.0624428542e-01	3.0313665655e-01	-9.2638771585e-02
61	-6.2417932840e-01	-1.9064157085e-01	-4.3353775755e-01	7.1132907790e-02	-4.9610485357e-20	-8.0963973505e-01	3.0362023338e-01	-9.2268401076e-02
62	-6.2677230248e-01	-1.9172433841e-01	-4.3504796408e-01	7.0810440570e-02	-5.0990058772e-20	-8.1300315123e-01	3.0415453209e-01	-9.1850120203e-02
63	-6.2929894457e-01	-1.9277627227e-01	-4.3652267230e-01	7.0553813691e-02	-5.3853563728e-20	-8.1628052639e-01	3.0468300003e-01	-9.1517242601e-02
64	-6.3179759569e-01	-1.9385567062e-01	-4.3794192507e-01	7.0252048590e-02	-5.5171169443e-20	-8.1952159373e-01	3.0510781807e-01	-9.1125815001e-02
65	-6.3439410573e-01	-1.9493211674e-01	-4.3946198899e-01	6.9968166120e-02	-5.7984739249e-20	-8.2288959649e-01	3.0566234031e-01	-9.0757583441e-02
66	-6.3690848682e-01	-1.9599043187e-01	-4.4091805495e-01	6.9670059876e-02	-5.9375992008e-20	-8.2615106759e-01	3.0615952886e-01	-9.0370901842e-02
67	-6.3925641185e-01	-1.9698609082e-01	-4.4227032103e-01	6.9419585473e-02	-6.2080955170e-20	-8.2919662406e-01	3.0660528777e-01	-9.0046004782e-02
68	-6.4155943347e-01	-1.9796109142e-01	-4.4359834205e-01	6.9133165041e-02	-6.3492223449e-20	-8.3218393513e-01	3.0704656328e-01	-8.9674481164e-02
69	-6.4404966184e-01	-1.9899687158e-01	-4.4505279026e-01	6.8861020593e-02	-6.6139647424e-20	-8.3541407708e-01	3.0756989835e-01	-8.9321475307e-02
