# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	3.1457634161e+01	2.2581227912e+02	1.2770602703e+02
1                	Top	3.2611533053e+01	2.1134154560e+02	1.2523491801e+02
1                	e423_0	3.1066021774e+00	1.1482081709e+02	9.6906444499e+00
2                	Bottom	3.2976460241e+01	2.2435198977e+02	1.2350867637e+02
2                	Top	2.6819505818e+01	2.1807165926e+02	1.2860750731e+02
2                	e423_0	1.2234480095e+00	2.1445486638e+02	1.0444503737e+01
3                	Bottom	2.1798347648e+01	2.3327688951e+02	1.2462837483e+02
3                	Top	3.1970722132e+01	2.2668868512e+02	1.3166845562e+02
3                	e423_0	9.4966555527e-01	1.9324800024e+02	9.7304748118e+00
4                	Bottom	9.3569261833e+00	2.3798740150e+02	1.2384056992e+02
4                	Top	3.5783154432e+01	2.3753842095e+02	1.3576501326e+02
4                	e423_0	7.8819102854e-01	1.7510187982e+02	8.6182576775e+00
5                	Bottom	8.4077854750e+00	2.4089160055e+02	1.2162155209e+02
5                	Top	3.5118087363e+01	2.4657869236e+02	1.3937650170e+02
5                	e423_0	9.3540151687e-01	1.5465136916e+02	7.9094023166e+00
6                	Bottom	9.2311034467e+00	2.4038236749e+02	1.1791231609e+02
6                	Top	3.3128351891e+01	2.4817835651e+02	1.4166334701e+02
6                	e423_0	1.2903483934e+00	1.3926715535e+02	7.1718947945e+00
7                	Bottom	6.2819040685e+00	2.3649294515e+02	1.1394772972e+02
7                	Top	3.1698587489e+01	2.5290487558e+02	1.4248781071e+02
7                	e423_0	5.0237951582e-01	1.2544317113e+02	6.6638512833e+00
8                	Bottom	3.6560618511e+00	2.2954519821e+02	1.1523353500e+02
8                	Top	1.7356140360e+01	2.5113056079e+02	1.4187308641e+02
8                	e423_0	5.1799813153e-01	1.1279241695e+02	6.1978126533e+00
9                	Bottom	3.1213563792e+00	2.2026194325e+02	1.1495092151e+02
9                	Top	2.4668572647e+01	2.4505072824e+02	1.4087240237e+02
9                	e423_0	1.9101169005e+00	1.0194791821e+02	5.8964863648e+00
10               	Bottom	2.0262547172e+00	2.1053510594e+02	1.1420823139e+02
10               	Top	3.0974896290e+01	2.3852866607e+02	1.3932244907e+02
10               	e423_0	8.7054364756e-01	9.2667117357e+01	5.5706115258e+00
11               	Bottom	9.9073898263e-01	1.9971216879e+02	1.1257348120e+02
11               	Top	3.1016211488e+01	2.3664756949e+02	1.3712935997e+02
11               	e423_0	7.4335160448e-01	8.4458691560e+01	5.3538888409e+00
12               	Bottom	3.7631640697e+00	1.8900880812e+02	1.1100958841e+02
12               	Top	3.1052716150e+01	2.3041956210e+02	1.3447490391e+02
12               	e423_0	1.9830477120e-01	7.7823347575e+01	5.1487057374e+00
13               	Bottom	3.7587884814e+00	1.7843824296e+02	1.0856043655e+02
13               	Top	6.7222853462e+00	2.2105072957e+02	1.3124187566e+02
13               	e423_0	1.1082122589e+00	7.3247014239e+01	5.0643774564e+00
14               	Bottom	4.2822850344e+00	1.7039705176e+02	1.0667150207e+02
14               	Top	3.1139822074e+01	2.1207903163e+02	1.2917161657e+02
14               	e423_0	1.5240222637e+00	7.0425501296e+01	4.9658016010e+00
15               	Bottom	5.1258069007e+00	1.7061400454e+02	1.0413639711e+02
15               	Top	3.1247349957e+01	2.0259774185e+02	1.2641980431e+02
15               	e423_0	1.6668984489e+00	7.0314620870e+01	4.9003948459e+00
16               	Bottom	5.9514060976e+00	1.6950233893e+02	1.0146826542e+02
16               	Top	8.5863987367e+00	1.9265264196e+02	1.2302597052e+02
16               	e423_0	1.6573730889e+00	7.0387088013e+01	4.8283722682e+00
17               	Bottom	6.6273615660e+00	1.6813068447e+02	9.9287164445e+01
17               	Top	3.1543598389e+01	1.8351062245e+02	1.2085433036e+02
17               	e423_0	1.6099551035e+00	7.0559296744e+01	4.7798309994e+00
18               	Bottom	7.2747465637e+00	1.6556015053e+02	9.6916849328e+01
18               	Top	3.0059916394e+01	1.7390840151e+02	1.1796460873e+02
18               	e423_0	1.4674540597e+00	7.0858391744e+01	4.7236982609e+00
19               	Bottom	8.1669994913e+00	1.6265257275e+02	9.4568193191e+01
19               	Top	2.7186903440e+01	1.6530221820e+02	1.1517422055e+02
19               	e423_0	1.2345050842e+00	7.1414747765e+01	4.6871750083e+00
20               	Bottom	8.5183470957e+00	1.5924648220e+02	9.2283447279e+01
20               	Top	3.2116670553e+01	1.5666756131e+02	1.1253693447e+02
20               	e423_0	9.0472642705e-01	7.2076937166e+01	4.6410133138e+00
21               	Bottom	8.9137381139e+00	1.5523684401e+02	9.0079933052e+01
21               	Top	2.4884786391e+01	1.4847804321e+02	1.0976856841e+02
21               	e423_0	4.1269825208e-01	7.2690209660e+01	4.6090879747e+00
22               	Bottom	9.2561820231e+00	1.5154556727e+02	8.8295245702e+01
22               	Top	2.3915782970e+01	1.4108949732e+02	1.0718446015e+02
22               	e423_0	6.0152602852e-01	7.3246617860e+01	4.5710171687e+00
23               	Bottom	9.6716532698e+00	1.4757420580e+02	8.6974567265e+01
23               	Top	3.2851716520e+01	1.3568435094e+02	1.0483185537e+02
23               	e423_0	8.4047769092e-01	7.3745760710e+01	4.5469757509e+00
24               	Bottom	1.0096934349e+01	1.4358886694e+02	8.5834505887e+01
24               	Top	2.0324606210e+01	1.3220759544e+02	1.0233626818e+02
24               	e423_0	8.8011352112e-01	7.4201905110e+01	4.5127566766e+00
25               	Bottom	1.0442051207e+01	1.3975251536e+02	8.5471452269e+01
25               	Top	7.8802187265e+00	1.2958753557e+02	9.9937431773e+01
25               	e423_0	8.1291986596e-01	7.4656738755e+01	4.4912058355e+00
26               	Bottom	1.0783784284e+01	1.3637527402e+02	8.5503807218e+01
26               	Top	2.7628333261e+00	1.3079845952e+02	9.7934694150e+01
26               	e423_0	7.3353053344e-01	7.5088673908e+01	4.4606981083e+00
27               	Bottom	1.1097698256e+01	1.3322591554e+02	8.5936451465e+01
27               	Top	1.1716363732e+01	1.3219885444e+02	9.6595161787e+01
27               	e423_0	6.5073122652e-01	7.5479812405e+01	4.4420233765e+00
28               	Bottom	1.1397420619e+01	1.3060045565e+02	8.6351454558e+01
28               	Top	2.0043223037e+01	1.3374085452e+02	9.5572597777e+01
28               	e423_0	5.6369035671e-01	7.5847779355e+01	4.4145845374e+00
29               	Bottom	1.1788126149e+01	1.2857490972e+02	8.6769555758e+01
29               	Top	2.6052823560e+01	1.3538173123e+02	9.4799532837e+01
29               	e423_0	4.8076855587e-01	7.6182354227e+01	4.3985953132e+00
30               	Bottom	1.2229063551e+01	1.2812206423e+02	8.7220456380e+01
30               	Top	2.0428924658e+01	1.3709157177e+02	9.4276364909e+01
30               	e423_0	4.1673569245e-01	7.6507609455e+01	4.3738446602e+00
31               	Bottom	1.2647005472e+01	1.2901491696e+02	8.7728848775e+01
31               	Top	1.2880345572e+01	1.3885022294e+02	9.3947250266e+01
31               	e423_0	3.8761260335e-01	7.6835193503e+01	4.3599287663e+00
32               	Bottom	1.3119477278e+01	1.3025905273e+02	8.8172462451e+01
32               	Top	4.4418310131e+00	1.4063420318e+02	9.3755943229e+01
32               	e423_0	3.9559036221e-01	7.7153003621e+01	4.3376146768e+00
33               	Bottom	1.3511226578e+01	1.3161253895e+02	8.8434672388e+01
33               	Top	1.1443693793e+01	1.4241906697e+02	9.4055285427e+01
33               	e423_0	4.3756590718e-01	7.7448880239e+01	4.3256357425e+00
