# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	3.7988152492e+01	3.1217301161e+02	1.7109025519e+02
1                	Top	3.6206310005e+01	3.0727458759e+02	1.7203645360e+02
1                	e423_0	3.2456180039e+00	2.3366530440e+02	1.0549961110e+01
2                	Bottom	3.3949171520e+01	2.9794293571e+02	1.6638366911e+02
2                	Top	3.7857803039e+01	3.1228966352e+02	1.7653442761e+02
2                	e423_0	4.1848310665e-01	3.2050682203e+02	1.3736665071e+01
3                	Bottom	2.1164991880e+01	3.0876000510e+02	1.6630461727e+02
3                	Top	3.5833421453e+01	3.1626611020e+02	1.7992460990e+02
3                	e423_0	6.3954297395e-01	3.0336760275e+02	1.2021390996e+01
4                	Bottom	1.4360092139e+01	3.1477614698e+02	1.6326003736e+02
4                	Top	1.9413940227e+01	3.2204255528e+02	1.8401547393e+02
4                	e423_0	1.2859515270e+00	2.6265837012e+02	1.0813569730e+01
5                	Bottom	1.8060069117e+01	3.1742921944e+02	1.6232846936e+02
5                	Top	2.3933599939e+01	3.3655261496e+02	1.8833992051e+02
5                	e423_0	1.2045106826e+00	2.3840051190e+02	9.9148496235e+00
6                	Bottom	2.2651047365e+01	3.1577276728e+02	1.5777251065e+02
6                	Top	3.4812083905e+01	3.3714361574e+02	1.9099777292e+02
6                	e423_0	7.0122290791e-01	2.2455104616e+02	8.9306478250e+00
7                	Bottom	1.6983362654e+01	3.0941579900e+02	1.5095718356e+02
7                	Top	4.4545568330e+01	3.3936974099e+02	1.9163009121e+02
7                	e423_0	2.5836213594e-01	2.0373052766e+02	8.1552035211e+00
8                	Bottom	1.7123745025e+01	2.9909813037e+02	1.4425355118e+02
8                	Top	4.3564283018e+01	3.3806141267e+02	1.9053039077e+02
8                	e423_0	6.5316395377e-01	1.7854169436e+02	7.4496511365e+00
9                	Bottom	1.6389133158e+01	2.8686387992e+02	1.4307896699e+02
9                	Top	4.3277551944e+01	3.2587626504e+02	1.8813590968e+02
9                	e423_0	4.5766602034e-01	1.5399195394e+02	6.9587916576e+00
10               	Bottom	1.5958943267e+01	2.7283125662e+02	1.4179674940e+02
10               	Top	4.3047422244e+01	3.1408066069e+02	1.8484317921e+02
10               	e423_0	1.1288758549e+00	1.3305079866e+02	6.5405963323e+00
11               	Bottom	1.5139548975e+01	2.5791068468e+02	1.4013638689e+02
11               	Top	4.3063080162e+01	3.0696686976e+02	1.8092056087e+02
11               	e423_0	9.4296968630e-01	1.2891015639e+02	6.2212532014e+00
12               	Bottom	1.1463418724e+01	2.4312766616e+02	1.3683067446e+02
12               	Top	4.1745261374e+01	2.9809868531e+02	1.7656312263e+02
12               	e423_0	7.0611247674e-01	1.2495851053e+02	5.9466789960e+00
13               	Bottom	4.8171472559e+00	2.2894239943e+02	1.3406208055e+02
13               	Top	1.6420711103e+01	2.8351512298e+02	1.7172445779e+02
13               	e423_0	1.1617375429e+00	1.2251013310e+02	5.7727156130e+00
14               	Bottom	5.6288918756e+00	2.1504857377e+02	1.3065585618e+02
14               	Top	3.4549192066e+01	2.6916579874e+02	1.6777903355e+02
14               	e423_0	8.9863875774e-01	1.2151691061e+02	5.6335331533e+00
15               	Bottom	2.5874165124e+00	2.0557119709e+02	1.2725513348e+02
15               	Top	4.3139110180e+01	2.5377885768e+02	1.6357608563e+02
15               	e423_0	1.5690249362e+00	1.2122312512e+02	5.5297819686e+00
16               	Bottom	4.8473875668e+00	2.0549150180e+02	1.2400226244e+02
16               	Top	4.3270769313e+01	2.3923967614e+02	1.5903399010e+02
16               	e423_0	1.8723517464e+00	1.2179598548e+02	5.4323213364e+00
17               	Bottom	1.0168583864e+01	2.0423819055e+02	1.2052299841e+02
17               	Top	1.4448798391e+01	2.2471986097e+02	1.5393499890e+02
17               	e423_0	1.9877908017e+00	1.2296218020e+02	5.3585738979e+00
18               	Bottom	1.0042972248e+01	2.0144765779e+02	1.1701563643e+02
18               	Top	4.1066014338e+01	2.1083206345e+02	1.5010373243e+02
18               	e423_0	1.9692404004e+00	1.2460407345e+02	5.2822674684e+00
19               	Bottom	1.0895612861e+01	1.9863170471e+02	1.1402045227e+02
19               	Top	4.3281623725e+01	1.9769014972e+02	1.4572899189e+02
19               	e423_0	2.0339200151e+00	1.2641846513e+02	5.2173601373e+00
20               	Bottom	1.1114752343e+01	1.9464021222e+02	1.1075817997e+02
20               	Top	1.3808824956e+01	1.9070767852e+02	1.4086129540e+02
20               	e423_0	1.9591412119e+00	1.2796566882e+02	5.1456267238e+00
21               	Bottom	8.5344708198e+00	1.9034299498e+02	1.0737244543e+02
21               	Top	4.4139785621e+01	1.8707664078e+02	1.3722602051e+02
21               	e423_0	1.8430673425e+00	1.2913290483e+02	5.0802892310e+00
22               	Bottom	1.3389883802e+00	1.8583849610e+02	1.0393710016e+02
22               	Top	4.1806771122e+00	1.8280258006e+02	1.3234827366e+02
22               	e423_0	1.7449488784e+00	1.3006035203e+02	5.0082989631e+00
23               	Bottom	8.1511218671e+00	1.8078010359e+02	1.0123172472e+02
23               	Top	3.8914925992e+01	1.7796141557e+02	1.2912238562e+02
23               	e423_0	1.6406469905e+00	1.3082926414e+02	4.9442026636e+00
24               	Bottom	1.1266664346e+01	1.7574229993e+02	9.9181961235e+01
24               	Top	2.8981430938e+01	1.7266380862e+02	1.2520980042e+02
24               	e423_0	1.5759016309e+00	1.3150917671e+02	4.8748341895e+00
25               	Bottom	9.0233106306e+00	1.7094542411e+02	9.7116327372e+01
25               	Top	1.6065447143e+01	1.6699583328e+02	1.2141833705e+02
25               	e423_0	1.5011086476e+00	1.3214686493e+02	4.8110681704e+00
26               	Bottom	3.1551177492e+00	1.6620586451e+02	9.6013201123e+01
26               	Top	1.7582932587e+01	1.6145296248e+02	1.1828027706e+02
26               	e423_0	1.4038200971e+00	1.3278213577e+02	4.7423622053e+00
27               	Bottom	7.0888807223e+00	1.6174977109e+02	9.5507100799e+01
27               	Top	2.7204344025e+01	1.6291408621e+02	1.1584713094e+02
27               	e423_0	1.3395015934e+00	1.3344273562e+02	4.6782382827e+00
28               	Bottom	8.3230208322e+00	1.5768707500e+02	9.5248560792e+01
28               	Top	2.1348021577e+01	1.6451828112e+02	1.1392128615e+02
28               	e423_0	8.4538851431e-01	1.3434572660e+02	4.6087901037e+00
29               	Bottom	2.9499302508e+00	1.5417207874e+02	9.4742681935e+01
29               	Top	1.2277516602e+01	1.6626036587e+02	1.1259023915e+02
29               	e423_0	1.2005603686e+00	1.3545302746e+02	4.5551941081e+00
