# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	7.6644607842e-01	3.3411398895e-01	4.3233208948e-01	4.5234917893e-01	0.0000000000e+00	9.2959459628e-01	-1.2277262566e-01	-5.4863788099e-01
2	-5.4879413937e-02	3.5017220076e-02	-8.9896634013e-02	1.5283981354e-01	0.0000000000e+00	-6.6561246876e-02	1.5614231761e-01	-1.8537385573e-01
3	-9.9438036514e-02	7.3253916802e-04	-1.0017057568e-01	7.3949760221e-02	0.0000000000e+00	-1.2060478096e-01	1.2612889356e-01	-8.9690976877e-02
4	-8.6806525134e-02	1.3022608180e-04	-8.6936751215e-02	5.8513322399e-02	0.0000000000e+00	-1.0528447983e-01	1.0883372162e-01	-7.0968682395e-02
5	-8.9414740258e-02	-7.0534484717e-04	-8.8709395411e-02	5.8443892789e-02	0.0000000000e+00	-1.0844788918e-01	1.1000506320e-01	-7.0884473744e-02
6	-8.8597674058e-02	-2.0200011767e-04	-8.8395673940e-02	5.9374556653e-02	0.0000000000e+00	-1.0745689927e-01	1.1024209228e-01	-7.2013242125e-02
7	-8.8458762174e-02	1.2799232921e-04	-8.8586754503e-02	6.0650971956e-02	0.0000000000e+00	-1.0728841810e-01	1.1089343354e-01	-7.3561359862e-02
8	-8.8399037253e-02	3.0437288296e-04	-8.8703410136e-02	6.1731942774e-02	0.0000000000e+00	-1.0721597991e-01	1.1125972877e-01	-7.4872430084e-02
9	-8.8449713260e-02	3.3477211986e-04	-8.8784485380e-02	6.2603496683e-02	0.0000000000e+00	-1.0727744300e-01	1.1139907188e-01	-7.5929506150e-02
10	-8.8676776247e-02	2.0929128054e-04	-8.8886067527e-02	6.3214687326e-02	0.0000000000e+00	-1.0755283944e-01	1.1136919851e-01	-7.6670797069e-02
11	-8.9522684293e-02	-2.4676785661e-04	-8.9275916436e-02	6.3481437267e-02	0.0000000000e+00	-1.0857881057e-01	1.1128643572e-01	-7.6994328379e-02
12	-9.0533389275e-02	-8.9872038914e-04	-8.9634668886e-02	6.3442932413e-02	0.0000000000e+00	-1.0980465792e-01	1.1091993562e-01	-7.6947627242e-02
13	-9.1497365190e-02	-1.7053586671e-03	-8.9792006523e-02	6.3119233577e-02	0.0000000000e+00	-1.1097382927e-01	1.1010830982e-01	-7.6555024686e-02
14	-9.2337671170e-02	-2.5735052152e-03	-8.9764165955e-02	6.2583917420e-02	0.0000000000e+00	-1.1199300586e-01	1.0898832592e-01	-7.5905759172e-02
15	-9.3018316421e-02	-3.4843129448e-03	-8.9534003477e-02	6.1863949621e-02	0.0000000000e+00	-1.1281853575e-01	1.0756211316e-01	-7.5032536393e-02
16	-9.3338054424e-02	-4.3411453608e-03	-8.8996909063e-02	6.1017590253e-02	0.0000000000e+00	-1.1320633436e-01	1.0581970463e-01	-7.4006017871e-02
17	-9.3480033168e-02	-5.1812552792e-03	-8.8298777889e-02	6.0080148778e-02	0.0000000000e+00	-1.1337853521e-01	1.0389690326e-01	-7.2869029172e-02
18	-9.3443158584e-02	-5.9644663133e-03	-8.7478692271e-02	5.9135522579e-02	0.0000000000e+00	-1.1333381137e-01	1.0189278245e-01	-7.1723326383e-02
19	-9.2974842114e-02	-6.6337492877e-03	-8.6341092827e-02	5.8180151515e-02	0.0000000000e+00	-1.1276580734e-01	9.9634179424e-02	-7.0564591537e-02
