# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-7.6913234811e+01	-1.7808053037e+01	-5.9105181774e+01	5.5330575482e+01	2.7979402496e-18	-9.9766426347e+01	5.1621410922e+01	-7.1770922094e+01
2	-4.2036030124e+00	-1.1530961817e+00	-3.0505068307e+00	2.7874347463e+00	-2.4603989100e-18	-5.4526175028e+00	2.3717633112e+00	-3.6156638581e+00
3	-1.6737663318e+00	-4.8807506727e-01	-1.1856912645e+00	9.5438102441e-01	5.2473130011e-19	-2.1710916967e+00	8.7202024655e-01	-1.2379557876e+00
4	-1.0792671023e+00	-3.3052808184e-01	-7.4873902043e-01	5.4114003070e-01	-6.9884443356e-19	-1.3999492042e+00	5.2276367325e-01	-7.0192870120e-01
5	-9.1386935949e-01	-2.8464134741e-01	-6.2922801208e-01	4.3975467602e-01	3.0578085274e-19	-1.1854069117e+00	4.3073333084e-01	-5.7041876608e-01
6	-8.8276838872e-01	-2.7477752144e-01	-6.0799086728e-01	4.1857042066e-01	1.7447053509e-19	-1.1450649248e+00	4.1651668229e-01	-5.4294004337e-01
7	-8.6537519046e-01	-2.7478477866e-01	-5.9059041181e-01	3.9727736301e-01	-3.8691166240e-19	-1.1225036941e+00	3.9475704144e-01	-5.1532019000e-01
8	-8.5902388037e-01	-2.7722893313e-01	-5.8179494724e-01	3.8521978382e-01	6.4021776398e-19	-1.1142652224e+00	3.8070751763e-01	-4.9967994825e-01
9	-8.5532445072e-01	-2.7898139672e-01	-5.7634305400e-01	3.7760045783e-01	7.3480684190e-19	-1.1094665830e+00	3.7170207161e-01	-4.8979669568e-01
10	-8.5917266140e-01	-2.8305335947e-01	-5.7611930193e-01	3.7346070453e-01	3.8495086040e-19	-1.1144582107e+00	3.6633242808e-01	-4.8442689953e-01
11	-8.7143234863e-01	-2.8855373556e-01	-5.8287861308e-01	3.7355977666e-01	5.2061382426e-19	-1.1303606127e+00	3.6790609690e-01	-4.8455540891e-01
12	-8.8696611728e-01	-2.9564231621e-01	-5.9132380107e-01	3.7268957224e-01	-8.2798196208e-19	-1.1505099224e+00	3.6960185608e-01	-4.8342664109e-01
13	-9.0228003323e-01	-3.0231440796e-01	-5.9996562526e-01	3.7252248358e-01	-4.4937983148e-19	-1.1703740546e+00	3.7206402163e-01	-4.8320990545e-01
14	-9.1426411761e-01	-3.0780777443e-01	-6.0645634318e-01	3.7123729050e-01	-4.9367383930e-19	-1.1859189641e+00	3.7331071093e-01	-4.8154284358e-01
15	-9.2628883715e-01	-3.1251955266e-01	-6.1376928449e-01	3.7195049753e-01	-5.2012020159e-19	-1.2015165826e+00	3.7656216479e-01	-4.8246796547e-01
16	-9.4015332405e-01	-3.1749150176e-01	-6.2266182229e-01	3.7424444181e-01	-5.3785263340e-19	-1.2195006177e+00	3.8146290066e-01	-4.8544350828e-01
17	-9.5341573518e-01	-3.2223776611e-01	-6.3117796907e-01	3.7639495564e-01	-5.4498278306e-19	-1.2367036825e+00	3.8617525371e-01	-4.8823300322e-01
18	-9.6586782734e-01	-3.2670457821e-01	-6.3916324913e-01	3.7836273933e-01	-5.5084031008e-19	-1.2528556586e+00	3.9057333864e-01	-4.9078547351e-01
19	-9.7851804735e-01	-3.3118174189e-01	-6.4733630547e-01	3.8064779641e-01	-5.5774006353e-19	-1.2692646323e+00	3.9519320447e-01	-4.9374948848e-01
20	-9.9116402826e-01	-3.3564619624e-01	-6.5551783202e-01	3.8289499068e-01	-5.6754329101e-19	-1.2856681073e+00	3.9983954473e-01	-4.9666439047e-01
21	-1.0053900132e+00	-3.4073589096e-01	-6.6465412223e-01	3.8518119469e-01	-5.6737650375e-19	-1.3041210521e+00	4.0489778909e-01	-4.9962989315e-01
22	-1.0203444452e+00	-3.4601800509e-01	-6.7432644013e-01	3.8782039640e-01	-5.6224495680e-19	-1.3235188871e+00	4.1038554380e-01	-5.0305327956e-01
23	-1.0358425595e+00	-3.5143402010e-01	-6.8440853941e-01	3.9084259466e-01	-5.6347299584e-19	-1.3436219485e+00	4.1621814913e-01	-5.0697346211e-01
24	-1.0525250237e+00	-3.5723515216e-01	-6.9528987157e-01	3.9417982236e-01	-5.6624118572e-19	-1.3652612651e+00	4.2256839927e-01	-5.1130227863e-01
25	-1.0700323568e+00	-3.6326518401e-01	-7.0676717277e-01	3.9795772116e-01	-5.7129216391e-19	-1.3879705434e+00	4.2937748596e-01	-5.1620270263e-01
26	-1.0879569286e+00	-3.6944150637e-01	-7.1851542219e-01	4.0181370178e-01	-5.8111900918e-19	-1.4112210343e+00	4.3634239478e-01	-5.2120440887e-01
27	-1.1061541188e+00	-3.7565084901e-01	-7.3050326975e-01	4.0593243816e-01	-6.0220721646e-19	-1.4348251467e+00	4.4356552592e-01	-5.2654694337e-01
28	-1.1241517124e+00	-3.8175121916e-01	-7.4240049327e-01	4.0991204123e-01	-6.2677766740e-19	-1.4581703565e+00	4.5081159263e-01	-5.3170900393e-01
29	-1.1421625019e+00	-3.8779523337e-01	-7.5436726857e-01	4.1408051476e-01	-6.5316048748e-19	-1.4815326830e+00	4.5821504400e-01	-5.3711605395e-01
30	-1.1590102853e+00	-3.9357136113e-01	-7.6543892420e-01	4.1715490358e-01	-6.7017916352e-19	-1.5033864399e+00	4.6483445384e-01	-5.4110393439e-01
31	-1.1759495604e+00	-3.9936513860e-01	-7.7658442179e-01	4.2032925131e-01	-6.7816396337e-19	-1.5253588734e+00	4.7152410399e-01	-5.4522147450e-01
32	-1.1912882963e+00	-4.0473967868e-01	-7.8654861763e-01	4.2264347312e-01	-6.8294034396e-19	-1.5452552004e+00	4.7726117369e-01	-5.4822331990e-01
33	-1.2042853865e+00	-4.0947760806e-01	-7.9480777846e-01	4.2389092107e-01	-6.8834247762e-19	-1.5621141096e+00	4.8166271300e-01	-5.4984142145e-01
34	-1.2168459911e+00	-4.1425537374e-01	-8.0259061733e-01	4.2438875264e-01	-6.9474062329e-19	-1.5784068404e+00	4.8541905448e-01	-5.5048717346e-01
35	-1.2277293029e+00	-4.1855838084e-01	-8.0917092202e-01	4.2397615144e-01	-7.0279220179e-19	-1.5925239053e+00	4.8826567647e-01	-5.4995197627e-01
36	-1.2368867483e+00	-4.2234055205e-01	-8.1454619621e-01	4.2285419550e-01	-7.1472342441e-19	-1.6044022979e+00	4.9025705519e-01	-5.4849665412e-01
