# Time           	e423_0           
1	4.1060424555e-01	
2	1.4417055622e-01	
3	6.9099005825e-02	
4	5.6441424538e-02	
5	5.5125574550e-02	
6	5.5287307212e-02	
7	5.4832997582e-02	
8	5.4518224562e-02	
9	5.4085861497e-02	
10	5.3545544087e-02	
11	5.2909125571e-02	
12	5.2172889520e-02	
13	5.1366613074e-02	
14	5.0496029288e-02	
15	4.9531017357e-02	
16	4.8477653192e-02	
17	4.7382419492e-02	
18	4.6324980177e-02	
19	4.5320520191e-02	
20	4.4363628682e-02	
21	4.3463921940e-02	
22	4.2629154419e-02	
23	4.1858918860e-02	
24	4.1152705590e-02	
25	4.0525191473e-02	
26	3.9964128159e-02	
27	3.9466357569e-02	
28	3.9018670797e-02	
29	3.8637302441e-02	
30	3.8298233222e-02	
31	3.7991020837e-02	
32	3.7708498788e-02	
33	3.7443953035e-02	
34	3.7204084680e-02	
35	3.6985293180e-02	
36	3.6777458914e-02	
37	3.6572262884e-02	
38	3.6364770114e-02	
39	3.6157677738e-02	
40	3.5955852301e-02	
41	3.5765309584e-02	
42	3.5578002917e-02	
43	3.5395719741e-02	
44	3.5214713484e-02	
45	3.5038015427e-02	
46	3.4863333332e-02	
47	3.4689196417e-02	
48	3.4516874805e-02	
49	3.4346411591e-02	
50	3.4177562918e-02	
51	3.4012757747e-02	
52	3.3850595807e-02	
53	3.3692755190e-02	
54	3.3546598336e-02	
55	3.3398767652e-02	
56	3.3250366605e-02	
57	3.3100056249e-02	
58	3.2952580198e-02	
59	3.2810334893e-02	
60	3.2666806434e-02	
61	3.2509280617e-02	
62	3.2358065842e-02	
63	3.2217788185e-02	
64	3.2091892800e-02	
65	3.1973956527e-02	
66	3.1861745611e-02	
67	3.1754801255e-02	
68	3.1653272151e-02	
69	3.1556833725e-02	
70	3.1465130983e-02	
71	3.1378794298e-02	
72	3.1297859566e-02	
73	3.1222538073e-02	
74	3.1152515431e-02	
75	3.1087330707e-02	
76	3.1027971866e-02	
77	3.0973828751e-02	
78	3.0924283346e-02	
79	3.0878745819e-02	
80	3.0836935214e-02	
81	3.0798486080e-02	
82	3.0762772103e-02	
83	3.0729291575e-02	
84	3.0697772319e-02	
85	3.0667875976e-02	
86	3.0639236268e-02	
87	3.0611483661e-02	
88	3.0584261949e-02	
89	3.0557911429e-02	
90	3.0531403402e-02	
91	3.0504365556e-02	
92	3.0476807567e-02	
93	3.0448726811e-02	
94	3.0420021773e-02	
95	3.0390723069e-02	
96	3.0360831553e-02	
97	3.0330412641e-02	
98	3.0299522760e-02	
99	3.0268063629e-02	
100	3.0236029570e-02	
101	3.0203760688e-02	
102	3.0171260099e-02	
103	3.0138593145e-02	
104	3.0105851465e-02	
105	3.0073160889e-02	
106	3.0040600159e-02	
107	3.0008282119e-02	
108	2.9976277695e-02	
109	2.9944677189e-02	
110	2.9913524658e-02	
111	2.9882058933e-02	
112	2.9852017442e-02	
113	2.9823180417e-02	
114	2.9795184700e-02	
115	2.9768026200e-02	
116	2.9741741320e-02	
117	2.9716308700e-02	
118	2.9691756141e-02	
119	2.9668123524e-02	
120	2.9645431298e-02	
121	2.9623682740e-02	
122	2.9602875523e-02	
123	2.9582992146e-02	
124	2.9564026413e-02	
125	2.9545967837e-02	
126	2.9528810714e-02	
127	2.9512541498e-02	
128	2.9497143176e-02	
129	2.9482595039e-02	
130	2.9468873567e-02	
131	2.9455954448e-02	
132	2.9443810077e-02	
133	2.9432409461e-02	
134	2.9421719701e-02	
135	2.9411712096e-02	
136	2.9402357598e-02	
137	2.9393613264e-02	
138	2.9385442272e-02	
139	2.9377810666e-02	
140	2.9370691793e-02	
141	2.9364035308e-02	
142	2.9357848523e-02	
143	2.9352031744e-02	
144	2.9346583999e-02	
145	2.9341469487e-02	
146	2.9336662394e-02	
147	2.9332140360e-02	
148	2.9327881056e-02	
149	2.9323863201e-02	
150	2.9320065966e-02	
151	2.9316470675e-02	
152	2.9313054888e-02	
153	2.9309799151e-02	
154	2.9306688041e-02	
155	2.9303706746e-02	
156	2.9300840559e-02	
157	2.9298075544e-02	
158	2.9295398802e-02	
159	2.9292799182e-02	
160	2.9290266634e-02	
161	2.9287791666e-02	
162	2.9285366305e-02	
163	2.9282982742e-02	
164	2.9280634282e-02	
165	2.9278317194e-02	
166	2.9276027104e-02	
167	2.9273760878e-02	
168	2.9271516005e-02	
169	2.9269290679e-02	
170	2.9267083948e-02	
171	2.9264895357e-02	
172	2.9262724688e-02	
173	2.9260572048e-02	
174	2.9258438752e-02	
175	2.9256325982e-02	
176	2.9254234917e-02	
177	2.9252167205e-02	
178	2.9250127437e-02	
179	2.9248116289e-02	
180	2.9246130446e-02	
181	2.9244175168e-02	
182	2.9242254556e-02	
183	2.9240370949e-02	
184	2.9238526244e-02	
185	2.9236721530e-02	
186	2.9234958974e-02	
187	2.9233240292e-02	
188	2.9231567126e-02	
189	2.9229940907e-02	
190	2.9228362805e-02	
191	2.9226833889e-02	
192	2.9225355046e-02	
193	2.9223926965e-02	
194	2.9222550172e-02	
195	2.9221225004e-02	
196	2.9219951592e-02	
197	2.9218729881e-02	
198	2.9217559619e-02	
199	2.9216440350e-02	
200	2.9215371454e-02	
201	2.9214352124e-02	
202	2.9213381388e-02	
203	2.9212458105e-02	
204	2.9211581007e-02	
205	2.9210748713e-02	
206	2.9209959744e-02	
207	2.9209212525e-02	
208	2.9208505444e-02	
209	2.9207836798e-02	
210	2.9207204893e-02	
211	2.9206608010e-02	
212	2.9206044409e-02	
213	2.9205512373e-02	
214	2.9205010166e-02	
215	2.9204536097e-02	
216	2.9204088510e-02	
217	2.9203665783e-02	
218	2.9203266327e-02	
219	2.9202888596e-02	
220	2.9202531097e-02	
221	2.9202192384e-02	
222	2.9201871067e-02	
223	2.9201565822e-02	
224	2.9201275381e-02	
225	2.9200998552e-02	
226	2.9200734211e-02	
227	2.9200481200e-02	
228	2.9200240734e-02	
229	2.9200012162e-02	
230	2.9199793809e-02	
231	2.9199584155e-02	
232	2.9199381383e-02	
233	2.9199184534e-02	
234	2.9198993022e-02	
235	2.9198806431e-02	
236	2.9198624400e-02	
237	2.9198446643e-02	
238	2.9198272848e-02	
239	2.9198102770e-02	
240	2.9197936335e-02	
241	2.9197773028e-02	
242	2.9197612883e-02	
243	2.9197455723e-02	
244	2.9197301375e-02	
245	2.9197149720e-02	
246	2.9197000556e-02	
247	2.9196854119e-02	
248	2.9196710148e-02	
249	2.9196568641e-02	
250	2.9196429626e-02	
251	2.9196293122e-02	
252	2.9196159161e-02	
253	2.9196027790e-02	
254	2.9195899060e-02	
255	2.9195773033e-02	
256	2.9195649774e-02	
257	2.9195529350e-02	
258	2.9195411828e-02	
259	2.9195297276e-02	
260	2.9195185753e-02	
261	2.9195077317e-02	
262	2.9194972015e-02	
263	2.9194869887e-02	
264	2.9194770967e-02	
265	2.9194675276e-02	
266	2.9194582827e-02	
267	2.9194493622e-02	
268	2.9194407657e-02	
269	2.9194324917e-02	
270	2.9194245378e-02	
271	2.9194169008e-02	
272	2.9194095765e-02	
273	2.9194025601e-02	
274	2.9193958464e-02	
275	2.9193894292e-02	
276	2.9193833019e-02	
277	2.9193774575e-02	
278	2.9193718882e-02	
279	2.9193665862e-02	
280	2.9193615429e-02	
281	2.9193567535e-02	
282	2.9193521987e-02	
283	2.9193478776e-02	
284	2.9193437801e-02	
285	2.9193398959e-02	
286	2.9193362155e-02	
287	2.9193327294e-02	
288	2.9193294284e-02	
289	2.9193263031e-02	
290	2.9193233445e-02	
291	2.9193205434e-02	
292	2.9193178910e-02	
293	2.9193153788e-02	
294	2.9193129984e-02	
295	2.9193107418e-02	
296	2.9193086013e-02	
297	2.9193065694e-02	
298	2.9193046389e-02	
299	2.9193028030e-02	
300	2.9193010554e-02	
301	2.9192993897e-02	
302	2.9192978003e-02	
303	2.9192962816e-02	
304	2.9192948286e-02	
305	2.9192934365e-02	
306	2.9192921008e-02	
307	2.9192908175e-02	
308	2.9192895827e-02	
309	2.9192883929e-02	
310	2.9192872448e-02	
311	2.9192861356e-02	
312	2.9192850627e-02	
313	2.9192840234e-02	
314	2.9192830158e-02	
315	2.9192820378e-02	
316	2.9192810877e-02	
317	2.9192801640e-02	
318	2.9192792652e-02	
319	2.9192783902e-02	
320	2.9192775380e-02	
321	2.9192767077e-02	
322	2.9192758984e-02	
323	2.9192751097e-02	
324	2.9192743408e-02	
325	2.9192735914e-02	
326	2.9192728611e-02	
327	2.9192721495e-02	
328	2.9192714563e-02	
329	2.9192707815e-02	
330	2.9192701248e-02	
331	2.9192694860e-02	
332	2.9192688651e-02	
333	2.9192682619e-02	
334	2.9192676764e-02	
335	2.9192671085e-02	
336	2.9192665580e-02	
337	2.9192660250e-02	
338	2.9192655092e-02	
339	2.9192650106e-02	
340	2.9192645291e-02	
341	2.9192640644e-02	
342	2.9192636164e-02	
343	2.9192631849e-02	
344	2.9192627698e-02	
345	2.9192623707e-02	
346	2.9192619874e-02	
347	2.9192616196e-02	
348	2.9192612670e-02	
349	2.9192609293e-02	
350	2.9192606061e-02	
351	2.9192602972e-02	
352	2.9192600020e-02	
353	2.9192597202e-02	
354	2.9192594514e-02	
355	2.9192591952e-02	
356	2.9192589512e-02	
357	2.9192587189e-02	
358	2.9192584983e-02	
359	2.9192582871e-02	
360	2.9192580881e-02	
361	2.9192578980e-02	
