# Time           	totalLift        	frontLift        	rearLift         	drag             	side             	Xmoment          	Ymoment          	Zmoment          
1	-1.8500099903e-01	5.9356249535e-02	-2.4435724857e-01	4.1060424555e-01	0.0000000000e+00	-2.2438100723e-01	3.7964187263e-01	-4.9800700899e-01
2	-2.9787570757e-01	-4.7129756324e-02	-2.5074595124e-01	1.4417055622e-01	0.0000000000e+00	-3.6128265059e-01	2.5452024365e-01	-1.7485924284e-01
3	-2.2917720817e-01	-4.7213431406e-02	-1.8196377677e-01	6.9099005825e-02	0.0000000000e+00	-2.7796073033e-01	1.6843793170e-01	-8.3807679992e-02
4	-2.1093441333e-01	-4.5118037773e-02	-1.6581637556e-01	5.6441424538e-02	0.0000000000e+00	-2.5583470559e-01	1.5087292223e-01	-6.8455758365e-02
5	-2.1425465312e-01	-4.6585930572e-02	-1.6766872254e-01	5.5125574550e-02	0.0000000000e+00	-2.5986170410e-01	1.5135348996e-01	-6.6859811601e-02
6	-2.2238927169e-01	-4.9217713347e-02	-1.7317155835e-01	5.5287307212e-02	0.0000000000e+00	-2.6972788817e-01	1.5494230625e-01	-6.7055971286e-02
7	-2.2763172833e-01	-5.1111514527e-02	-1.7652021380e-01	5.4832997582e-02	0.0000000000e+00	-2.7608627384e-01	1.5676087410e-01	-6.6504955600e-02
8	-2.3297172828e-01	-5.3043419785e-02	-1.7992830850e-01	5.4518224562e-02	0.0000000000e+00	-2.8256296625e-01	1.5860611089e-01	-6.6123178811e-02
9	-2.3851296048e-01	-5.5109383808e-02	-1.8340357667e-01	5.4085861497e-02	0.0000000000e+00	-2.8928372597e-01	1.6036774108e-01	-6.5598781319e-02
10	-2.4393770804e-01	-5.7218206672e-02	-1.8671950137e-01	5.3545544087e-02	0.0000000000e+00	-2.9586320570e-01	1.6187661838e-01	-6.4943449914e-02
11	-2.4947910536e-01	-5.9418256211e-02	-1.9006084914e-01	5.2909125571e-02	0.0000000000e+00	-3.0258416567e-01	1.6330324117e-01	-6.4171560960e-02
12	-2.5501541787e-01	-6.1671525788e-02	-1.9334389208e-01	5.2172889520e-02	0.0000000000e+00	-3.0929895848e-01	1.6459045787e-01	-6.3278606935e-02
13	-2.6050206582e-01	-6.3934419041e-02	-1.9656764678e-01	5.1366613074e-02	0.0000000000e+00	-3.1595351495e-01	1.6579153467e-01	-6.2300703453e-02
14	-2.6578523810e-01	-6.6168620802e-02	-1.9961661730e-01	5.0496029288e-02	0.0000000000e+00	-3.2236128315e-01	1.6680999563e-01	-6.1244803929e-02
15	-2.7101367851e-01	-6.8433503272e-02	-2.0258017524e-01	4.9531017357e-02	0.0000000000e+00	-3.2870266903e-01	1.6768333996e-01	-6.0074375930e-02
16	-2.7611167926e-01	-7.0690702879e-02	-2.0542097639e-01	4.8477653192e-02	0.0000000000e+00	-3.3488584939e-01	1.6841284188e-01	-5.8796788709e-02
17	-2.8071996472e-01	-7.2775706860e-02	-2.0794425786e-01	4.7382419492e-02	0.0000000000e+00	-3.4047507181e-01	1.6896068874e-01	-5.7468419446e-02
18	-2.8532953331e-01	-7.4824276659e-02	-2.1050525665e-01	4.6324980177e-02	0.0000000000e+00	-3.4606585050e-01	1.6960122499e-01	-5.6185889622e-02
19	-2.8989427012e-01	-7.6828619077e-02	-2.1306565104e-01	4.5320520191e-02	0.0000000000e+00	-3.5160225436e-01	1.7029628996e-01	-5.4967616508e-02
20	-2.9442084676e-01	-7.8797743140e-02	-2.1562310362e-01	4.4363628682e-02	0.0000000000e+00	-3.5709237512e-01	1.7103170060e-01	-5.3807037475e-02
21	-2.9905359709e-01	-8.0760557330e-02	-2.1829303976e-01	4.3463921940e-02	0.0000000000e+00	-3.6271127010e-01	1.7191560304e-01	-5.2715815773e-02
22	-3.0362712345e-01	-8.2664512061e-02	-2.2096261139e-01	4.2629154419e-02	0.0000000000e+00	-3.6825833447e-01	1.7287262416e-01	-5.1703356499e-02
23	-3.0816237692e-01	-8.4517763962e-02	-2.2364461296e-01	4.1858918860e-02	0.0000000000e+00	-3.7375897905e-01	1.7390856124e-01	-5.0769165703e-02
24	-3.1274637319e-01	-8.6351341527e-02	-2.2639503167e-01	4.1152705590e-02	0.0000000000e+00	-3.7931874200e-01	1.7505461267e-01	-4.9912625222e-02
25	-3.1734516829e-01	-8.8149673428e-02	-2.2919549486e-01	4.0525191473e-02	0.0000000000e+00	-3.8489645392e-01	1.7630727680e-01	-4.9151536091e-02
26	-3.2190655689e-01	-8.9900758930e-02	-2.3200579796e-01	3.9964128159e-02	0.0000000000e+00	-3.9042879685e-01	1.7763129879e-01	-4.8471042729e-02
27	-3.2640880547e-01	-9.1599443657e-02	-2.3480936182e-01	3.9466357569e-02	0.0000000000e+00	-3.9588941099e-01	1.7901239770e-01	-4.7867314821e-02
