# y+ ()          
# Time           	patch            	min              	max              	average          
1                	Bottom	4.1154283784e+01	2.6460857587e+02	1.6131836422e+02
1                	Top	3.6053135996e+01	2.3791341485e+02	1.3471310934e+02
1                	e423_0	7.3056630495e+01	5.9153989186e+02	4.4018263016e+02
2                	Bottom	4.7451501342e+01	2.5904242749e+02	1.4973791996e+02
2                	Top	1.9793451790e+01	1.8277090368e+02	1.0695680403e+02
2                	e423_0	1.0460687045e+01	6.2105363198e+02	4.2812028835e+02
3                	Bottom	4.7444382934e+01	2.4662524249e+02	1.3004186371e+02
3                	Top	1.9587243276e+01	1.4517898378e+02	8.3115982657e+01
3                	e423_0	4.5804109177e+01	6.0989775328e+02	4.2383474983e+02
4                	Bottom	3.8422087016e+01	2.3858896590e+02	1.0934419828e+02
4                	Top	3.5477337728e+01	1.1990531756e+02	6.3749302548e+01
4                	e423_0	3.7868507148e+01	6.0992563453e+02	4.1740390461e+02
5                	Bottom	3.5775384475e+01	2.3032624638e+02	8.8217796828e+01
5                	Top	1.1343106565e+01	1.3760784340e+02	6.0178753167e+01
5                	e423_0	3.3528162835e+01	6.1041359796e+02	4.1022068366e+02
6                	Bottom	1.6901615539e+01	2.1965554067e+02	7.7803653334e+01
6                	Top	1.2987537370e+01	1.7483006889e+02	7.2301393625e+01
6                	e423_0	2.8804398384e+01	6.1482742027e+02	4.0320148239e+02
7                	Bottom	1.4346455321e+01	2.0601075714e+02	8.0110408117e+01
7                	Top	3.9329222853e+01	2.0650815458e+02	8.2288166232e+01
7                	e423_0	2.7114362010e+01	6.1923265753e+02	3.9641142252e+02
8                	Bottom	4.2872736206e+01	1.8651106437e+02	8.4880604307e+01
8                	Top	3.5652104966e+01	2.3118116986e+02	8.5623317224e+01
8                	e423_0	2.6697970720e+01	6.2147688240e+02	3.8975986530e+02
9                	Bottom	4.2406217553e+01	1.5873184435e+02	8.3824593664e+01
9                	Top	1.8816634445e+01	2.4739232159e+02	8.5578277308e+01
9                	e423_0	2.7102642821e+01	6.2369286046e+02	3.8318249812e+02
10               	Bottom	8.4690208092e+00	1.1799604726e+02	7.5319212466e+01
10               	Top	2.2886898318e+01	2.5530316581e+02	8.9042385231e+01
10               	e423_0	2.7428606033e+01	6.2562263899e+02	3.7671248931e+02
11               	Bottom	3.0725796057e+01	1.0879315465e+02	7.3816774337e+01
11               	Top	1.9635313497e+01	2.5222982993e+02	9.5499807982e+01
11               	e423_0	2.7424511294e+01	6.2725791481e+02	3.7030882114e+02
12               	Bottom	1.3401918272e+01	1.5188920068e+02	7.6508241740e+01
12               	Top	4.5185943569e+01	2.5138364220e+02	1.0032091592e+02
12               	e423_0	2.7093459934e+01	6.2860346936e+02	3.6403185514e+02
13               	Bottom	3.2604659587e+01	1.7844042649e+02	7.8761775888e+01
13               	Top	3.2650986693e+01	2.5141221441e+02	1.0115187466e+02
13               	e423_0	2.6550952982e+01	6.2969362156e+02	3.5797776224e+02
14               	Bottom	1.4870073241e+01	1.9501362682e+02	7.9028513965e+01
14               	Top	2.4312750024e+01	2.4872552660e+02	1.0093707010e+02
14               	e423_0	2.5898951052e+01	6.3056711279e+02	3.5216276192e+02
15               	Bottom	2.1282791369e+01	2.0443694206e+02	7.9656626801e+01
15               	Top	4.0313874100e+01	2.4365178583e+02	1.0096473350e+02
15               	e423_0	2.5232868088e+01	6.3126889633e+02	3.4671671082e+02
16               	Bottom	2.0407961904e+01	2.0628236971e+02	7.9543989268e+01
16               	Top	3.4666570094e+01	2.3764717207e+02	9.9926618700e+01
16               	e423_0	2.4703745535e+01	6.3188284824e+02	3.4164469353e+02
17               	Bottom	1.3327944481e+01	2.0341470565e+02	7.8814086331e+01
17               	Top	2.3835508046e+01	2.3164998481e+02	9.8334302270e+01
17               	e423_0	2.4675675237e+01	6.3247207181e+02	3.3698270761e+02
18               	Bottom	8.5335547076e+00	2.0129318957e+02	7.7872740256e+01
18               	Top	1.1229967816e+01	2.2401083121e+02	9.6372933310e+01
18               	e423_0	2.4738132911e+01	6.3308067781e+02	3.3270521273e+02
19               	Bottom	5.3135127058e+00	1.9725845174e+02	7.6755329013e+01
19               	Top	1.5911765555e+01	2.1511729707e+02	9.5338475529e+01
19               	e423_0	2.4708242203e+01	6.3374106065e+02	3.2878046270e+02
20               	Bottom	8.6594160032e+00	1.8905224604e+02	7.5750168478e+01
20               	Top	2.5230570916e+01	2.0585869498e+02	9.4747047138e+01
20               	e423_0	2.4580528119e+01	6.3447031727e+02	3.2527654570e+02
21               	Bottom	6.5257780780e+00	1.7803150242e+02	7.4228893796e+01
21               	Top	3.2401779313e+01	1.9662975700e+02	9.4203527360e+01
21               	e423_0	2.4364261813e+01	6.3525944013e+02	3.2222196060e+02
22               	Bottom	4.6533546173e+00	1.6647984244e+02	7.2581557726e+01
22               	Top	3.1493293324e+01	1.8730912847e+02	9.3688927110e+01
22               	e423_0	2.4082659287e+01	6.3609170090e+02	3.1957404362e+02
23               	Bottom	8.6010300827e+00	1.5436286691e+02	7.1286290771e+01
23               	Top	2.3890696737e+01	1.7841480011e+02	9.3042729690e+01
23               	e423_0	2.3757551908e+01	6.3694837859e+02	3.1749352857e+02
24               	Bottom	9.4035723070e+00	1.4174241140e+02	6.9850035154e+01
24               	Top	1.1272745748e+01	1.6965219120e+02	9.1972054516e+01
24               	e423_0	2.3420275038e+01	6.3780131920e+02	3.1594846468e+02
25               	Bottom	7.2555872905e+00	1.2797466539e+02	6.8356381415e+01
25               	Top	1.7541215189e+01	1.6063372389e+02	9.1726173651e+01
25               	e423_0	2.3089917221e+01	6.3861002628e+02	3.1497466828e+02
26               	Bottom	5.9038849818e+00	1.1380967670e+02	6.6803859600e+01
26               	Top	2.6853101237e+01	1.5085595866e+02	9.1414648487e+01
26               	e423_0	2.2784369574e+01	6.3935039941e+02	3.1444086511e+02
27               	Bottom	1.2628148530e+01	1.0905510402e+02	6.5321137411e+01
27               	Top	2.9438968585e+01	1.4430433890e+02	9.0816042398e+01
27               	e423_0	2.2504759166e+01	6.4002908143e+02	3.1453980409e+02
28               	Bottom	1.7809475151e+01	1.1072326111e+02	6.5710576009e+01
28               	Top	2.2820867076e+01	1.4596136422e+02	8.9995628303e+01
28               	e423_0	2.2248105048e+01	6.4065974193e+02	3.1502192051e+02
29               	Bottom	2.2553261819e+01	1.1248739002e+02	6.6717121465e+01
29               	Top	1.2838551955e+01	1.4746728910e+02	8.8902146697e+01
29               	e423_0	2.2015179398e+01	6.4125527394e+02	3.1584842465e+02
30               	Bottom	2.6858753449e+01	1.1430128571e+02	6.7116734186e+01
30               	Top	1.4435556910e+01	1.4883749769e+02	8.8422678471e+01
30               	e423_0	2.1802042816e+01	6.4182552779e+02	3.1683151165e+02
31               	Bottom	1.1891617031e+01	1.1614131391e+02	6.6931969704e+01
31               	Top	2.4594221872e+01	1.5012625047e+02	8.8203468753e+01
31               	e423_0	2.1603419800e+01	6.4238003816e+02	3.1781287913e+02
32               	Bottom	2.3449523557e+01	1.1799865622e+02	6.9932514134e+01
32               	Top	1.1219149322e+01	1.5139105929e+02	8.7024169750e+01
32               	e423_0	2.1414256425e+01	6.4292617141e+02	3.1880403626e+02
33               	Bottom	1.8228959989e+01	1.1984245915e+02	7.1790870144e+01
33               	Top	1.8929359735e+01	1.5267512022e+02	8.8426863925e+01
33               	e423_0	2.1229572953e+01	6.4347378037e+02	3.1984205427e+02
34               	Bottom	9.8558960586e+00	1.2157490268e+02	7.3133006195e+01
34               	Top	3.0128899855e+00	1.5399613786e+02	8.8656325642e+01
34               	e423_0	2.1045250624e+01	6.4402732908e+02	3.2098400455e+02
35               	Bottom	1.2282472011e+01	1.2316854110e+02	7.4871874700e+01
35               	Top	1.9779927912e+01	1.5576717311e+02	9.0214329483e+01
35               	e423_0	2.0858373731e+01	6.4458976009e+02	3.2195378402e+02
36               	Bottom	2.0143433020e+01	1.2469043984e+02	7.6779577863e+01
36               	Top	2.3750572092e+01	1.5777773247e+02	9.1102303007e+01
36               	e423_0	2.0665840905e+01	6.4516071719e+02	3.2284338454e+02
37               	Bottom	2.5673487372e+01	1.2653755053e+02	7.8440230708e+01
37               	Top	1.5143910035e+01	1.5968082370e+02	9.1705702309e+01
37               	e423_0	2.0464495552e+01	6.4573750334e+02	3.2366050078e+02
38               	Bottom	2.7600423319e+01	1.2834766778e+02	7.9933232660e+01
38               	Top	6.4949779694e+00	1.6147311608e+02	9.4221242667e+01
38               	e423_0	2.0262194586e+01	6.4631728883e+02	3.2440456276e+02
39               	Bottom	2.4064990281e+01	1.3019206767e+02	8.1246668894e+01
39               	Top	1.8221032216e+01	1.6320519169e+02	9.7254136293e+01
